GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03
Id,Id2,Geography,Estimate; Aggregate number of vehicles available:,Margin of Error; Aggregate number of vehicles available:,Estimate; Owner occupied,Margin of Error; Owner occupied,Estimate; Renter occupied,Margin of Error; Renter occupied
0500000US34005,34005,"Burlington County, New Jersey",314769,8604,266772,7723,47997,5123
0500000US34007,34007,"Camden County, New Jersey",323436,7500,262109,8120,61327,4550
0500000US34015,34015,"Gloucester County, New Jersey",194402,5453,170006,5898,24396,3096
0500000US34021,34021,"Mercer County, New Jersey",207255,7767,164903,7435,42352,3938
0500000US42017,42017,"Bucks County, Pennsylvania",446198,8249,385499,8373,60699,4761
0500000US42029,42029,"Chester County, Pennsylvania",344860,7245,291776,7738,53084,4513
0500000US42045,42045,"Delaware County, Pennsylvania",334401,7599,278342,6937,56059,4450
0500000US42091,42091,"Montgomery County, Pennsylvania",550907,8613,456069,8177,94838,6121
0500000US42101,42101,"Philadelphia County, Pennsylvania",554438,11993,387717,11676,166721,9085
