GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",490,65,293,53,10,8,16,11,69,36,41,28,50,33,26,17,13,14,27,21,32,20,9,14,197,48,53,27,34,20,17,13,19,17,9,8,10,9,0,12,0,12,45,28,10,15
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",680,81,494,73,12,12,48,27,84,32,77,33,33,30,50,26,53,33,25,21,112,55,0,12,186,50,29,20,39,32,21,15,31,35,9,11,10,11,15,14,15,22,17,27,0,12
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",884,142,661,122,41,44,69,39,138,52,160,70,30,26,53,36,29,21,8,12,124,74,9,13,223,66,85,43,43,36,29,29,19,21,9,13,0,12,0,12,18,20,10,15,10,15
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",3378,211,2507,207,171,93,146,76,404,131,318,110,494,158,290,113,118,63,180,84,386,151,0,19,871,170,248,97,186,99,113,48,101,59,36,33,78,51,39,44,19,22,51,42,0,19
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",2493,192,1705,190,61,34,139,52,284,98,347,119,268,103,211,82,72,47,117,61,206,71,0,17,788,119,112,45,143,53,112,51,62,32,101,62,64,36,18,18,40,30,118,52,18,23
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",5860,258,4602,300,83,57,541,159,867,191,877,172,575,120,405,131,309,126,407,162,538,168,0,22,1258,193,231,83,344,89,181,80,112,76,68,55,25,24,124,88,66,64,107,93,0,22
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",1670,122,1328,132,84,66,100,52,232,82,303,110,266,83,111,48,109,69,39,31,84,50,0,17,342,78,75,48,43,34,69,34,36,29,0,17,51,49,0,17,9,14,59,38,0,17
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",5014,175,3265,186,172,70,487,110,519,86,629,109,335,83,302,84,176,89,305,87,309,77,31,46,1749,155,373,99,358,78,258,74,156,53,151,65,98,42,57,33,77,39,221,62,0,19
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",1428,126,1042,125,48,30,48,31,199,60,208,79,198,72,70,46,44,28,31,25,190,80,6,10,386,74,81,48,58,34,71,42,32,27,14,21,38,28,15,16,33,27,44,48,0,12
