GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",427,111,270,67,5,5,13,16,30,20,35,20,45,28,11,12,23,17,63,33,45,21,0,123,157,56,41,28,22,15,23,17,4,4,14,12,15,13,3,4,3,4,26,25,6,11
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",822,93,573,93,9,13,54,34,39,28,143,76,65,40,23,24,89,55,39,31,112,55,0,123,249,66,52,33,50,29,66,44,13,15,0,123,7,11,14,17,20,22,10,15,17,27
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",1132,146,917,141,64,52,60,44,127,62,151,65,205,88,91,68,58,46,51,44,110,63,0,123,215,82,46,44,33,38,38,25,17,19,13,21,9,15,9,14,8,14,42,40,0,123
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",3284,181,2481,168,36,34,219,81,439,101,386,125,383,95,235,102,174,81,284,105,325,104,0,123,803,130,111,53,177,71,124,58,124,60,82,51,55,41,44,32,0,123,79,52,7,12
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",2545,203,1673,149,25,22,154,72,247,93,317,104,263,85,161,82,87,46,158,69,252,93,9,15,872,174,115,58,137,75,201,80,118,72,40,31,53,45,29,29,49,39,130,70,0,123
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",5994,254,4941,249,73,50,391,114,845,180,997,170,686,163,616,162,278,94,516,147,528,134,11,17,1053,188,178,88,259,105,193,66,114,59,62,50,46,38,72,49,38,34,91,64,0,123
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",1013,180,811,147,27,21,90,42,104,43,104,37,127,49,85,48,78,33,110,60,86,48,0,123,202,63,65,31,34,22,6,9,37,36,15,19,15,14,5,8,0,123,25,17,0,123
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",5256,184,3519,197,101,56,313,98,412,106,756,138,437,111,351,109,293,110,207,85,649,152,0,123,1737,197,333,80,329,85,225,85,166,68,109,56,93,68,92,53,81,46,245,103,64,48
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",1412,112,1143,122,47,44,104,59,168,70,240,96,106,54,115,60,52,39,198,100,113,71,0,123,269,74,38,31,58,35,99,57,17,18,7,12,0,123,21,24,0,123,20,22,9,13
