GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",343,140,232,97,1,2,9,12,34,22,42,22,42,26,8,8,24,16,33,28,39,21,0,123,111,58,27,20,18,17,20,17,3,5,9,10,6,6,2,3,2,3,20,20,4,9
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",695,93,472,89,11,16,29,23,59,35,106,58,83,46,28,25,61,41,30,26,65,39,0,123,223,52,54,35,48,33,35,24,27,21,0,123,9,14,8,12,16,17,0,123,26,39
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",1177,140,903,133,58,50,43,36,95,59,180,85,237,108,107,78,57,46,39,38,87,59,0,123,274,88,29,34,83,55,33,29,18,20,11,19,9,15,19,21,9,14,63,53,0,123
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",3055,157,2326,147,29,20,218,59,425,109,259,74,435,84,308,104,142,61,238,91,272,77,0,123,729,97,115,51,173,74,112,53,73,39,59,45,48,40,46,34,0,123,91,51,12,18
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",2626,242,1779,196,17,18,217,80,323,127,222,93,275,79,187,87,104,48,158,78,262,94,14,22,847,176,112,63,137,76,161,69,98,54,46,44,83,59,31,29,46,37,133,76,0,123
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",5536,250,4720,211,60,40,403,129,771,147,944,171,744,147,546,139,313,101,472,135,459,126,8,13,816,152,161,73,202,84,140,66,59,38,44,36,50,37,39,33,25,28,96,69,0,123
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",1014,215,807,164,42,29,104,38,118,50,105,49,124,45,96,44,68,37,91,48,59,32,0,123,207,69,59,30,53,27,14,16,27,28,11,14,14,13,9,11,5,8,15,14,0,123
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",5062,168,3293,168,89,49,358,105,428,106,668,140,475,118,332,94,274,89,222,80,447,121,0,123,1769,189,261,79,394,84,286,91,130,50,134,63,107,67,131,64,85,58,193,82,48,39
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",1483,101,1167,118,64,64,102,55,272,97,212,99,106,56,76,47,83,52,108,70,144,74,0,123,316,87,70,48,61,41,120,63,11,17,10,16,0,123,28,33,0,123,16,25,0,123
