GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21,HD01_VD22,HD02_VD22,HD01_VD23,HD02_VD23
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Housing units with a mortgage:,Margin of Error; Housing units with a mortgage:,Estimate; Housing units with a mortgage: - Less than 10.0 percent,Margin of Error; Housing units with a mortgage: - Less than 10.0 percent,Estimate; Housing units with a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units with a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units with a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units with a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units with a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units with a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units with a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units with a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units with a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units with a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units with a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units with a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units with a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units with a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units with a mortgage: - 50.0 percent or more,Margin of Error; Housing units with a mortgage: - 50.0 percent or more,Estimate; Housing units with a mortgage: - Not computed,Margin of Error; Housing units with a mortgage: - Not computed,Estimate; Housing units without a mortgage:,Margin of Error; Housing units without a mortgage:,Estimate; Housing units without a mortgage: - Less than 10.0 percent,Margin of Error; Housing units without a mortgage: - Less than 10.0 percent,Estimate; Housing units without a mortgage: - 10.0 to 14.9 percent,Margin of Error; Housing units without a mortgage: - 10.0 to 14.9 percent,Estimate; Housing units without a mortgage: - 15.0 to 19.9 percent,Margin of Error; Housing units without a mortgage: - 15.0 to 19.9 percent,Estimate; Housing units without a mortgage: - 20.0 to 24.9 percent,Margin of Error; Housing units without a mortgage: - 20.0 to 24.9 percent,Estimate; Housing units without a mortgage: - 25.0 to 29.9 percent,Margin of Error; Housing units without a mortgage: - 25.0 to 29.9 percent,Estimate; Housing units without a mortgage: - 30.0 to 34.9 percent,Margin of Error; Housing units without a mortgage: - 30.0 to 34.9 percent,Estimate; Housing units without a mortgage: - 35.0 to 39.9 percent,Margin of Error; Housing units without a mortgage: - 35.0 to 39.9 percent,Estimate; Housing units without a mortgage: - 40.0 to 49.9 percent,Margin of Error; Housing units without a mortgage: - 40.0 to 49.9 percent,Estimate; Housing units without a mortgage: - 50.0 percent or more,Margin of Error; Housing units without a mortgage: - 50.0 percent or more,Estimate; Housing units without a mortgage: - Not computed,Margin of Error; Housing units without a mortgage: - Not computed
0600000US3400503370,3400503370,"Bass River township, Burlington County, New Jersey",474,66,296,55,9,9,19,16,45,23,19,15,61,32,8,7,8,13,70,31,57,23,0,12,178,45,54,31,27,19,26,20,0,12,12,10,18,16,6,10,3,4,24,22,8,13
0600000US3400505740,3400505740,"Beverly city, Burlington County, New Jersey",682,89,500,82,7,10,41,29,59,28,143,59,28,20,56,29,50,29,32,26,84,49,0,12,182,61,18,13,43,26,60,41,11,10,0,12,12,13,11,11,13,17,14,17,0,12
0600000US3400506670,3400506670,"Bordentown city, Burlington County, New Jersey",943,125,729,128,14,15,61,45,126,64,195,88,81,42,45,29,37,34,22,26,148,61,0,12,214,76,82,50,14,22,46,35,29,28,16,20,0,12,0,12,0,12,17,19,10,17
0600000US3400506700,3400506700,"Bordentown township, Burlington County, New Jersey",3305,173,2459,182,81,54,146,66,375,104,466,121,398,140,379,109,193,109,160,75,261,99,0,19,846,144,148,71,181,82,114,62,99,74,63,53,95,54,70,60,14,22,62,39,0,19
0600000US3400508920,3400508920,"Burlington city, Burlington County, New Jersey",2567,178,1798,196,53,33,90,47,308,103,394,101,264,96,158,68,88,45,224,75,211,69,8,13,769,126,93,49,217,74,144,60,48,34,37,22,31,23,23,19,44,36,101,47,31,37
0600000US3400508950,3400508950,"Burlington township, Burlington County, New Jersey",5754,313,4610,289,82,48,338,106,585,128,949,179,768,156,486,142,289,107,642,172,471,144,0,22,1144,187,258,89,283,113,175,74,109,63,54,34,103,57,87,66,26,29,49,38,0,22
0600000US3400512670,3400512670,"Chesterfield township, Burlington County, New Jersey",1572,160,1236,144,26,24,106,56,217,81,154,65,264,93,171,69,94,63,79,66,125,57,0,17,336,74,71,41,71,39,19,21,87,43,10,14,37,45,0,17,0,17,41,32,0,17
0600000US3400512940,3400512940,"Cinnaminson township, Burlington County, New Jersey",5428,165,3731,205,133,64,391,108,397,114,888,156,376,96,544,110,233,84,327,104,442,91,0,19,1697,141,347,95,209,58,195,56,205,73,119,44,74,38,77,41,139,70,310,89,22,27
0600000US3400517080,3400517080,"Delanco township, Burlington County, New Jersey",1426,119,1086,142,34,38,86,46,164,65,230,74,249,93,105,60,29,24,90,47,89,44,10,16,340,95,84,56,48,32,74,43,32,23,7,11,21,28,10,14,8,13,52,49,4,8
0600000US3400517440,3400517440,"Delran township, Burlington County, New Jersey",4539,370,3216,325,162,90,271,93,463,140,674,173,606,192,227,95,286,97,153,66,350,116,24,28,1323,213,299,88,323,125,192,88,174,72,78,53,28,26,68,49,23,26,110,69,28,35
