GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",13128,1328,33213,2232,54405,2844,90569,4271,196796,13015,336410,39629
0500000US34003,34003,"Bergen County, New Jersey",18516,1031,52241,2016,89737,3000,140837,3785,318057,12737,572007,32815
0500000US34005,34005,"Burlington County, New Jersey",18840,1362,46115,1949,74438,2444,112611,3116,227484,9534,380558,29798
0500000US34007,34007,"Camden County, New Jersey",12313,992,36872,1568,64717,2326,103415,3328,203958,10713,336795,32809
0500000US34009,34009,"Cape May County, New Jersey",14269,1920,35709,3175,57369,3785,89580,5459,201801,19601,362896,57776
0500000US34011,34011,"Cumberland County, New Jersey",10819,1702,30542,2883,52003,3857,81304,4842,147636,10846,219718,29306
0500000US34013,34013,"Essex County, New Jersey",9281,640,27426,1093,52620,1878,94703,3119,266461,10527,508498,30995
0500000US34015,34015,"Gloucester County, New Jersey",18024,1438,46255,2637,77456,3061,113143,4448,217133,17586,346403,63682
0500000US34017,34017,"Hudson County, New Jersey",10487,804,32542,1423,59990,2084,99633,3079,231163,11425,404485,34432
0500000US34019,34019,"Hunterdon County, New Jersey",22597,4078,64732,4323,102166,5893,158594,10166,307371,24285,482260,69440
0500000US34021,34021,"Mercer County, New Jersey",15078,1237,41741,1980,73462,3001,118744,3839,266471,13387,459735,42361
0500000US34023,34023,"Middlesex County, New Jersey",18160,1161,47347,1668,78612,2264,119581,2733,238828,7925,383332,20013
0500000US34025,34025,"Monmouth County, New Jersey",17262,1219,48562,2218,86811,2994,136005,3880,302395,14358,543007,47540
0500000US34027,34027,"Morris County, New Jersey",24574,1625,62479,2710,102284,3059,158776,4041,346579,17451,613688,56125
0500000US34029,34029,"Ocean County, New Jersey",16027,984,38525,1494,63765,1971,99543,2620,205393,10852,354825,36334
0500000US34031,34031,"Passaic County, New Jersey",9853,888,29950,1523,56869,2973,96832,3477,193955,7733,300507,21569
0500000US34033,34033,"Salem County, New Jersey",13988,3034,42184,3777,69438,5634,104542,6225,213677,64388,410486,251379
0500000US34035,34035,"Somerset County, New Jersey",23330,2284,61315,3351,98532,4021,153468,6305,327815,17984,555862,55481
0500000US34037,34037,"Sussex County, New Jersey",22597,2393,54989,3588,85516,4273,123725,5119,259070,28296,485769,94595
0500000US34039,34039,"Union County, New Jersey",16435,1093,41205,2045,71367,2998,113181,3864,272457,12725,505620,38570
0500000US34041,34041,"Warren County, New Jersey",18959,1905,42460,3727,70770,5142,107929,7579,209238,19476,332024,56910
0500000US42001,42001,"Adams County, Pennsylvania",18180,1962,38575,2908,60445,3173,86851,4731,158315,11787,237905,28793
0500000US42003,42003,"Allegheny County, Pennsylvania",11505,442,31008,837,54673,1200,87046,1557,200223,5614,367774,17725
0500000US42005,42005,"Armstrong County, Pennsylvania",11938,1488,27202,2258,44571,2940,67885,3693,127473,7412,189789,18544
0500000US42007,42007,"Beaver County, Pennsylvania",13455,981,30021,1717,50100,2784,78529,3938,150334,14945,249852,51935
0500000US42011,42011,"Berks County, Pennsylvania",13180,1044,33956,1777,56559,1971,85394,2600,179890,11845,314972,41487
0500000US42013,42013,"Blair County, Pennsylvania",10552,1416,26881,2233,45873,3207,70834,3503,140563,12519,239212,38501
0500000US42017,42017,"Bucks County, Pennsylvania",19912,1105,49195,1442,80750,2253,124653,3235,262426,12414,454598,36424
0500000US42019,42019,"Butler County, Pennsylvania",15794,1509,42105,2406,68932,2705,101138,3176,187057,10298,298441,29905
0500000US42021,42021,"Cambria County, Pennsylvania",10483,799,26094,1633,44054,2057,68865,2367,130508,10537,213117,36450
0500000US42025,42025,"Carbon County, Pennsylvania",14227,2793,33870,4289,57117,4344,79213,4833,141783,14299,216582,41467
0500000US42027,42027,"Centre County, Pennsylvania",10979,1866,33168,2702,56195,4476,89322,5547,175335,14527,296288,39239
0500000US42029,42029,"Chester County, Pennsylvania",23363,1320,54311,2084,90476,2488,138879,3692,293538,12876,496247,38160
0500000US42033,42033,"Clearfield County, Pennsylvania",10485,1127,25723,2309,44188,2934,66287,3672,124606,10126,199152,29663
0500000US42037,42037,"Columbia County, Pennsylvania",9583,1508,25020,2290,43616,3669,70276,3548,143919,13052,234340,41424
0500000US42039,42039,"Crawford County, Pennsylvania",11483,1382,27488,1917,46431,2638,70374,3631,131869,10977,209533,36983
0500000US42041,42041,"Cumberland County, Pennsylvania",18874,1618,40489,2051,63804,2951,95029,4007,187526,12059,307588,36378
0500000US42043,42043,"Dauphin County, Pennsylvania",13238,1254,34232,1630,54643,2028,80728,2583,158940,9217,263028,27754
0500000US42045,42045,"Delaware County, Pennsylvania",16050,1130,41141,1700,68524,2249,108090,3068,236803,9897,419699,30195
0500000US42049,42049,"Erie County, Pennsylvania",10760,1096,28569,1804,48310,2289,75438,2917,158302,10275,277930,35019
0500000US42051,42051,"Fayette County, Pennsylvania",8545,1169,22218,1633,40965,3015,69547,3571,148090,12644,247605,38739
0500000US42055,42055,"Franklin County, Pennsylvania",17282,1816,37197,2075,57567,3493,83466,3203,157698,11504,260149,39069
0500000US42063,42063,"Indiana County, Pennsylvania",10029,1561,26604,2446,46377,3887,72775,3487,143912,15145,242098,51094
0500000US42069,42069,"Lackawanna County, Pennsylvania",10956,1123,27135,1695,48336,2370,76744,3231,166047,8835,282356,25514
0500000US42071,42071,"Lancaster County, Pennsylvania",15475,1264,36954,1715,59378,1954,85864,2210,175179,7462,297152,23653
0500000US42073,42073,"Lawrence County, Pennsylvania",10508,1312,24713,2090,43766,2869,69290,3949,158241,18185,284910,57741
0500000US42075,42075,"Lebanon County, Pennsylvania",14223,1574,33797,2062,53078,2726,77940,3614,149737,11326,235914,21694
0500000US42077,42077,"Lehigh County, Pennsylvania",14687,1231,36051,1610,57194,2247,88472,3018,192894,12540,331125,41755
0500000US42079,42079,"Luzerne County, Pennsylvania",10567,877,28704,1445,49576,1860,75213,2198,148342,8321,243017,26923
0500000US42081,42081,"Lycoming County, Pennsylvania",11100,1667,28439,2323,50770,3871,75949,3948,144565,10071,226105,25433
0500000US42085,42085,"Mercer County, Pennsylvania",13666,1102,29193,1729,47108,2837,72024,3113,142222,14588,247722,48489
0500000US42089,42089,"Monroe County, Pennsylvania",14681,2060,36261,3322,57036,4203,86130,4883,151363,9399,211397,14080
0500000US42091,42091,"Montgomery County, Pennsylvania",19746,991,50510,1573,83297,1887,125770,2313,287814,11275,526227,35378
0500000US42095,42095,"Northampton County, Pennsylvania",16442,1060,39471,2142,62521,2223,93925,2919,182815,10278,298798,32277
0500000US42097,42097,"Northumberland County, Pennsylvania",11421,1470,27536,2151,44661,2752,66947,3352,140309,19458,250446,67872
0500000US42101,42101,"Philadelphia County, Pennsylvania",7368,427,22329,706,41322,1016,69102,1400,158708,4921,276581,15048
0500000US42107,42107,"Schuylkill County, Pennsylvania",11481,1202,28141,1677,46408,2636,72347,3786,143544,14578,241860,46168
0500000US42111,42111,"Somerset County, Pennsylvania",11066,1693,26322,1727,43649,2663,67491,3980,132032,13629,220438,50492
0500000US42125,42125,"Washington County, Pennsylvania",14767,1129,35471,1794,58453,2656,91970,2930,192197,12123,330541,37516
0500000US42129,42129,"Westmoreland County, Pennsylvania",13326,937,33061,1457,54067,1906,84130,2711,182369,12472,334628,41395
0500000US42133,42133,"York County, Pennsylvania",16151,1072,38119,1704,58992,1748,87236,2158,166199,10677,273605,38430
