GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",29686,1908,31905,1400,26421,1032
0500000US34003,34003,"Bergen County, New Jersey",45416,1442,53133,2727,36613,1070
0500000US34005,34005,"Burlington County, New Jersey",41229,829,48912,2663,34569,1929
0500000US34007,34007,"Camden County, New Jersey",35016,1617,40770,1305,28787,2434
0500000US34009,34009,"Cape May County, New Jersey",30181,2026,32323,4196,26792,3607
0500000US34011,34011,"Cumberland County, New Jersey",26606,1836,26875,2666,26111,3676
0500000US34013,34013,"Essex County, New Jersey",34405,1497,37287,1780,31199,1013
0500000US34015,34015,"Gloucester County, New Jersey",41793,1282,51989,2078,32683,2743
0500000US34017,34017,"Hudson County, New Jersey",37016,1181,41274,1404,32178,2017
0500000US34019,34019,"Hunterdon County, New Jersey",48148,3714,61631,5947,37429,4926
0500000US34021,34021,"Mercer County, New Jersey",35832,1484,41355,2002,31024,1350
0500000US34023,34023,"Middlesex County, New Jersey",41047,779,50928,984,32864,1478
0500000US34025,34025,"Monmouth County, New Jersey",41474,959,53889,3532,31041,1152
0500000US34027,34027,"Morris County, New Jersey",47906,2251,58659,3742,38216,2622
0500000US34029,34029,"Ocean County, New Jersey",34400,2283,45485,2796,27219,2133
0500000US34031,34031,"Passaic County, New Jersey",32391,1116,37900,3161,27154,1561
0500000US34033,34033,"Salem County, New Jersey",36179,4163,45710,5865,26602,3459
0500000US34035,34035,"Somerset County, New Jersey",49894,3440,61040,1643,40890,1864
0500000US34037,34037,"Sussex County, New Jersey",40250,1998,50562,2412,29756,2131
0500000US34039,34039,"Union County, New Jersey",33414,1763,39803,2480,28778,2339
0500000US34041,34041,"Warren County, New Jersey",36941,2702,47565,3160,28868,3369
0500000US42001,42001,"Adams County, Pennsylvania",27569,1564,36036,1697,21321,1083
0500000US42003,42003,"Allegheny County, Pennsylvania",31924,369,38766,1382,27302,837
0500000US42005,42005,"Armstrong County, Pennsylvania",27016,1542,36296,2300,20647,1676
0500000US42007,42007,"Beaver County, Pennsylvania",30751,845,39742,2514,24674,1981
0500000US42011,42011,"Berks County, Pennsylvania",29153,1136,36784,1544,22590,1386
0500000US42013,42013,"Blair County, Pennsylvania",25824,1451,31200,1681,21545,1083
0500000US42017,42017,"Bucks County, Pennsylvania",40357,579,46952,1285,32208,941
0500000US42019,42019,"Butler County, Pennsylvania",31848,916,41527,1446,22845,1859
0500000US42021,42021,"Cambria County, Pennsylvania",26748,1124,31988,1488,22387,1576
0500000US42025,42025,"Carbon County, Pennsylvania",28577,2539,36294,1466,21608,1988
0500000US42027,42027,"Centre County, Pennsylvania",21953,802,24226,2644,20364,1595
0500000US42029,42029,"Chester County, Pennsylvania",40874,821,50113,1283,31957,1188
0500000US42033,42033,"Clearfield County, Pennsylvania",23931,2609,30858,1721,19017,2615
0500000US42037,42037,"Columbia County, Pennsylvania",29453,4035,34950,4220,21742,1947
0500000US42039,42039,"Crawford County, Pennsylvania",22601,1622,31142,2172,17669,2014
0500000US42041,42041,"Cumberland County, Pennsylvania",30742,1075,37375,1799,22115,1396
0500000US42043,42043,"Dauphin County, Pennsylvania",31345,1115,35835,1588,27684,1597
0500000US42045,42045,"Delaware County, Pennsylvania",35276,1073,41316,1070,29705,1470
0500000US42049,42049,"Erie County, Pennsylvania",26277,684,32340,1643,21655,847
0500000US42051,42051,"Fayette County, Pennsylvania",26568,1106,32328,2471,20537,1648
0500000US42055,42055,"Franklin County, Pennsylvania",30139,2115,35919,1464,22762,2081
0500000US42063,42063,"Indiana County, Pennsylvania",21810,1481,31245,2735,16406,2131
0500000US42069,42069,"Lackawanna County, Pennsylvania",26734,1403,32519,3906,22901,1500
0500000US42071,42071,"Lancaster County, Pennsylvania",29958,853,37313,1656,22323,1095
0500000US42073,42073,"Lawrence County, Pennsylvania",28777,2117,35926,2209,21866,2428
0500000US42075,42075,"Lebanon County, Pennsylvania",29558,2144,37786,3237,22689,1591
0500000US42077,42077,"Lehigh County, Pennsylvania",30202,851,36525,2009,24648,1877
0500000US42079,42079,"Luzerne County, Pennsylvania",27374,923,33174,1939,22716,1004
0500000US42081,42081,"Lycoming County, Pennsylvania",28175,1642,34816,2696,20978,1144
0500000US42085,42085,"Mercer County, Pennsylvania",23531,1814,28881,2707,20384,1299
0500000US42089,42089,"Monroe County, Pennsylvania",27207,2011,34273,3883,21159,1370
0500000US42091,42091,"Montgomery County, Pennsylvania",41202,703,50214,1075,34275,1779
0500000US42095,42095,"Northampton County, Pennsylvania",30937,829,36739,2128,25681,1140
0500000US42097,42097,"Northumberland County, Pennsylvania",27307,1565,32222,1864,21671,1111
0500000US42101,42101,"Philadelphia County, Pennsylvania",27549,974,30783,758,25530,965
0500000US42107,42107,"Schuylkill County, Pennsylvania",28458,1648,35666,1098,21469,1233
0500000US42111,42111,"Somerset County, Pennsylvania",26673,1085,35045,3814,20685,1556
0500000US42125,42125,"Washington County, Pennsylvania",31671,1044,40639,1512,24755,1745
0500000US42129,42129,"Westmoreland County, Pennsylvania",29545,1284,39203,2391,22484,1126
0500000US42133,42133,"York County, Pennsylvania",32086,887,39120,2509,26155,978
