GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",11827,1379,31804,2533,60757,4450,99893,4364,201444,15679,339113,52993
0500000US34003,34003,"Bergen County, New Jersey",19599,1189,56196,2500,94326,3231,145941,4099,331812,15074,597502,42248
0500000US34005,34005,"Burlington County, New Jersey",22105,1699,54629,2485,87118,2991,126836,3961,253914,12653,425888,39595
0500000US34007,34007,"Camden County, New Jersey",12986,1199,37091,1882,66130,2184,104903,3079,221538,11530,371036,38157
0500000US34009,34009,"Cape May County, New Jersey",15171,2342,42635,3775,67589,3396,100354,4837,216619,20537,382521,60475
0500000US34011,34011,"Cumberland County, New Jersey",10902,1855,29786,2883,52842,4033,86004,5879,173595,15696,299318,48110
0500000US34013,34013,"Essex County, New Jersey",10489,819,32856,1602,61215,2356,108953,3529,294683,12890,548235,37434
0500000US34015,34015,"Gloucester County, New Jersey",20939,1896,51732,3124,86185,3666,122938,4919,228024,15723,357446,46762
0500000US34017,34017,"Hudson County, New Jersey",12722,902,37094,1618,67571,2670,114349,3954,262244,9770,452063,28854
0500000US34019,34019,"Hunterdon County, New Jersey",26774,4889,72666,5554,113959,6261,169393,8426,339025,29218,558121,85517
0500000US34021,34021,"Mercer County, New Jersey",14768,1626,44673,2667,78824,3367,129100,3441,315996,26432,571299,96138
0500000US34023,34023,"Middlesex County, New Jersey",19492,1273,52618,1814,85661,2218,129515,2926,253719,8040,398996,21158
0500000US34025,34025,"Monmouth County, New Jersey",21035,1214,57977,2131,98513,2935,154525,4111,332334,13309,583516,36401
0500000US34027,34027,"Morris County, New Jersey",27355,2051,70876,3451,115065,4430,170717,5922,371256,20103,645597,57664
0500000US34029,34029,"Ocean County, New Jersey",15845,1154,41898,1746,71349,2518,107200,3276,222154,11948,378403,35126
0500000US34031,34031,"Passaic County, New Jersey",12702,1043,36461,2171,64709,2823,101885,3646,211278,10549,342856,27811
0500000US34033,34033,"Salem County, New Jersey",11841,2175,32403,4782,60834,6791,98352,8084,182528,12576,264443,22361
0500000US34035,34035,"Somerset County, New Jersey",26191,2479,66486,3895,112204,5006,169579,7641,375537,24557,675978,75950
0500000US34037,34037,"Sussex County, New Jersey",23534,3180,56156,4126,88993,4525,129114,6404,229363,16537,343793,39867
0500000US34039,34039,"Union County, New Jersey",18000,1327,44773,2293,77142,2705,122906,3608,296488,15887,551330,46031
0500000US34041,34041,"Warren County, New Jersey",18769,3403,50112,4758,80889,4409,116754,5703,209596,12070,303794,27706
0500000US42001,42001,"Adams County, Pennsylvania",16543,1727,38541,2850,63661,3836,94661,4737,166636,12199,256313,34066
0500000US42003,42003,"Allegheny County, Pennsylvania",12823,558,33966,798,58820,1318,93226,1850,216925,7837,395748,24660
0500000US42005,42005,"Armstrong County, Pennsylvania",11314,1323,26776,2278,46364,4180,74115,4961,135680,10564,207350,29794
0500000US42007,42007,"Beaver County, Pennsylvania",12223,1284,32390,2324,55618,2398,86150,3039,158043,11156,254115,39006
0500000US42011,42011,"Berks County, Pennsylvania",15020,1072,37847,1427,61095,1679,92087,2664,188718,10657,328436,33941
0500000US42013,42013,"Blair County, Pennsylvania",9742,1658,28063,2424,46263,2909,70224,4303,144814,13741,246018,38431
0500000US42017,42017,"Bucks County, Pennsylvania",19822,1355,51508,1975,85242,2198,132129,3469,274229,9997,458107,33850
0500000US42019,42019,"Butler County, Pennsylvania",15992,1571,43009,2466,69280,3056,105687,4814,213683,13699,358033,44879
0500000US42021,42021,"Cambria County, Pennsylvania",12390,909,27731,1807,46641,2396,71961,2707,135043,6888,206636,20172
0500000US42025,42025,"Carbon County, Pennsylvania",10973,2424,31850,4089,50094,4434,75755,6035,135310,10219,185533,20196
0500000US42027,42027,"Centre County, Pennsylvania",10657,1846,32387,2511,56622,3113,90090,4579,189201,18260,322239,49886
0500000US42029,42029,"Chester County, Pennsylvania",22640,1474,59766,2673,97314,2919,144689,3760,315601,14613,567035,43174
0500000US42033,42033,"Clearfield County, Pennsylvania",10189,2040,27532,2571,47995,3031,69870,3680,142975,25143,254644,87456
0500000US42037,42037,"Columbia County, Pennsylvania",10370,2615,31183,2708,52001,4085,75334,4566,158169,16548,265457,46993
0500000US42039,42039,"Crawford County, Pennsylvania",12425,1743,29868,2800,50511,2960,74493,2987,153314,14950,278263,45470
0500000US42041,42041,"Cumberland County, Pennsylvania",18623,1317,43130,2252,69196,2564,101358,3715,204457,15165,354666,53002
0500000US42043,42043,"Dauphin County, Pennsylvania",13987,1443,39537,2028,62353,2260,91979,3211,183245,12592,311551,39327
0500000US42045,42045,"Delaware County, Pennsylvania",15578,1039,43257,1582,74132,2050,117183,3334,274022,13513,509158,45651
0500000US42049,42049,"Erie County, Pennsylvania",11424,999,29006,1748,51036,2459,79491,2505,168096,12109,297829,42952
0500000US42051,42051,"Fayette County, Pennsylvania",10860,1119,25673,1852,44530,3842,72221,3654,152231,26307,286589,99840
0500000US42055,42055,"Franklin County, Pennsylvania",16432,2020,39046,3078,61001,3770,88052,3898,158663,12200,245444,33617
0500000US42063,42063,"Indiana County, Pennsylvania",12358,1490,27345,2636,45969,3382,72460,3974,158073,28578,290793,101466
0500000US42069,42069,"Lackawanna County, Pennsylvania",11212,1036,28327,1742,49590,3150,80101,3583,172163,17564,311456,63172
0500000US42071,42071,"Lancaster County, Pennsylvania",17577,991,40666,1468,63973,1812,93734,2637,180258,9928,298241,31258
0500000US42073,42073,"Lawrence County, Pennsylvania",11742,1415,28194,2548,49766,4105,77049,4622,155490,12041,248451,30079
0500000US42075,42075,"Lebanon County, Pennsylvania",14636,2169,37437,2488,58445,3130,85342,4202,160668,11650,248029,31689
0500000US42077,42077,"Lehigh County, Pennsylvania",13978,1207,37290,2108,60895,2420,91972,3037,201235,10329,342088,29442
0500000US42079,42079,"Luzerne County, Pennsylvania",12417,890,31242,1364,51809,2007,80186,2344,161879,8966,270540,28879
0500000US42081,42081,"Lycoming County, Pennsylvania",13611,2012,32280,2773,50488,3372,78850,4766,159422,15729,278944,54980
0500000US42085,42085,"Mercer County, Pennsylvania",13583,1496,30087,2119,47308,3169,73780,3861,149166,12666,246237,33911
0500000US42089,42089,"Monroe County, Pennsylvania",18805,2357,40812,2863,62758,4412,93323,5932,183133,17420,297805,42319
0500000US42091,42091,"Montgomery County, Pennsylvania",21272,1069,54413,1348,88443,2008,137152,3127,312190,13481,570090,38675
0500000US42095,42095,"Northampton County, Pennsylvania",16172,1374,39329,2124,66313,2942,102544,4324,221742,18137,393437,58694
0500000US42097,42097,"Northumberland County, Pennsylvania",10407,1514,26078,2467,46025,3514,71643,3459,136409,12414,226892,42110
0500000US42101,42101,"Philadelphia County, Pennsylvania",3172,391,18477,940,39816,1262,70834,1830,174992,5552,319385,16895
0500000US42107,42107,"Schuylkill County, Pennsylvania",13671,1325,29646,1844,49056,2307,73929,3082,141687,10743,230812,35251
0500000US42111,42111,"Somerset County, Pennsylvania",12874,1204,30105,2147,48432,2843,72142,3328,127947,9231,201666,30985
0500000US42125,42125,"Washington County, Pennsylvania",15005,1120,35881,1964,60839,3360,97547,4165,213082,16044,388524,52070
0500000US42129,42129,"Westmoreland County, Pennsylvania",13597,1043,36122,1562,60364,1972,91347,2887,185095,9838,313135,30167
0500000US42133,42133,"York County, Pennsylvania",17233,1227,41037,1638,64279,2039,93757,2214,181503,12052,308363,40866
