GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",29674,1768,32154,2469,27071,1198
0500000US34003,34003,"Bergen County, New Jersey",44663,2024,51827,871,36246,1243
0500000US34005,34005,"Burlington County, New Jersey",41402,677,49135,2766,35849,1580
0500000US34007,34007,"Camden County, New Jersey",35463,1222,40976,1290,30451,1238
0500000US34009,34009,"Cape May County, New Jersey",27745,2688,35378,6187,24019,2243
0500000US34011,34011,"Cumberland County, New Jersey",21690,1190,21186,2515,21966,1162
0500000US34013,34013,"Essex County, New Jersey",33340,1662,38570,2265,29947,1611
0500000US34015,34015,"Gloucester County, New Jersey",39908,2057,47349,2084,30739,2340
0500000US34017,34017,"Hudson County, New Jersey",36289,998,41429,1083,29555,1901
0500000US34019,34019,"Hunterdon County, New Jersey",51269,1918,60840,4997,42634,5880
0500000US34021,34021,"Mercer County, New Jersey",36025,1693,41018,1627,31388,1585
0500000US34023,34023,"Middlesex County, New Jersey",41755,750,51034,903,33096,1782
0500000US34025,34025,"Monmouth County, New Jersey",45960,1439,57232,3833,35533,2118
0500000US34027,34027,"Morris County, New Jersey",49426,2073,61641,1114,37481,2598
0500000US34029,34029,"Ocean County, New Jersey",35358,1699,42079,1757,28019,2077
0500000US34031,34031,"Passaic County, New Jersey",34804,2384,40783,859,29085,3238
0500000US34033,34033,"Salem County, New Jersey",35627,2828,45933,4468,29596,3200
0500000US34035,34035,"Somerset County, New Jersey",50682,1293,60608,2320,41369,3075
0500000US34037,34037,"Sussex County, New Jersey",41052,1268,53725,2897,30172,1976
0500000US34039,34039,"Union County, New Jersey",35684,873,39410,2355,30852,1352
0500000US34041,34041,"Warren County, New Jersey",39400,2876,47460,5231,31567,1358
0500000US42001,42001,"Adams County, Pennsylvania",29888,1597,38807,3739,24128,2570
0500000US42003,42003,"Allegheny County, Pennsylvania",32522,1106,40043,1256,28083,1197
0500000US42005,42005,"Armstrong County, Pennsylvania",30788,1231,36683,1998,23980,3832
0500000US42007,42007,"Beaver County, Pennsylvania",31566,1003,40102,2320,25890,1351
0500000US42011,42011,"Berks County, Pennsylvania",31148,682,36999,1222,25512,1012
0500000US42013,42013,"Blair County, Pennsylvania",25360,1841,30769,3259,22191,1660
0500000US42017,42017,"Bucks County, Pennsylvania",40905,761,48395,3296,33099,1671
0500000US42019,42019,"Butler County, Pennsylvania",34960,3080,43233,3448,27305,1707
0500000US42021,42021,"Cambria County, Pennsylvania",27098,1575,35562,2210,21626,1343
0500000US42025,42025,"Carbon County, Pennsylvania",29708,3071,35233,4011,23058,4148
0500000US42027,42027,"Centre County, Pennsylvania",22894,2106,26089,2547,21470,1066
0500000US42029,42029,"Chester County, Pennsylvania",42235,1098,51308,1076,34764,2674
0500000US42033,42033,"Clearfield County, Pennsylvania",23470,1920,28849,5160,20400,1481
0500000US42037,42037,"Columbia County, Pennsylvania",29460,2715,37067,4065,21602,3797
0500000US42039,42039,"Crawford County, Pennsylvania",26461,1237,32094,2155,21840,1638
0500000US42041,42041,"Cumberland County, Pennsylvania",32264,1400,38918,2762,27035,2920
0500000US42043,42043,"Dauphin County, Pennsylvania",31907,736,37031,1937,28368,2627
0500000US42045,42045,"Delaware County, Pennsylvania",35605,822,41843,994,30279,1004
0500000US42049,42049,"Erie County, Pennsylvania",26514,1004,32008,1808,21345,877
0500000US42051,42051,"Fayette County, Pennsylvania",27335,1560,33970,4319,23506,2762
0500000US42055,42055,"Franklin County, Pennsylvania",30109,1716,36386,1454,21823,1613
0500000US42063,42063,"Indiana County, Pennsylvania",21731,1007,26871,2832,17251,2139
0500000US42069,42069,"Lackawanna County, Pennsylvania",28808,2278,32776,2905,22856,2358
0500000US42071,42071,"Lancaster County, Pennsylvania",31352,641,40338,971,24901,1542
0500000US42073,42073,"Lawrence County, Pennsylvania",28445,2301,36365,2802,21036,1333
0500000US42075,42075,"Lebanon County, Pennsylvania",31025,1042,37158,3186,26158,2240
0500000US42077,42077,"Lehigh County, Pennsylvania",30797,871,39365,2372,25710,1091
0500000US42079,42079,"Luzerne County, Pennsylvania",29097,1678,34229,2533,25188,1028
0500000US42081,42081,"Lycoming County, Pennsylvania",28764,2202,34668,3578,21645,1282
0500000US42085,42085,"Mercer County, Pennsylvania",25011,1797,30088,3450,21004,1762
0500000US42089,42089,"Monroe County, Pennsylvania",30609,2026,36645,2377,21209,1883
0500000US42091,42091,"Montgomery County, Pennsylvania",41455,551,49601,1709,35201,1459
0500000US42095,42095,"Northampton County, Pennsylvania",32435,1527,40241,1591,27305,1449
0500000US42097,42097,"Northumberland County, Pennsylvania",26978,1383,31926,1764,22427,2212
0500000US42101,42101,"Philadelphia County, Pennsylvania",29891,1085,31264,551,27169,681
0500000US42107,42107,"Schuylkill County, Pennsylvania",29876,1924,35704,2732,24927,1816
0500000US42111,42111,"Somerset County, Pennsylvania",26138,1520,35052,3596,18681,2765
0500000US42125,42125,"Washington County, Pennsylvania",32217,995,41082,1326,25786,1637
0500000US42129,42129,"Westmoreland County, Pennsylvania",31752,681,42186,2009,24491,1144
0500000US42133,42133,"York County, Pennsylvania",32407,1352,40353,1363,27222,1334
