SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,34,5,New Jersey,Burlington County,1,0,423394,209402,213992,166405,171814,33793,32098,501,474,5416,6270,96,66,3191,3270,169018,174471,35669,34124,1408,1432,6581,7368,249,215,199589,206173,158745,165784,32244,30816,382,383,5334,6193,58,55,2826,2942,161042,168156,33826,32603,1199,1235,6434,7212,206,194,9813,7819,7660,6030,1549,1282,119,91,82,77,38,11,365,328,7976,6315,1843,1521,209,197,147,156,43,21
50,34,5,New Jersey,Burlington County,1,1,27172,13850,13322,10427,10044,2398,2249,28,41,439,458,6,4,552,526,10907,10515,2768,2621,101,115,656,619,27,25,13056,12570,9861,9535,2235,2086,18,31,434,448,5,1,503,469,10303,9954,2563,2426,82,91,641,588,26,22,794,752,566,509,163,163,10,10,5,10,1,3,49,57,604,561,205,195,19,24,15,31,1,3
50,34,5,New Jersey,Burlington County,1,2,30391,15456,14935,11957,11375,2683,2658,32,33,384,394,7,4,393,471,12305,11791,2946,2971,113,114,516,558,12,20,14699,14188,11374,10862,2563,2500,25,25,376,386,3,3,358,412,11690,11224,2801,2765,92,93,502,539,8,17,757,747,583,513,120,158,7,8,8,8,4,1,35,59,615,567,145,206,21,21,14,19,4,3
50,34,5,New Jersey,Burlington County,1,3,31219,16135,15084,12302,11584,2911,2732,39,29,448,395,7,7,428,337,12659,11873,3182,2960,141,99,610,509,22,17,15378,14373,11739,11024,2783,2613,32,22,441,393,6,6,377,315,12056,11293,3018,2824,119,80,586,504,19,15,757,711,563,560,128,119,7,7,7,2,1,1,51,22,603,580,164,136,22,19,24,5,3,2
50,34,5,New Jersey,Burlington County,1,4,26859,14032,12827,10623,9750,2704,2344,36,42,361,377,4,2,304,312,10893,10016,2888,2550,120,120,452,467,14,17,13228,12127,10043,9222,2537,2225,23,35,354,365,1,2,270,278,10279,9456,2695,2404,100,103,442,449,11,16,804,700,580,528,167,119,13,7,7,12,3,0,34,34,614,560,193,146,20,17,10,18,3,1
50,34,5,New Jersey,Burlington County,1,5,22436,12668,9768,8612,7423,3347,1772,67,28,330,310,18,7,294,228,8827,7600,3546,1916,140,87,423,393,49,17,11429,9131,7788,6941,3060,1652,35,20,318,306,7,6,221,206,7938,7104,3194,1781,95,70,405,383,36,14,1239,637,824,482,287,120,32,8,12,4,11,1,73,22,889,496,352,135,45,17,18,10,13,3
50,34,5,New Jersey,Burlington County,1,6,26135,13725,12410,10144,9575,2853,2039,46,34,453,535,10,10,219,217,10312,9748,2965,2157,116,100,546,623,23,26,12735,11760,9400,9091,2675,1917,30,23,443,526,5,9,182,194,9535,9247,2756,2018,94,80,529,609,18,25,990,650,744,484,178,122,16,11,10,9,5,1,37,23,777,501,209,139,22,20,17,14,5,1
50,34,5,New Jersey,Burlington County,1,7,31542,15787,15755,12394,12434,2623,2473,32,38,539,596,10,4,189,210,12544,12599,2721,2590,97,91,609,687,18,15,14795,15060,11572,11908,2487,2349,29,28,532,590,6,3,169,182,11705,12050,2568,2444,91,75,598,674,14,12,992,695,822,526,136,124,3,10,7,6,4,1,20,28,839,549,153,146,6,16,11,13,4,3
50,34,5,New Jersey,Burlington County,1,8,38345,19171,19174,15392,15474,2979,2881,46,32,532,550,10,6,212,231,15557,15649,3075,3014,111,121,636,636,20,15,18213,18463,14593,14891,2862,2788,34,25,523,545,5,4,196,210,14743,15047,2945,2908,96,108,624,625,15,12,958,711,799,583,117,93,12,7,9,5,5,2,16,21,814,602,130,106,15,13,12,11,5,3
50,34,5,New Jersey,Burlington County,1,9,37472,18772,18700,15423,15173,2636,2716,37,47,490,541,10,3,176,220,15556,15330,2718,2840,82,146,576,618,27,11,18003,18136,14766,14707,2557,2644,30,41,483,539,8,3,159,202,14884,14848,2626,2752,71,130,567,612,24,11,769,564,657,466,79,72,7,6,7,2,2,0,17,18,672,482,92,88,11,16,9,6,3,0
50,34,5,New Jersey,Burlington County,1,10,31331,15324,16007,12777,12990,2000,2335,35,30,386,502,6,7,120,143,12872,13088,2051,2406,99,106,430,547,12,15,14751,15540,12278,12617,1944,2264,30,25,386,497,5,7,108,130,12363,12705,1985,2328,88,94,427,539,11,15,573,467,499,373,56,71,5,5,0,5,1,0,12,13,509,383,66,78,11,12,3,8,1,0
50,34,5,New Jersey,Burlington County,1,11,28729,13945,14784,11732,12123,1774,2056,34,40,314,445,4,4,87,116,11796,12207,1816,2121,91,113,333,470,9,9,13524,14419,11384,11813,1720,2020,31,37,308,442,3,4,78,103,11440,11884,1756,2073,84,106,324,465,8,9,421,365,348,310,54,36,3,3,6,3,1,0,9,13,356,323,60,48,7,7,9,5,1,0
50,34,5,New Jersey,Burlington County,1,12,21755,10565,11190,8902,9173,1326,1600,16,25,243,323,1,2,77,67,8960,9212,1368,1640,70,66,257,341,3,9,10309,10966,8677,8982,1305,1578,16,21,243,318,1,2,67,65,8727,9019,1339,1618,65,61,256,335,3,9,256,224,225,191,21,22,0,4,0,5,0,0,10,2,233,193,29,22,5,5,1,6,0,0
50,34,5,New Jersey,Burlington County,1,13,16790,8012,8778,6579,7128,1146,1319,21,15,219,262,2,0,45,54,6614,7168,1166,1353,44,43,232,278,5,2,7825,8594,6412,6974,1130,1297,19,12,217,259,2,0,45,52,6447,7012,1150,1329,42,39,230,275,5,2,187,184,167,154,16,22,2,3,2,3,0,0,0,2,167,156,16,24,2,4,2,3,0,0
50,34,5,New Jersey,Burlington County,1,14,14951,6893,8058,5730,6720,1006,1048,10,10,117,239,1,2,29,39,5749,6749,1023,1067,25,31,125,248,3,5,6762,7908,5612,6587,994,1035,10,10,116,238,1,2,29,36,5631,6613,1011,1052,25,30,124,247,3,5,131,150,118,133,12,13,0,0,1,1,0,0,0,3,118,136,12,15,0,1,1,1,0,0
50,34,5,New Jersey,Burlington County,1,15,14086,6123,7963,5259,6984,737,737,8,11,87,188,0,1,32,42,5286,7014,751,757,26,36,96,198,3,5,6026,7855,5173,6890,730,727,6,10,86,187,0,1,31,40,5199,6919,743,745,24,34,95,197,3,5,97,108,86,94,7,10,2,1,1,1,0,0,1,2,87,95,8,12,2,2,1,1,0,0
50,34,5,New Jersey,Burlington County,1,16,11560,4725,6835,4261,6199,396,521,9,6,38,85,0,1,21,23,4280,6218,404,529,18,15,47,97,1,1,4672,6758,4215,6137,389,512,9,5,38,84,0,1,21,19,4234,6153,397,516,18,13,47,94,1,1,53,77,46,62,7,9,0,1,0,1,0,0,0,4,46,65,7,13,0,2,0,3,0,0
50,34,5,New Jersey,Burlington County,1,17,7130,2637,4493,2448,4080,152,338,3,8,25,46,0,1,9,20,2454,4097,157,348,10,16,25,51,1,3,2616,4450,2429,4048,151,331,3,8,25,46,0,1,8,16,2435,4061,155,339,9,15,25,50,1,3,21,43,19,32,1,7,0,0,0,0,0,0,1,4,19,36,2,9,1,1,0,1,0,0
50,34,5,New Jersey,Burlington County,1,18,5491,1582,3909,1443,3585,122,280,2,5,11,24,0,1,4,14,1447,3597,124,284,4,13,12,28,0,3,1568,3875,1429,3555,122,278,2,5,11,24,0,0,4,13,1433,3567,124,281,4,13,12,27,0,1,14,34,14,30,0,2,0,0,0,0,0,1,0,1,14,30,0,3,0,0,0,1,0,2
50,34,5,New Jersey,Burlington County,2,0,423329,209385,213944,166389,171762,33792,32102,502,475,5415,6269,96,66,3191,3270,169002,174419,35668,34128,1409,1433,6580,7367,249,215,199567,206120,158724,165727,32243,30820,383,384,5333,6192,58,55,2826,2942,161021,168099,33825,32607,1200,1236,6433,7211,206,194,9818,7824,7665,6035,1549,1282,119,91,82,77,38,11,365,328,7981,6320,1843,1521,209,197,147,156,43,21
50,34,5,New Jersey,Burlington County,2,1,27175,13849,13326,10426,10047,2398,2250,28,41,439,458,6,4,552,526,10906,10518,2768,2622,101,115,656,619,27,25,13055,12574,9860,9538,2235,2087,18,31,434,448,5,1,503,469,10302,9957,2563,2427,82,91,641,588,26,22,794,752,566,509,163,163,10,10,5,10,1,3,49,57,604,561,205,195,19,24,15,31,1,3
50,34,5,New Jersey,Burlington County,2,2,30390,15457,14933,11959,11374,2683,2658,32,33,383,393,7,4,393,471,12307,11790,2946,2971,113,114,515,557,12,20,14699,14185,11375,10860,2563,2500,25,25,375,385,3,3,358,412,11691,11222,2801,2765,92,93,501,538,8,17,758,748,584,514,120,158,7,8,8,8,4,1,35,59,616,568,145,206,21,21,14,19,4,3
50,34,5,New Jersey,Burlington County,2,3,31221,16136,15085,12303,11585,2911,2732,39,29,448,395,7,7,428,337,12660,11874,3182,2960,141,99,610,509,22,17,15377,14372,11738,11023,2783,2613,32,22,441,393,6,6,377,315,12055,11292,3018,2824,119,80,586,504,19,15,759,713,565,562,128,119,7,7,7,2,1,1,51,22,605,582,164,136,22,19,24,5,3,2
50,34,5,New Jersey,Burlington County,2,4,26862,14033,12829,10623,9752,2705,2344,36,42,361,377,4,2,304,312,10893,10018,2889,2550,120,120,452,467,14,17,13228,12129,10042,9224,2538,2225,23,35,354,365,1,2,270,278,10278,9458,2696,2404,100,103,442,449,11,16,805,700,581,528,167,119,13,7,7,12,3,0,34,34,615,560,193,146,20,17,10,18,3,1
50,34,5,New Jersey,Burlington County,2,5,22432,12667,9765,8611,7420,3347,1772,67,28,330,310,18,7,294,228,8826,7597,3546,1916,140,87,423,393,49,17,11428,9128,7787,6938,3060,1652,35,20,318,306,7,6,221,206,7937,7101,3194,1781,95,70,405,383,36,14,1239,637,824,482,287,120,32,8,12,4,11,1,73,22,889,496,352,135,45,17,18,10,13,3
50,34,5,New Jersey,Burlington County,2,6,26139,13725,12414,10143,9578,2853,2040,47,34,453,535,10,10,219,217,10311,9751,2965,2158,117,100,546,623,23,26,12735,11763,9399,9093,2675,1918,31,23,443,526,5,9,182,194,9534,9249,2756,2019,95,80,529,609,18,25,990,651,744,485,178,122,16,11,10,9,5,1,37,23,777,502,209,139,22,20,17,14,5,1
50,34,5,New Jersey,Burlington County,2,7,31547,15789,15758,12396,12437,2623,2473,32,38,539,596,10,4,189,210,12546,12602,2721,2590,97,91,609,687,18,15,14797,15063,11574,11911,2487,2349,29,28,532,590,6,3,169,182,11707,12053,2568,2444,91,75,598,674,14,12,992,695,822,526,136,124,3,10,7,6,4,1,20,28,839,549,153,146,6,16,11,13,4,3
50,34,5,New Jersey,Burlington County,2,8,38349,19174,19175,15395,15475,2979,2881,46,32,532,550,10,6,212,231,15560,15650,3075,3014,111,121,636,636,20,15,18215,18464,14595,14892,2862,2788,34,25,523,545,5,4,196,210,14745,15048,2945,2908,96,108,624,625,15,12,959,711,800,583,117,93,12,7,9,5,5,2,16,21,815,602,130,106,15,13,12,11,5,3
50,34,5,New Jersey,Burlington County,2,9,37465,18769,18696,15420,15168,2636,2717,37,47,490,541,10,3,176,220,15553,15325,2718,2841,82,146,576,618,27,11,18000,18132,14763,14702,2557,2645,30,41,483,539,8,3,159,202,14881,14843,2626,2753,71,130,567,612,24,11,769,564,657,466,79,72,7,6,7,2,2,0,17,18,672,482,92,88,11,16,9,6,3,0
50,34,5,New Jersey,Burlington County,2,10,31331,15323,16008,12776,12991,2000,2335,35,30,386,502,6,7,120,143,12871,13089,2051,2406,99,106,430,547,12,15,14750,15540,12277,12617,1944,2264,30,25,386,497,5,7,108,130,12362,12705,1985,2328,88,94,427,539,11,15,573,468,499,374,56,71,5,5,0,5,1,0,12,13,509,384,66,78,11,12,3,8,1,0
50,34,5,New Jersey,Burlington County,2,11,28732,13946,14786,11733,12124,1774,2056,34,41,314,445,4,4,87,116,11797,12208,1816,2121,91,114,333,470,9,9,13525,14421,11385,11814,1720,2020,31,38,308,442,3,4,78,103,11441,11885,1756,2073,84,107,324,465,8,9,421,365,348,310,54,36,3,3,6,3,1,0,9,13,356,323,60,48,7,7,9,5,1,0
50,34,5,New Jersey,Burlington County,2,12,21755,10565,11190,8902,9173,1326,1600,16,25,243,323,1,2,77,67,8960,9212,1368,1640,70,66,257,341,3,9,10309,10966,8677,8982,1305,1578,16,21,243,318,1,2,67,65,8727,9019,1339,1618,65,61,256,335,3,9,256,224,225,191,21,22,0,4,0,5,0,0,10,2,233,193,29,22,5,5,1,6,0,0
50,34,5,New Jersey,Burlington County,2,13,16794,8015,8779,6582,7129,1146,1319,21,15,219,262,2,0,45,54,6617,7169,1166,1353,44,43,232,278,5,2,7828,8595,6415,6975,1130,1297,19,12,217,259,2,0,45,52,6450,7013,1150,1329,42,39,230,275,5,2,187,184,167,154,16,22,2,3,2,3,0,0,0,2,167,156,16,24,2,4,2,3,0,0
50,34,5,New Jersey,Burlington County,2,14,14955,6895,8060,5731,6721,1007,1049,10,10,117,239,1,2,29,39,5750,6750,1024,1068,25,31,125,248,3,5,6764,7910,5613,6588,995,1036,10,10,116,238,1,2,29,36,5632,6614,1012,1053,25,30,124,247,3,5,131,150,118,133,12,13,0,0,1,1,0,0,0,3,118,136,12,15,0,1,1,1,0,0
50,34,5,New Jersey,Burlington County,2,15,14079,6118,7961,5256,6982,735,737,8,11,87,188,0,1,32,42,5283,7012,749,757,26,36,96,198,3,5,6021,7853,5170,6888,728,727,6,10,86,187,0,1,31,40,5196,6917,741,745,24,34,95,197,3,5,97,108,86,94,7,10,2,1,1,1,0,0,1,2,87,95,8,12,2,2,1,1,0,0
50,34,5,New Jersey,Burlington County,2,16,11551,4722,6829,4258,6193,396,521,9,6,38,85,0,1,21,23,4277,6212,404,529,18,15,47,97,1,1,4669,6752,4212,6131,389,512,9,5,38,84,0,1,21,19,4231,6147,397,516,18,13,47,94,1,1,53,77,46,62,7,9,0,1,0,1,0,0,0,4,46,65,7,13,0,2,0,3,0,0
50,34,5,New Jersey,Burlington County,2,17,7113,2632,4481,2444,4068,151,338,3,8,25,46,0,1,9,20,2450,4085,156,348,10,16,25,51,1,3,2611,4438,2425,4036,150,331,3,8,25,46,0,1,8,16,2431,4049,154,339,9,15,25,50,1,3,21,43,19,32,1,7,0,0,0,0,0,0,1,4,19,36,2,9,1,1,0,1,0,0
50,34,5,New Jersey,Burlington County,2,18,5439,1570,3869,1431,3545,122,280,2,5,11,24,0,1,4,14,1435,3557,124,284,4,13,12,28,0,3,1556,3835,1417,3515,122,278,2,5,11,24,0,0,4,13,1421,3527,124,281,4,13,12,27,0,1,14,34,14,30,0,2,0,0,0,0,0,1,0,1,14,30,0,3,0,0,0,1,0,2
50,34,5,New Jersey,Burlington County,3,0,424496,209959,214537,166698,172060,33960,32284,502,475,5484,6348,96,68,3219,3302,169256,174704,35803,34238,1427,1462,6711,7565,255,203,200053,206621,158953,165947,32404,30991,383,384,5402,6271,58,55,2853,2973,161186,168294,33962,32698,1226,1287,6585,7448,205,175,9906,7916,7745,6113,1556,1293,119,91,82,77,38,13,366,329,8070,6410,1841,1540,201,175,126,117,50,28
50,34,5,New Jersey,Burlington County,3,1,27192,13854,13338,10415,10042,2400,2254,28,41,446,465,6,4,559,532,10907,10508,2750,2597,105,113,674,674,20,18,13050,12577,9841,9526,2236,2089,18,31,441,455,5,1,509,475,10289,9943,2548,2385,83,86,662,656,16,14,804,761,574,516,164,165,10,10,5,10,1,3,50,57,618,565,202,212,22,27,12,18,4,4
50,34,5,New Jersey,Burlington County,3,2,30259,15390,14869,11894,11313,2675,2649,32,33,386,396,7,4,396,474,12238,11732,2921,2948,104,122,534,567,14,10,14627,14116,11305,10795,2555,2490,25,25,378,388,3,3,361,415,11617,11159,2775,2745,91,99,521,551,9,8,763,753,589,518,120,159,7,8,8,8,4,1,35,59,621,573,146,203,13,23,13,16,5,2
50,34,5,New Jersey,Burlington County,3,3,31356,16200,15156,12331,11618,2937,2761,39,29,452,399,7,8,434,341,12693,11905,3205,2971,141,109,618,529,17,19,15430,14430,11757,11047,2807,2639,32,22,445,397,6,6,383,319,12074,11315,3037,2830,120,97,603,527,14,15,770,726,574,571,130,122,7,7,7,2,1,2,51,22,619,590,168,141,21,12,15,2,3,4
50,34,5,New Jersey,Burlington County,3,4,26951,14090,12861,10660,9769,2719,2354,36,42,364,379,4,3,307,314,10903,10025,2904,2555,116,125,480,481,14,15,13280,12155,10074,9237,2552,2234,23,35,357,367,1,2,273,280,10287,9463,2708,2408,97,113,469,463,10,13,810,706,586,532,167,120,13,7,7,12,3,1,34,34,616,562,196,147,19,12,11,18,4,2
50,34,5,New Jersey,Burlington County,3,5,22609,12749,9860,8663,7486,3371,1792,67,28,332,313,18,7,298,234,8875,7673,3569,1927,159,90,421,408,51,25,11503,9217,7834,6999,3082,1671,35,20,320,309,7,6,225,212,7980,7166,3220,1792,113,76,402,402,38,20,1246,643,829,487,289,121,32,8,12,4,11,1,73,22,895,507,349,135,46,14,19,6,13,5
50,34,5,New Jersey,Burlington County,3,6,26000,13658,12342,10071,9502,2853,2038,47,34,457,539,10,10,220,219,10236,9671,2980,2165,120,95,542,626,24,24,12663,11687,9322,9013,2675,1916,31,23,447,530,5,9,183,196,9454,9160,2769,2025,99,80,529,615,18,22,995,655,749,489,178,122,16,11,10,9,5,1,37,23,782,511,211,140,21,15,13,11,6,2
50,34,5,New Jersey,Burlington County,3,7,31563,15800,15763,12392,12427,2626,2477,32,38,549,605,10,4,191,212,12533,12589,2727,2601,106,108,624,688,19,10,14801,15059,11564,11895,2489,2350,29,28,542,599,6,3,171,184,11687,12031,2577,2452,95,90,616,680,15,8,999,704,828,532,137,127,3,10,7,6,4,1,20,28,846,558,150,149,11,18,8,8,4,2
50,34,5,New Jersey,Burlington County,3,8,38230,19116,19114,15332,15404,2979,2885,46,32,537,555,10,6,212,232,15487,15572,3082,3019,121,118,631,651,26,20,18150,18396,14525,14814,2862,2792,34,25,528,550,5,4,196,211,14667,14964,2953,2911,105,106,619,644,21,16,966,718,807,590,117,93,12,7,9,5,5,2,16,21,820,608,129,108,16,12,12,7,5,4
50,34,5,New Jersey,Burlington County,3,9,37580,18825,18755,15449,15200,2655,2736,37,47,497,548,10,3,177,221,15589,15361,2741,2857,109,150,566,626,22,14,18046,18183,14783,14726,2575,2664,30,41,490,546,8,3,160,203,14907,14870,2648,2773,99,140,557,622,20,13,779,572,666,474,80,72,7,6,7,2,2,0,17,18,682,491,93,84,10,10,9,4,2,1
50,34,5,New Jersey,Burlington County,3,10,31525,15418,16107,12850,13066,2016,2354,35,30,391,506,6,7,120,144,12934,13166,2071,2431,91,102,438,552,13,14,14839,15634,12345,12687,1960,2283,30,25,391,501,5,7,108,131,12418,12775,2006,2350,83,94,437,545,12,13,579,473,505,379,56,71,5,5,0,5,1,0,12,13,516,391,65,81,8,8,1,7,1,1
50,34,5,New Jersey,Burlington County,3,11,29051,14097,14954,11848,12245,1802,2091,34,41,321,454,4,4,88,119,11909,12331,1843,2156,78,102,351,492,11,8,13670,14582,11494,11928,1748,2055,31,38,315,451,3,4,79,106,11548,12002,1784,2111,71,95,343,486,10,8,427,372,354,317,54,36,3,3,6,3,1,0,9,13,361,329,59,45,7,7,8,6,1,0
50,34,5,New Jersey,Burlington County,3,12,21906,10641,11265,8964,9229,1336,1612,16,25,247,330,1,2,77,67,9017,9273,1368,1644,55,65,274,352,10,6,10381,11037,8735,9034,1315,1590,16,21,247,325,1,2,67,65,8780,9076,1340,1621,52,60,273,347,8,6,260,228,229,195,21,22,0,4,0,5,0,0,10,2,237,197,28,23,3,5,1,5,2,0
50,34,5,New Jersey,Burlington County,3,13,16879,8057,8822,6613,7160,1153,1328,21,15,223,265,2,0,45,54,6647,7195,1169,1356,42,43,241,286,4,4,7868,8636,6444,7004,1137,1306,19,12,221,262,2,0,45,52,6478,7037,1153,1333,40,39,239,283,4,4,189,186,169,156,16,22,2,3,2,3,0,0,0,2,169,158,16,23,2,4,2,3,0,0
50,34,5,New Jersey,Burlington County,3,14,14977,6911,8066,5733,6714,1019,1058,10,10,119,243,1,2,29,39,5758,6742,1027,1078,26,29,129,254,2,5,6778,7914,5613,6579,1007,1045,10,10,118,242,1,2,29,36,5638,6604,1015,1062,26,29,128,253,2,5,133,152,120,135,12,13,0,0,1,1,0,0,0,3,120,138,12,16,0,0,1,1,0,0
50,34,5,New Jersey,Burlington County,3,15,14117,6142,7975,5272,6987,742,742,8,11,88,192,0,1,32,42,5295,7016,757,761,20,35,101,207,5,3,6044,7865,5185,6891,735,732,6,10,87,191,0,1,31,40,5207,6919,749,750,18,33,100,205,5,3,98,110,87,96,7,10,2,1,1,1,0,0,1,2,88,97,8,11,2,2,1,2,0,0
50,34,5,New Jersey,Burlington County,3,16,11620,4755,6865,4285,6218,402,530,9,6,38,87,0,1,21,23,4300,6234,409,538,22,20,47,92,1,4,4702,6787,4239,6155,395,521,9,5,38,86,0,1,21,19,4254,6168,402,527,22,17,47,90,1,4,53,78,46,63,7,9,0,1,0,1,0,0,0,4,46,66,7,11,0,3,0,2,0,0
50,34,5,New Jersey,Burlington County,3,17,7194,2669,4525,2478,4106,153,342,3,8,26,47,0,1,9,21,2483,4124,158,349,8,22,28,52,1,3,2648,4481,2459,4074,152,335,3,8,26,47,0,1,8,16,2463,4087,156,340,8,19,28,52,1,3,21,44,19,32,1,7,0,0,0,0,0,0,1,5,20,37,2,9,0,3,0,0,0,0
50,34,5,New Jersey,Burlington County,3,18,5487,1587,3900,1448,3574,122,281,2,5,11,25,0,1,4,14,1452,3587,122,285,4,14,12,28,1,1,1573,3865,1434,3543,122,279,2,5,11,25,0,0,4,13,1438,3555,122,283,4,14,12,27,1,0,14,35,14,31,0,2,0,0,0,0,0,1,0,1,14,32,0,2,0,0,0,1,0,1
50,34,5,New Jersey,Burlington County,4,0,429487,212364,217123,168159,173563,34492,32965,512,490,5802,6701,99,77,3300,3327,170801,176233,36384,34946,1430,1458,7063,7919,268,225,201896,208744,159893,166999,32933,31671,385,392,5706,6620,58,61,2921,3001,162196,169380,34531,33406,1222,1283,6917,7793,212,194,10468,8379,8266,6564,1559,1294,127,98,96,81,41,16,379,326,8605,6853,1853,1540,208,175,146,126,56,31
50,34,5,New Jersey,Burlington County,4,1,26897,13722,13175,10341,9925,2329,2237,30,41,467,452,10,5,545,515,10824,10385,2665,2559,102,106,688,655,23,22,12865,12352,9715,9339,2178,2080,18,26,460,443,7,3,487,461,10146,9748,2471,2362,74,79,668,638,19,18,857,823,626,586,151,157,12,15,7,9,3,2,58,54,678,637,194,197,28,27,20,17,4,4
50,34,5,New Jersey,Burlington County,4,2,30161,15346,14815,11793,11206,2678,2636,31,35,417,446,8,5,419,487,12154,11629,2945,2956,104,114,576,632,17,15,14529,14006,11179,10622,2537,2477,22,26,407,436,5,3,379,442,11506,11006,2771,2759,85,95,560,615,14,11,817,809,614,584,141,159,9,9,10,10,3,2,40,45,648,623,174,197,19,19,16,17,3,4
50,34,5,New Jersey,Burlington County,4,3,31838,16405,15433,12464,11788,2990,2819,40,34,489,421,7,9,415,362,12816,12091,3247,3041,133,118,653,559,18,19,15613,14661,11839,11201,2878,2675,33,30,481,418,5,7,377,330,12157,11477,3108,2871,117,106,639,551,15,16,792,772,625,587,112,144,7,4,8,3,2,2,38,32,659,614,139,170,16,12,14,8,3,3
50,34,5,New Jersey,Burlington County,4,4,27930,14625,13305,11045,10091,2822,2442,42,42,381,417,4,3,331,310,11321,10349,3024,2636,126,135,504,517,14,14,13756,12579,10406,9529,2661,2332,28,33,371,406,1,2,289,277,10642,9757,2831,2501,104,117,490,502,10,13,869,726,639,562,161,110,14,9,10,11,3,1,42,33,679,592,193,135,22,18,14,15,4,1
50,34,5,New Jersey,Burlington County,4,5,23187,13140,10047,8876,7632,3467,1837,77,29,380,314,20,7,320,228,9106,7809,3679,1977,171,94,478,397,58,19,11778,9404,7950,7136,3167,1732,41,19,364,310,8,4,248,203,8114,7292,3318,1853,125,76,457,391,42,14,1362,643,926,496,300,105,36,10,16,4,12,3,72,25,992,517,361,124,46,18,21,6,16,5
50,34,5,New Jersey,Burlington County,4,6,25163,13140,12023,9607,9286,2767,1932,43,31,480,552,9,9,234,213,9787,9456,2902,2053,120,89,565,635,22,18,12111,11327,8803,8739,2603,1826,28,23,473,543,5,9,199,187,8951,8885,2708,1928,99,76,555,624,18,16,1029,696,804,547,164,106,15,8,7,9,4,0,35,26,836,571,194,125,21,13,10,11,4,2
50,34,5,New Jersey,Burlington County,4,7,31328,15742,15586,12318,12174,2656,2471,35,42,555,682,6,6,172,211,12443,12335,2742,2589,95,106,628,768,18,17,14698,14807,11442,11579,2521,2333,33,30,546,676,2,4,154,185,11552,11717,2594,2433,87,89,616,759,13,12,1044,779,876,595,135,138,2,12,9,6,4,2,18,26,891,618,148,156,8,17,12,9,5,5
50,34,5,New Jersey,Burlington County,4,8,37631,18798,18833,14955,15035,3009,2970,40,37,551,561,9,6,234,224,15121,15198,3125,3101,120,116,649,652,32,21,17796,18101,14126,14434,2884,2875,29,30,542,556,4,5,211,201,14274,14577,2984,2991,103,105,639,641,21,19,1002,732,829,601,125,95,11,7,9,5,5,1,23,23,847,621,141,110,17,11,10,11,11,2
50,34,5,New Jersey,Burlington County,4,9,38567,19316,19251,15833,15564,2738,2828,39,47,509,582,10,5,187,225,15976,15720,2830,2952,114,148,583,659,20,18,18482,18627,15120,15046,2654,2748,31,42,501,577,7,4,169,210,15246,15190,2732,2861,102,139,574,651,17,17,834,624,713,518,84,80,8,5,8,5,3,1,18,15,730,530,98,91,12,9,9,8,3,1
50,34,5,New Jersey,Burlington County,4,10,32580,16024,16556,13353,13438,2084,2398,31,26,428,524,7,8,121,162,13441,13549,2137,2485,78,108,478,575,16,16,15420,16083,12833,13056,2020,2335,25,20,427,519,6,7,109,146,12909,13152,2065,2410,71,97,474,569,15,14,604,473,520,382,64,63,6,6,1,5,1,1,12,16,532,397,72,75,7,11,4,6,1,2
50,34,5,New Jersey,Burlington County,4,11,30154,14572,15582,12209,12676,1874,2262,29,32,355,492,4,5,101,115,12284,12760,1919,2326,82,88,390,527,10,16,14122,15174,11838,12327,1816,2216,27,30,348,490,3,5,90,106,11904,12404,1854,2273,77,84,380,524,9,15,450,408,371,349,58,46,2,2,7,2,1,0,11,9,380,356,65,53,5,4,10,3,1,1
50,34,5,New Jersey,Burlington County,4,12,22477,10858,11619,9103,9558,1399,1605,20,37,257,343,2,2,77,74,9160,9610,1437,1644,58,71,282,368,8,8,10582,11367,8862,9341,1375,1584,19,32,257,339,2,2,67,69,8911,9389,1405,1619,55,65,280,363,7,8,276,252,241,217,24,21,1,5,0,4,0,0,10,5,249,221,32,25,3,6,2,5,1,0
