SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,34,007,New Jersey,Camden County,8,5,33121,16668,16453,10848,10286,4327,4495,138,178,869,962,16,18,470,514,11239,10709,4653,4864,266,319,989,1089,38,42,13202,13073,8242,7914,3734,3803,32,29,829,926,3,5,362,396,8534,8236,3983,4078,125,131,938,1039,20,22,3466,3380,2606,2372,593,692,106,149,40,36,13,13,108,118,2705,2473,670,786,141,188,51,50,18,20
050,34,007,New Jersey,Camden County,8,6,35084,17683,17401,12161,11465,3981,4293,138,112,990,1115,22,17,391,399,12476,11795,4242,4572,260,228,1091,1215,40,30,13964,14063,9374,9078,3317,3593,34,20,971,1086,5,4,263,282,9577,9304,3484,3780,110,94,1061,1177,16,17,3719,3338,2787,2387,664,700,104,92,19,29,17,13,128,117,2899,2491,758,792,150,134,30,38,24,13
050,34,007,New Jersey,Camden County,8,7,34483,16852,17631,11884,11936,3348,3905,122,100,1116,1271,21,20,361,399,12178,12259,3589,4183,243,227,1207,1371,35,33,13567,14272,9358,9464,2853,3279,17,19,1096,1251,6,5,237,254,9542,9660,2999,3444,90,92,1179,1337,16,14,3285,3359,2526,2472,495,626,105,81,20,20,15,15,124,145,2636,2599,590,739,153,135,28,34,19,19
050,34,007,New Jersey,Camden County,8,8,32133,15645,16488,11005,10890,3136,3898,118,106,1072,1219,25,21,289,354,11238,11173,3316,4133,215,225,1154,1315,41,37,12583,13420,8635,8592,2677,3340,18,17,1046,1204,5,6,202,261,8793,8793,2797,3507,83,101,1118,1292,17,19,3062,3068,2370,2298,459,558,100,89,26,15,20,15,87,93,2445,2380,519,626,132,124,36,23,24,18
050,34,007,New Jersey,Camden County,8,9,32554,15721,16833,11060,11230,3123,3834,108,126,1183,1366,20,17,227,260,11238,11441,3261,4005,184,209,1259,1433,34,30,13051,13968,8913,9055,2776,3361,31,26,1156,1330,7,5,168,191,9040,9199,2868,3484,84,88,1224,1392,19,15,2670,2865,2147,2175,347,473,77,100,27,36,13,12,59,69,2198,2242,393,521,100,121,35,41,15,15
050,34,007,New Jersey,Camden County,8,10,34887,16765,18122,12201,12561,3266,3942,89,120,1014,1242,16,23,179,234,12345,12738,3378,4094,156,201,1066,1310,22,37,14358,15613,10263,10658,2934,3536,28,27,1002,1220,4,5,127,167,10360,10777,3011,3640,79,87,1049,1279,8,16,2407,2509,1938,1903,332,406,61,93,12,22,12,18,52,67,1985,1961,367,454,77,114,17,31,14,21
050,34,007,New Jersey,Camden County,8,11,37368,17814,19554,13314,14070,3230,4092,101,118,982,1017,11,18,176,239,13444,14241,3331,4243,179,218,1038,1080,24,32,15830,17346,11718,12382,2974,3730,26,33,964,1001,3,7,145,193,11820,12512,3054,3848,93,120,1018,1059,13,18,1984,2208,1596,1688,256,362,75,85,18,16,8,11,31,46,1624,1729,277,395,86,98,20,21,11,14
050,34,007,New Jersey,Camden County,8,12,36711,17540,19171,13349,14262,3035,3665,94,68,914,947,4,9,144,220,13450,14418,3120,3799,151,174,957,1009,18,23,15947,17433,12142,12898,2778,3396,32,32,899,932,1,3,95,172,12201,13011,2827,3497,73,120,934,988,10,14,1593,1738,1207,1364,257,269,62,36,15,15,3,6,49,48,1249,1407,293,302,78,54,23,21,8,9
050,34,007,New Jersey,Camden County,8,13,30554,14327,16227,11282,12215,2169,2951,55,57,692,830,9,10,120,164,11367,12328,2242,3054,112,136,729,875,17,20,13240,14967,10375,11166,2057,2812,26,36,687,824,7,5,88,124,10431,11246,2106,2886,72,100,717,863,14,14,1087,1260,907,1049,112,139,29,21,5,6,2,5,32,40,936,1082,136,168,40,36,12,12,3,6
050,34,007,New Jersey,Camden County,8,14,24915,11360,13555,8936,10186,1655,2418,35,50,637,786,4,4,93,111,9000,10259,1709,2490,79,103,667,811,8,12,10548,12582,8267,9385,1562,2302,18,29,631,778,3,2,67,86,8311,9436,1594,2354,51,73,658,801,7,10,812,973,669,801,93,116,17,21,6,8,1,2,26,25,689,823,115,136,28,30,9,10,1,2
050,34,007,New Jersey,Camden County,8,15,17366,7763,9603,6086,7350,1126,1627,28,36,474,516,2,1,47,73,6119,7393,1148,1670,49,76,491,537,7,6,7275,8988,5673,6836,1073,1559,18,21,471,509,1,0,39,63,5699,6870,1090,1595,36,58,487,529,6,5,488,615,413,514,53,68,10,15,3,7,1,1,8,10,420,523,58,75,13,18,4,8,1,1
050,34,007,New Jersey,Camden County,8,16,12092,5083,7009,3860,5375,828,1201,17,40,333,337,1,1,44,55,3891,5410,851,1230,33,73,348,351,6,4,4736,6572,3594,5006,775,1158,12,23,327,334,0,0,28,51,3611,5038,786,1186,25,53,340,347,3,3,347,437,266,369,53,43,5,17,6,3,1,1,16,4,280,372,65,44,8,20,8,4,3,1
050,34,007,New Jersey,Camden County,8,17,9084,3588,5496,2911,4429,461,798,15,15,178,205,3,0,20,49,2926,4463,469,825,24,40,186,221,4,5,3372,5224,2732,4203,437,768,7,9,177,203,2,0,17,41,2744,4230,442,789,16,31,185,216,3,3,216,272,179,226,24,30,8,6,1,2,1,0,3,8,182,233,27,36,8,9,1,5,1,2
050,34,007,New Jersey,Camden County,8,18,11016,3538,7478,3044,6335,358,906,21,20,110,159,0,0,5,58,3047,6379,360,934,23,52,112,171,1,4,3378,7205,2915,6102,336,881,14,14,109,159,0,0,4,49,2917,6137,337,903,16,43,111,170,1,4,160,273,129,233,22,25,7,6,1,0,0,0,1,9,130,242,23,31,7,9,1,1,0,0
050,34,007,New Jersey,Camden County,9,0,510741,246565,264176,173342,181647,51023,58133,1533,1648,14457,16048,243,262,5967,6438,178396,187026,54982,62506,2989,3407,16237,17866,474,492,204721,221687,141637,150191,44136,50604,411,418,14145,15705,66,76,4326,4693,145218,154016,46835,53628,1394,1631,15732,17312,231,250,41844,42489,31705,31456,6887,7529,1122,1230,312,343,177,186,1641,1745,33178,33010,8147,8878,1595,1776,505,554,243,242
050,34,007,New Jersey,Camden County,9,1,31448,16033,15415,10113,9794,3930,3720,110,126,883,805,22,32,975,938,10991,10641,4588,4348,274,292,1204,1110,43,48,11675,11194,6926,6742,3207,3010,14,22,849,762,8,9,671,649,7529,7328,3628,3419,97,106,1121,1021,18,20,4358,4221,3187,3052,723,710,96,104,34,43,14,23,304,289,3462,3313,960,929,177,186,83,89,25,28
050,34,007,New Jersey,Camden County,9,2,32631,16637,15994,10432,9936,4169,4031,120,101,948,942,29,28,939,956,11282,10781,4802,4698,273,274,1252,1237,50,45,12346,11844,7362,7027,3356,3213,21,14,922,918,5,9,680,663,7977,7614,3783,3644,108,105,1192,1168,19,20,4291,4150,3070,2909,813,818,99,87,26,24,24,19,259,293,3305,3167,1019,1054,165,169,60,69,31,25
050,34,007,New Jersey,Camden County,9,3,32754,16864,15890,10750,10083,4259,3891,130,113,960,1066,15,17,750,720,11417,10722,4767,4375,262,249,1203,1293,32,33,13042,12293,8046,7461,3468,3238,27,25,930,1034,1,2,570,533,8549,7934,3837,3575,115,107,1146,1234,12,14,3822,3597,2704,2622,791,653,103,88,30,32,14,15,180,187,2868,2788,930,800,147,142,57,59,20,19
050,34,007,New Jersey,Camden County,9,4,31855,16374,15481,10450,9708,4272,4061,116,110,873,942,23,26,640,634,11009,10252,4722,4517,250,242,1047,1104,40,44,12899,12065,7930,7243,3591,3398,30,25,855,924,6,5,487,470,8350,7646,3922,3723,121,113,1013,1070,19,15,3475,3416,2520,2465,681,663,86,85,18,18,17,21,153,164,2659,2606,800,794,129,129,34,34,21,29
050,34,007,New Jersey,Camden County,9,5,32235,16129,16106,10448,10032,4186,4355,116,175,869,990,17,19,493,535,10867,10480,4529,4745,242,319,986,1112,38,43,12733,12772,7903,7691,3596,3667,31,26,823,960,2,8,378,420,8213,8039,3856,3965,123,133,931,1071,19,27,3396,3334,2545,2341,590,688,85,149,46,30,15,11,115,115,2654,2441,673,780,119,186,55,41,19,16
050,34,007,New Jersey,Camden County,9,6,35616,17932,17684,12162,11513,4194,4478,128,134,1023,1140,18,16,407,403,12496,11852,4471,4763,251,252,1128,1240,35,32,14184,14207,9354,9090,3506,3716,29,21,1004,1102,5,3,286,275,9578,9313,3693,3900,111,94,1099,1192,17,14,3748,3477,2808,2423,688,762,99,113,19,38,13,13,121,128,2918,2539,778,863,140,158,29,48,18,18
050,34,007,New Jersey,Camden County,9,7,34937,17219,17718,12077,11971,3466,3942,130,88,1151,1301,18,20,377,396,12383,12294,3717,4220,248,208,1248,1408,33,35,13802,14332,9474,9440,2926,3320,19,16,1130,1280,5,5,248,271,9664,9653,3078,3501,89,90,1217,1374,17,17,3417,3386,2603,2531,540,622,111,72,21,21,13,15,129,125,2719,2641,639,719,159,118,31,34,16,18
050,34,007,New Jersey,Camden County,9,8,32830,15922,16908,11162,11232,3246,3949,117,119,1082,1224,21,21,294,363,11401,11528,3437,4198,208,235,1160,1320,36,36,12778,13686,8712,8828,2780,3368,20,17,1062,1210,3,7,201,256,8869,9026,2902,3535,81,93,1132,1297,13,18,3144,3222,2450,2404,466,581,97,102,20,14,18,14,93,107,2532,2502,535,663,127,142,28,23,23,18
050,34,007,New Jersey,Camden County,9,9,31382,15212,16170,10666,10708,3001,3683,106,129,1176,1359,24,18,239,273,10851,10924,3148,3866,178,217,1261,1430,41,38,12496,13239,8487,8494,2646,3201,28,23,1151,1321,8,6,176,194,8621,8639,2746,3327,77,85,1228,1385,22,20,2716,2931,2179,2214,355,482,78,106,25,38,16,12,63,79,2230,2285,402,539,101,132,33,45,19,18
050,34,007,New Jersey,Camden County,9,10,34555,16544,18011,12000,12340,3223,3964,79,138,1046,1305,17,17,179,247,12136,12530,3337,4128,143,222,1098,1377,28,35,14080,15422,9987,10392,2899,3543,28,24,1031,1280,3,4,132,179,10082,10523,2976,3654,79,84,1081,1344,9,17,2464,2589,2013,1948,324,421,51,114,15,25,14,13,47,68,2054,2007,361,474,64,138,17,33,19,18
050,34,007,New Jersey,Camden County,9,11,36517,17374,19143,12884,13659,3200,4077,111,108,988,1053,12,21,179,225,13015,13821,3305,4224,182,202,1044,1119,25,30,15304,16868,11221,11909,2938,3694,31,37,970,1038,2,8,142,182,11321,12034,3015,3807,94,120,1022,1099,12,16,2070,2275,1663,1750,262,383,80,71,18,15,10,13,37,43,1694,1787,290,417,88,82,22,20,13,14
050,34,007,New Jersey,Camden County,9,12,36739,17511,19228,13314,14163,3055,3784,92,81,897,969,7,8,146,223,13421,14325,3139,3923,150,187,940,1028,20,22,15869,17398,12062,12758,2781,3484,36,32,882,951,5,2,103,171,12131,12871,2831,3585,82,117,921,1005,14,14,1642,1830,1252,1405,274,300,56,49,15,18,2,6,43,52,1290,1454,308,338,68,70,19,23,6,8
050,34,007,New Jersey,Camden County,9,13,31194,14687,16507,11503,12406,2230,3020,55,56,762,851,8,12,129,162,11592,12516,2303,3124,114,137,797,892,22,22,13529,15167,10550,11304,2102,2857,26,31,753,845,6,5,92,125,10608,11382,2149,2933,72,99,784,883,17,14,1158,1340,953,1102,128,163,29,25,9,6,2,7,37,37,984,1134,154,191,42,38,13,9,5,8
050,34,007,New Jersey,Camden County,9,14,25842,11770,14072,9246,10576,1755,2520,42,53,633,793,7,5,87,125,9306,10659,1807,2599,84,114,656,826,12,11,10937,13050,8559,9720,1662,2411,22,33,628,786,5,3,61,97,8598,9777,1695,2472,53,86,648,815,9,9,833,1022,687,856,93,109,20,20,5,7,2,2,26,28,708,882,112,127,31,28,8,11,3,2
050,34,007,New Jersey,Camden County,9,15,17858,7977,9881,6234,7547,1159,1675,32,37,499,551,2,1,51,70,6270,7594,1182,1711,51,75,518,569,9,6,7449,9219,5792,6992,1100,1601,20,23,495,543,1,0,41,60,5818,7029,1115,1632,37,56,513,561,8,5,528,662,442,555,59,74,12,14,4,8,1,1,10,10,452,565,67,79,14,19,5,8,1,1
050,34,007,New Jersey,Camden County,9,16,12267,5214,7053,3977,5366,823,1219,12,38,351,364,1,1,50,65,4010,5414,856,1253,31,80,366,379,5,3,4841,6592,3679,4976,775,1174,9,22,347,360,0,0,31,60,3697,5019,794,1206,24,61,358,374,2,2,373,461,298,390,48,45,3,16,4,4,1,1,19,5,313,395,62,47,7,19,8,5,3,1
050,34,007,New Jersey,Camden County,9,17,9021,3579,5442,2881,4309,467,838,15,22,188,221,2,0,26,52,2901,4349,482,866,24,53,198,238,3,4,3362,5155,2703,4073,442,805,7,14,187,219,1,0,22,44,2719,4105,453,828,16,42,197,235,2,4,217,287,178,236,25,33,8,8,1,2,1,0,4,8,182,244,29,38,8,11,1,3,1,0
050,34,007,New Jersey,Camden County,9,18,11060,3587,7473,3043,6304,388,926,22,20,128,172,0,0,6,51,3048,6344,390,948,24,49,131,184,2,5,3395,7184,2890,6051,361,904,13,13,126,172,0,0,5,44,2894,6084,362,922,15,40,129,184,2,4,192,289,153,253,27,22,9,7,2,0,0,0,1,7,154,260,28,26,9,9,2,0,0,1
050,34,007,New Jersey,Camden County,10,0,510719,246473,264246,172531,180942,51254,58419,1568,1728,14773,16365,266,279,6081,6513,177701,186398,55287,62877,3082,3454,16595,18225,493,517,203506,220431,140108,148632,44110,50557,415,438,14434,16010,71,76,4368,4718,143740,152492,46831,53606,1412,1608,16044,17650,242,255,42967,43815,32423,32310,7144,7862,1153,1290,339,355,195,203,1713,1795,33961,33906,8456,9271,1670,1846,551,575,251,262
050,34,007,New Jersey,Camden County,10,1,31157,15909,15248,10030,9643,3937,3691,119,154,879,818,24,34,920,908,10864,10458,4556,4303,275,306,1181,1111,42,56,11491,10979,6879,6636,3128,2893,14,29,834,778,4,8,632,635,7450,7208,3524,3294,92,102,1091,1029,14,22,4418,4269,3151,3007,809,798,105,125,45,40,20,26,288,273,3414,3250,1032,1009,183,204,90,82,28,34
050,34,007,New Jersey,Camden County,10,2,32367,16517,15850,10369,9859,4059,3986,122,97,987,915,28,28,952,965,11228,10717,4701,4655,286,270,1302,1224,51,49,12156,11640,7183,6903,3309,3166,19,14,963,886,5,10,677,661,7793,7487,3734,3593,108,105,1232,1144,21,21,4361,4210,3186,2956,750,820,103,83,24,29,23,18,275,304,3435,3230,967,1062,178,165,70,80,30,28
050,34,007,New Jersey,Camden County,10,3,32863,16956,15907,10696,10055,4335,3920,133,115,972,1037,21,21,799,759,11408,10738,4880,4435,274,255,1229,1284,35,37,12912,12115,7850,7289,3486,3227,32,25,941,1007,4,3,599,564,8382,7791,3872,3589,121,109,1169,1223,12,15,4044,3792,2846,2766,849,693,101,90,31,30,17,18,200,195,3026,2947,1008,846,153,146,60,61,23,22
050,34,007,New Jersey,Camden County,10,4,31589,16211,15378,10335,9618,4210,4021,119,101,864,977,20,24,663,637,10917,10177,4686,4487,258,231,1048,1149,36,42,12602,11865,7724,7058,3500,3352,30,21,844,957,5,5,499,472,8155,7471,3848,3680,124,102,1012,1109,17,21,3609,3513,2611,2560,710,669,89,80,20,20,15,19,164,165,2762,2706,838,807,134,129,36,40,19,21
050,34,007,New Jersey,Camden County,10,5,31562,15734,15828,10151,9834,4077,4291,112,177,868,987,19,19,507,520,10582,10273,4436,4670,238,315,997,1110,41,38,12415,12461,7681,7466,3488,3611,34,25,820,958,3,5,389,396,8005,7794,3759,3892,124,126,935,1071,20,21,3319,3367,2470,2368,589,680,78,152,48,29,16,14,118,124,2577,2479,677,778,114,189,62,39,21,17
050,34,007,New Jersey,Camden County,10,6,35743,17877,17866,11960,11428,4293,4626,133,153,1063,1218,20,20,408,421,12296,11778,4562,4923,258,267,1169,1321,36,37,14104,14240,9189,8913,3569,3832,23,29,1036,1171,4,4,283,291,9412,9147,3746,4027,102,102,1131,1264,18,17,3773,3626,2771,2515,724,794,110,124,27,47,16,16,125,130,2884,2631,816,896,156,165,38,57,18,20
050,34,007,New Jersey,Camden County,10,7,34974,17379,17595,12150,11937,3539,3872,124,96,1161,1276,19,19,386,395,12468,12253,3796,4143,247,211,1263,1379,32,36,13941,14237,9499,9451,3022,3240,25,19,1139,1256,7,4,249,267,9695,9655,3176,3413,100,91,1227,1349,16,16,3438,3358,2651,2486,517,632,99,77,22,20,12,15,137,128,2773,2598,620,730,147,120,36,30,16,20
050,34,007,New Jersey,Camden County,10,8,33460,16182,17278,11339,11433,3222,4050,108,120,1185,1275,28,24,300,376,11581,11747,3419,4312,205,238,1263,1366,49,40,12874,13878,8779,8917,2714,3417,13,20,1167,1260,4,7,197,257,8928,9126,2835,3584,73,94,1239,1342,19,18,3308,3400,2560,2516,508,633,95,100,18,15,24,17,103,119,2653,2621,584,728,132,144,24,24,30,22
050,34,007,New Jersey,Camden County,10,9,30955,15072,15883,10477,10446,3025,3650,118,126,1167,1358,25,18,260,285,10681,10677,3180,3844,203,222,1250,1434,44,30,12234,12921,8219,8211,2645,3163,28,19,1139,1321,8,5,195,202,8370,8366,2752,3294,89,84,1216,1390,22,15,2838,2962,2258,2235,380,487,90,107,28,37,17,13,65,83,2311,2311,428,550,114,138,34,44,22,15
050,34,007,New Jersey,Camden County,10,10,34198,16378,17820,11787,12129,3226,3926,83,150,1082,1349,17,20,183,246,11928,12317,3336,4091,146,231,1134,1427,25,33,13865,15094,9739,10076,2893,3482,30,28,1067,1323,4,4,132,181,9833,10211,2966,3598,76,87,1114,1391,12,15,2513,2726,2048,2053,333,444,53,122,15,26,13,16,51,65,2095,2106,370,493,70,144,20,36,13,18
050,34,007,New Jersey,Camden County,10,11,35382,16778,18604,12390,13197,3079,3976,115,110,997,1079,14,21,183,221,12526,13359,3188,4128,193,197,1055,1137,29,34,14622,16285,10662,11438,2801,3571,33,37,981,1061,2,9,143,169,10763,11555,2881,3679,95,110,1035,1114,15,18,2156,2319,1728,1759,278,405,82,73,16,18,12,12,40,52,1763,1804,307,449,98,87,20,23,14,16
050,34,007,New Jersey,Camden County,10,12,36665,17445,19220,13134,14074,3160,3838,94,94,897,978,8,9,152,227,13244,14234,3249,3983,158,198,941,1038,19,25,15723,17236,11826,12550,2865,3509,37,31,882,964,5,4,108,178,11898,12668,2919,3618,87,116,922,1020,13,15,1722,1984,1308,1524,295,329,57,63,15,14,3,5,44,49,1346,1566,330,365,71,82,19,18,6,10
050,34,007,New Jersey,Camden County,10,13,31939,15131,16808,11782,12591,2347,3083,60,50,801,888,9,14,132,182,11880,12717,2425,3199,116,135,836,933,17,27,13945,15406,10816,11445,2214,2916,27,25,787,880,7,4,94,136,10881,11533,2263,2997,71,94,819,922,14,12,1186,1402,966,1146,133,167,33,25,14,8,2,10,38,46,999,1184,162,202,45,41,17,11,3,15
050,34,007,New Jersey,Camden County,10,14,25464,11604,13860,9076,10321,1781,2562,46,55,601,791,8,6,92,125,9139,10404,1836,2639,85,110,631,828,14,13,10755,12822,8377,9456,1681,2442,23,38,600,786,6,4,68,96,8420,9512,1717,2501,56,83,626,819,12,11,849,1038,699,865,100,120,23,17,1,5,2,2,24,29,719,892,119,138,29,27,5,9,2,2
050,34,007,New Jersey,Camden County,10,15,19452,8666,10786,6810,8235,1216,1828,34,48,541,589,3,1,62,85,6853,8292,1249,1881,58,92,561,612,11,7,8054,10046,6304,7622,1150,1745,21,27,532,580,2,0,45,72,6334,7668,1169,1787,40,67,551,602,9,6,612,740,506,613,66,83,13,21,9,9,1,1,17,13,519,624,80,94,18,25,10,10,2,1
050,34,007,New Jersey,Camden County,10,16,12840,5464,7376,4203,5619,851,1263,12,34,352,404,1,1,45,55,4233,5659,876,1294,31,71,367,414,6,2,5085,6875,3892,5191,805,1216,8,20,349,398,0,0,31,50,3910,5226,821,1244,24,55,362,408,3,1,379,501,311,428,46,47,4,14,3,6,1,1,14,5,323,433,55,50,7,16,5,6,3,1
050,34,007,New Jersey,Camden County,10,17,9072,3622,5450,2853,4257,504,893,15,27,219,218,2,0,29,55,2878,4294,516,922,27,54,228,236,5,6,3391,5140,2667,4004,476,855,9,17,218,218,1,0,20,46,2684,4035,483,877,18,39,225,234,4,6,231,310,186,253,28,38,6,10,1,0,1,0,9,9,194,259,33,45,9,15,3,2,1,0
050,34,007,New Jersey,Camden County,10,18,11037,3548,7489,2989,6266,393,943,21,21,137,208,0,0,8,51,2995,6304,396,968,24,51,140,222,1,5,3337,7191,2822,6006,364,920,9,14,135,206,0,0,7,45,2827,6039,366,939,12,42,138,219,1,5,211,298,167,260,29,23,12,7,2,2,0,0,1,6,168,265,30,29,12,9,2,3,0,0
050,34,015,New Jersey,Gloucester County,1,0,288288,139969,148319,119390,125402,13997,15778,304,281,3672,4094,85,62,2521,2702,121625,127754,15566,17527,1013,1080,4350,4771,165,146,132970,141606,113820,120175,13158,14869,191,187,3598,3996,32,34,2171,2345,115748,122223,14464,16354,787,848,4216,4611,101,109,6999,6713,5570,5227,839,909,113,94,74,98,53,28,350,357,5877,5531,1102,1173,226,232,134,160,64,37
050,34,015,New Jersey,Gloucester County,1,1,17392,8830,8562,6977,6775,1018,993,19,16,310,273,4,6,502,499,7446,7230,1355,1347,92,93,469,413,16,17,8034,7801,6393,6214,917,895,10,8,296,258,0,4,418,422,6790,6603,1186,1183,58,65,438,388,10,13,796,761,584,561,101,98,9,8,14,15,4,2,84,77,656,627,169,164,34,28,31,25,6,4
050,34,015,New Jersey,Gloucester County,1,2,19309,9960,9349,8009,7525,1185,1079,21,23,304,325,8,4,433,393,8406,7873,1481,1363,84,90,437,436,24,11,9173,8658,7436,6998,1063,973,10,12,295,317,4,3,365,355,7777,7315,1304,1227,57,63,410,421,18,10,787,691,573,527,122,106,11,11,9,8,4,1,68,38,629,558,177,136,27,27,27,15,6,1
050,34,015,New Jersey,Gloucester County,1,3,20603,10588,10015,8531,8123,1348,1211,27,23,308,308,5,2,369,348,8870,8442,1620,1471,94,84,394,387,15,11,9868,9405,7995,7658,1220,1125,19,16,306,299,2,0,326,307,8295,7942,1458,1353,73,61,387,370,11,9,720,610,536,465,128,86,8,7,2,9,3,2,43,41,575,500,162,118,21,23,7,17,4,2
050,34,015,New Jersey,Gloucester County,1,4,20981,10811,10170,8801,8281,1424,1348,25,11,272,230,12,6,277,294,9049,8540,1609,1554,106,97,334,286,17,12,10122,9520,8259,7809,1339,1230,17,7,256,222,5,2,246,250,8478,8032,1500,1402,87,76,315,271,9,6,689,650,542,472,85,118,8,4,16,8,7,4,31,44,571,508,109,152,19,21,19,15,8,6
050,34,015,New Jersey,Gloucester County,1,5,18961,9826,9135,8391,7607,994,1057,17,10,240,230,9,6,175,225,8546,7800,1099,1198,77,74,285,293,9,16,9213,8567,7908,7173,917,968,8,8,234,223,1,4,145,191,8035,7336,1001,1087,56,62,275,276,1,14,613,568,483,434,77,89,9,2,6,7,8,2,30,34,511,464,98,111,21,12,10,17,8,2
050,34,015,New Jersey,Gloucester County,1,6,16237,7982,8255,6812,6899,781,927,21,21,233,261,13,7,122,140,6922,7020,862,1012,59,72,255,296,17,10,7446,7732,6385,6502,725,848,10,9,227,253,1,4,98,116,6474,6603,788,914,41,46,247,286,4,6,536,523,427,397,56,79,11,12,6,8,12,3,24,24,448,417,74,98,18,26,8,10,13,4
050,34,015,New Jersey,Gloucester County,1,7,16864,7989,8875,6861,7411,754,923,24,22,232,366,8,3,110,150,6955,7532,817,1018,64,89,261,395,13,6,7405,8336,6372,7003,696,843,12,12,229,355,3,1,93,122,6451,7101,748,918,45,65,256,382,7,3,584,539,489,408,58,80,12,10,3,11,5,2,17,28,504,431,69,100,19,24,5,13,6,3
050,34,015,New Jersey,Gloucester County,1,8,19167,9125,10042,7735,8283,884,1130,20,21,372,459,3,8,111,141,7832,8395,936,1210,62,68,411,507,5,17,8604,9519,7308,7867,818,1056,14,15,369,453,2,3,93,125,7388,7966,856,1122,50,58,407,499,4,12,521,523,427,416,66,74,6,6,3,6,1,5,18,16,444,429,80,88,12,10,4,8,1,5
050,34,015,New Jersey,Gloucester County,1,9,21568,10337,11231,8999,9562,937,1216,25,25,298,319,4,6,74,103,9058,9655,971,1275,62,60,318,347,10,10,9898,10769,8622,9186,902,1158,13,19,295,313,2,3,64,90,8672,9267,930,1210,47,50,312,336,7,7,439,462,377,376,35,58,12,6,3,6,2,3,10,13,386,388,41,65,15,10,6,11,3,3
050,34,015,New Jersey,Gloucester County,1,10,24015,11770,12245,10283,10598,1113,1252,23,20,249,263,6,5,96,107,10363,10685,1162,1307,74,81,269,285,10,9,11354,11843,9938,10258,1069,1215,15,16,245,255,4,4,83,95,10008,10334,1110,1263,59,72,263,274,6,7,416,402,345,340,44,37,8,4,4,8,2,1,13,12,355,351,52,44,15,9,6,11,4,2
050,34,015,New Jersey,Gloucester County,1,11,22894,11142,11752,9845,10226,951,1133,16,24,245,273,3,2,82,94,9910,10302,978,1173,61,89,269,292,6,3,10837,11422,9581,9960,921,1096,13,12,243,267,2,1,77,86,9642,10029,946,1132,55,71,266,285,5,2,305,330,264,266,30,37,3,12,2,6,1,1,5,8,268,273,32,41,6,18,3,7,1,1
050,34,015,New Jersey,Gloucester County,1,12,18827,9020,9807,7954,8503,794,982,21,14,189,234,3,2,59,72,7994,8555,820,1016,62,59,203,250,8,8,8810,9607,7770,8344,780,958,16,11,185,231,2,1,57,62,7808,8387,806,988,55,50,199,245,7,6,210,200,184,159,14,24,5,3,4,3,1,1,2,10,186,168,14,28,7,9,4,5,1,2
050,34,015,New Jersey,Gloucester County,1,13,15771,7571,8200,6716,7175,610,759,21,13,176,214,1,1,47,38,6750,7210,627,774,50,31,189,222,5,5,7423,8035,6590,7026,598,749,16,12,175,212,1,1,43,35,6620,7058,614,762,44,30,186,219,5,5,148,165,126,149,12,10,5,1,1,2,0,0,4,3,130,152,13,12,6,1,3,3,0,0
050,34,015,New Jersey,Gloucester County,1,14,11306,5340,5966,4744,5248,440,545,9,14,117,124,2,2,28,33,4765,5275,451,557,29,33,121,134,3,4,5254,5866,4667,5163,435,540,7,9,117,124,0,1,28,29,4688,5187,446,550,27,25,121,133,1,3,86,100,77,85,5,5,2,5,0,0,2,1,0,4,77,88,5,7,2,8,0,1,2,1
050,34,015,New Jersey,Gloucester County,1,15,7923,3526,4397,3103,3841,332,443,4,7,71,77,1,2,15,27,3117,3863,337,456,12,20,75,83,1,4,3464,4329,3047,3784,329,439,3,5,71,76,0,2,14,23,3060,3802,333,451,11,16,75,81,0,3,62,68,56,57,3,4,1,2,0,1,1,0,1,4,57,61,4,5,1,4,0,2,1,1
