GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2014,10531,180008,2307568,9304685
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2014,19,c,1339,4952
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2014,4,b,525,2560
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2014,25,f,D,D
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2014,974,6683,87188,420419
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2014,331,15710,261151,1030160
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2014,579,12072,179506,735384
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2014,1426,24432,166034,683366
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2014,290,8467,93017,352708
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2014,161,3700,81986,305133
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2014,653,16297,355222,1280469
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2014,380,3656,65031,241058
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2014,1329,18283,368048,1502917
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2014,97,6335,139681,530074
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2014,694,11219,100989,440729
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2014,163,2333,16148,63693
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2014,1291,26321,263758,1171237
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2014,141,2474,8809,45167
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2014,908,14291,52549,223878
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2014,1052,6663,40307,172872
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2014,14,13,64,239
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2014,11402,170942,1817518,7764243
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2014,6,53,355,1475
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2014,2,a,D,D
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2014,21,f,D,D
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2014,1008,7018,90020,440988
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2014,381,11332,151971,627055
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2014,627,9378,131673,555232
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2014,1701,23846,149106,629618
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2014,280,7193,71159,297066
0500000US34007,34007,"Camden County, New Jersey",51,Information,2014,161,3807,49480,190897
0500000US34007,34007,"Camden County, New Jersey",52,Finance and insurance,2014,536,4638,103131,380026
0500000US34007,34007,"Camden County, New Jersey",53,Real estate and rental and leasing,2014,384,2536,26505,116023
0500000US34007,34007,"Camden County, New Jersey",54,"Professional, scientific, and technical services",2014,1424,11779,184540,783003
0500000US34007,34007,"Camden County, New Jersey",55,Management of companies and enterprises,2014,84,5699,115130,598368
0500000US34007,34007,"Camden County, New Jersey",56,Administrative and support and waste management and remediation services,2014,704,13090,98197,442449
0500000US34007,34007,"Camden County, New Jersey",61,Educational services,2014,165,3580,27599,108662
0500000US34007,34007,"Camden County, New Jersey",62,Health care and social assistance,2014,1520,39532,456493,1955173
0500000US34007,34007,"Camden County, New Jersey",71,"Arts, entertainment, and recreation",2014,154,2336,9763,50485
0500000US34007,34007,"Camden County, New Jersey",72,Accommodation and food services,2014,976,14973,55211,234179
0500000US34007,34007,"Camden County, New Jersey",81,Other services (except public administration),2014,1250,9132,57248,237428
0500000US34007,34007,"Camden County, New Jersey",99,Industries not classified,2014,18,a,92,370
0500000US34015,34015,"Gloucester County, New Jersey",00,Total for all sectors,2014,5884,88224,840857,3551595
