GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2015,10456,179646,2317071,9437032
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2015,16,88,2078,4845
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2015,4,35,536,2748
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2015,25,950,26636,101389
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2015,956,6804,92237,462584
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2015,317,14470,250063,1023595
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2015,568,11392,191874,798406
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2015,1433,24645,172941,716299
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2015,295,7468,85813,362734
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2015,166,3434,82724,309215
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2015,627,18089,411423,1512841
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2015,381,3671,69724,256088
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2015,1317,14398,255685,1059765
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2015,95,7935,172889,626231
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2015,667,12518,105962,460470
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2015,177,2473,17927,70878
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2015,1312,26825,271162,1199267
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2015,143,3073,11074,54978
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2015,894,14374,53013,229021
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2015,1048,6996,43257,185456
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2015,15,8,53,222
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2015,11390,172266,1907896,8228593
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2015,6,67,369,1595
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2015,2,a,D,D
