GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),Noise range for paid employees for pay period including March 12 (%),"First-quarter payroll ($1,000)",Noise range for first-quarter payroll (%),"Annual payroll ($1,000)",Noise range for annual payroll (%)
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2008,10929,181785,G,2045863,G,8106105,G
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2008,19,183,H,2647,H,10805,H
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2008,6,43,H,674,G,2591,G
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2008,16,f,D,D,D,D,D
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2008,1113,8206,G,101489,G,445907,G
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2008,415,19730,H,296684,H,1192520,H
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2008,674,13419,G,192651,G,776324,G
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2008,1538,26610,G,173462,G,694606,G
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2008,275,8373,G,84520,G,303880,G
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2008,171,3881,G,68232,G,255815,G
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2008,721,15150,G,257140,G,935890,G
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2008,389,3339,H,48904,H,172766,H
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2008,1357,14943,G,237888,G,925858,G
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2008,96,5403,G,97666,G,369016,G
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2008,679,13497,G,140494,G,580833,G
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2008,158,2262,G,15243,G,61757,G
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2008,1137,23076,G,213408,G,900663,G
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2008,165,2275,G,7943,G,38988,G
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2008,893,13460,G,45449,G,190605,G
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2008,1098,7056,G,42594,G,173621,G
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2008,9,a,S,163,G,629,G
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2008,12385,182146,G,1855145,G,7700894,G
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2008,3,a,D,D,D,D,D
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2008,2,b,D,D,D,D,D
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2008,28,g,S,S,S,104089,H
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2008,1251,10216,G,122299,G,540965,G
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2008,478,16167,G,200338,G,813703,G
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2008,737,10225,G,135434,G,564363,G
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2008,1841,24249,G,149469,G,608111,G
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2008,281,7733,G,66743,G,270207,G
0500000US34007,34007,"Camden County, New Jersey",51,Information,2008,186,4495,G,57059,G,231700,G
0500000US34007,34007,"Camden County, New Jersey",52,Finance and insurance,2008,690,7229,H,121909,H,422649,H
0500000US34007,34007,"Camden County, New Jersey",53,Real estate and rental and leasing,2008,433,3272,G,30330,G,128953,G
0500000US34007,34007,"Camden County, New Jersey",54,"Professional, scientific, and technical services",2008,1573,12714,G,169725,G,744890,G
0500000US34007,34007,"Camden County, New Jersey",55,Management of companies and enterprises,2008,78,5111,H,127558,H,597928,H
0500000US34007,34007,"Camden County, New Jersey",56,Administrative and support and waste management and remediation services,2008,706,14510,G,100699,G,417754,G
0500000US34007,34007,"Camden County, New Jersey",61,Educational services,2008,161,3391,G,23142,G,92981,G
0500000US34007,34007,"Camden County, New Jersey",62,Health care and social assistance,2008,1532,36450,G,404265,H,1694765,G
