GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,EMP_N,PAYQTR1,PAYQTR1_N,PAYANN,PAYANN_N
Geographic identifier code,Id2,Geographic area name,2007 NAICS code,Meaning of 2007 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),Noise range for paid employees for pay period including March 12 (%),"First-quarter payroll ($1,000)",Noise range for first-quarter payroll (%),"Annual payroll ($1,000)",Noise range for annual payroll (%)
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2009,10563,180644,G,2078734,G,8419426,G
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2009,16,117,H,393,G,2147,G
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2009,4,34,H,532,H,2089,H
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2009,22,g,D,D,D,D,D
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2009,1037,7337,G,90699,G,387965,G
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2009,383,17946,H,277488,H,1119740,H
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2009,637,12902,G,182325,G,736790,G
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2009,1482,27042,G,181176,G,757438,G
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2009,279,6293,G,65593,G,269285,G
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2009,159,3604,G,68359,G,251467,G
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2009,689,14303,G,240376,G,902903,G
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2009,382,3421,H,46552,H,172611,H
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2009,1347,19990,G,362266,H,1438797,H
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2009,87,5479,G,89039,G,339400,G
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2009,658,12578,G,129470,G,559626,G
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2009,156,2315,G,16066,G,64233,G
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2009,1130,24108,G,213776,G,934996,G
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2009,157,2116,G,8128,G,38977,G
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2009,876,13226,G,45113,G,190573,G
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2009,1044,6732,G,40553,G,165977,G
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2009,18,a,S,153,G,836,G
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2009,11977,173417,G,1743759,G,7342449,G
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2009,3,b,D,D,D,D,D
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2009,2,b,D,D,D,D,D
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2009,28,g,S,S,S,94061,H
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2009,1133,8092,G,100078,G,449374,G
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2009,447,13771,G,162559,G,657600,G
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2009,710,9123,G,120207,G,498806,G
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2009,1790,22824,G,136345,G,581088,G
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2009,273,7009,G,60306,G,250392,G
0500000US34007,34007,"Camden County, New Jersey",51,Information,2009,172,5295,G,71422,G,277020,G
0500000US34007,34007,"Camden County, New Jersey",52,Finance and insurance,2009,637,6455,G,98609,H,380145,H
0500000US34007,34007,"Camden County, New Jersey",53,Real estate and rental and leasing,2009,420,3052,G,27896,G,117313,G
0500000US34007,34007,"Camden County, New Jersey",54,"Professional, scientific, and technical services",2009,1522,13612,G,194492,G,832598,G
0500000US34007,34007,"Camden County, New Jersey",55,Management of companies and enterprises,2009,79,5288,G,123951,G,541449,H
0500000US34007,34007,"Camden County, New Jersey",56,Administrative and support and waste management and remediation services,2009,703,12381,G,86781,G,382003,G
0500000US34007,34007,"Camden County, New Jersey",61,Educational services,2009,159,3374,G,23928,G,94251,G
0500000US34007,34007,"Camden County, New Jersey",62,Health care and social assistance,2009,1521,36632,G,402050,G,1716830,G
0500000US34007,34007,"Camden County, New Jersey",71,"Arts, entertainment, and recreation",2009,149,2042,G,8475,G,41049,G
0500000US34007,34007,"Camden County, New Jersey",72,Accommodation and food services,2009,1003,14303,G,47208,G,202442,G
0500000US34007,34007,"Camden County, New Jersey",81,Other services (except public administration),2009,1219,8994,G,53080,G,223317,G
0500000US34007,34007,"Camden County, New Jersey",99,Industries not classified,2009,7,a,D,D,D,D,D
0500000US34015,34015,"Gloucester County, New Jersey",00,Total for all sectors,2009,5894,86094,G,772010,G,3194280,G
0500000US34015,34015,"Gloucester County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2009,4,a,S,29,H,126,H
0500000US34015,34015,"Gloucester County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2009,4,b,S,292,H,1176,G
0500000US34015,34015,"Gloucester County, New Jersey",22,Utilities,2009,5,163,G,3690,G,15152,G
0500000US34015,34015,"Gloucester County, New Jersey",23,Construction,2009,727,5660,G,71514,G,309086,G
0500000US34015,34015,"Gloucester County, New Jersey",31-33,Manufacturing,2009,247,8937,G,142897,G,534012,G
0500000US34015,34015,"Gloucester County, New Jersey",42,Wholesale trade,2009,351,7737,G,101265,G,418568,G
0500000US34015,34015,"Gloucester County, New Jersey",44-45,Retail trade,2009,959,16546,G,93210,G,392468,G
0500000US34015,34015,"Gloucester County, New Jersey",48-49,Transportation and warehousing,2009,194,3771,G,37756,G,150351,G
0500000US34015,34015,"Gloucester County, New Jersey",51,Information,2009,75,1098,G,13577,H,57734,H
0500000US34015,34015,"Gloucester County, New Jersey",52,Finance and insurance,2009,251,1917,H,18909,G,76400,G
0500000US34015,34015,"Gloucester County, New Jersey",53,Real estate and rental and leasing,2009,174,1156,G,13250,H,55660,H
0500000US34015,34015,"Gloucester County, New Jersey",54,"Professional, scientific, and technical services",2009,538,4577,G,51256,G,210568,G
0500000US34015,34015,"Gloucester County, New Jersey",55,Management of companies and enterprises,2009,19,357,G,9443,G,37924,H
0500000US34015,34015,"Gloucester County, New Jersey",56,Administrative and support and waste management and remediation services,2009,380,7220,H,43340,G,192132,G
0500000US34015,34015,"Gloucester County, New Jersey",61,Educational services,2009,69,1175,G,6686,G,27487,G
0500000US34015,34015,"Gloucester County, New Jersey",62,Health care and social assistance,2009,625,11878,H,110860,H,489955,H
0500000US34015,34015,"Gloucester County, New Jersey",71,"Arts, entertainment, and recreation",2009,89,1057,G,3460,G,17673,G
0500000US34015,34015,"Gloucester County, New Jersey",72,Accommodation and food services,2009,498,8159,G,26279,G,109343,G
0500000US34015,34015,"Gloucester County, New Jersey",81,Other services (except public administration),2009,682,4651,G,24294,G,98087,G
0500000US34015,34015,"Gloucester County, New Jersey",99,Industries not classified,2009,3,a,D,D,D,D,D
0500000US34021,34021,"Mercer County, New Jersey",00,Total for all sectors,2009,9818,177461,G,2536223,G,9791557,G
0500000US34021,34021,"Mercer County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2009,4,33,G,222,G,1181,H
0500000US34021,34021,"Mercer County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2009,4,b,D,D,D,D,D
0500000US34021,34021,"Mercer County, New Jersey",22,Utilities,2009,13,e,S,11106,H,46449,H
0500000US34021,34021,"Mercer County, New Jersey",23,Construction,2009,649,5069,G,62813,G,300402,G
0500000US34021,34021,"Mercer County, New Jersey",31-33,Manufacturing,2009,267,7195,G,87674,G,357288,G
0500000US34021,34021,"Mercer County, New Jersey",42,Wholesale trade,2009,414,13168,H,435391,H,1359078,H
0500000US34021,34021,"Mercer County, New Jersey",44-45,Retail trade,2009,1392,19399,G,112121,G,467975,G
0500000US34021,34021,"Mercer County, New Jersey",48-49,Transportation and warehousing,2009,152,3849,G,32684,G,131833,G
0500000US34021,34021,"Mercer County, New Jersey",51,Information,2009,177,5578,H,104381,G,395538,G
0500000US34021,34021,"Mercer County, New Jersey",52,Finance and insurance,2009,720,15206,G,298498,G,1118527,G
0500000US34021,34021,"Mercer County, New Jersey",53,Real estate and rental and leasing,2009,330,1904,G,17689,G,76760,G
0500000US34021,34021,"Mercer County, New Jersey",54,"Professional, scientific, and technical services",2009,1634,22319,G,497491,G,1845483,G
0500000US34021,34021,"Mercer County, New Jersey",55,Management of companies and enterprises,2009,63,4164,H,151842,G,574815,H
0500000US34021,34021,"Mercer County, New Jersey",56,Administrative and support and waste management and remediation services,2009,561,7913,G,67245,G,295782,G
0500000US34021,34021,"Mercer County, New Jersey",61,Educational services,2009,217,20745,H,228404,H,974393,H
0500000US34021,34021,"Mercer County, New Jersey",62,Health care and social assistance,2009,1159,27279,G,297030,G,1297839,G
0500000US34021,34021,"Mercer County, New Jersey",71,"Arts, entertainment, and recreation",2009,155,2512,G,10111,G,45296,G
0500000US34021,34021,"Mercer County, New Jersey",72,Accommodation and food services,2009,823,11713,G,45614,G,188830,G
0500000US34021,34021,"Mercer County, New Jersey",81,Other services (except public administration),2009,1075,8871,G,75341,G,310476,G
0500000US34021,34021,"Mercer County, New Jersey",99,Industries not classified,2009,9,a,S,49,H,197,G
0500000US42017,42017,"Bucks County, Pennsylvania",00,Total for all sectors,2009,18943,248606,G,2416640,G,9918442,G
0500000US42017,42017,"Bucks County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2009,14,44,H,225,G,1044,G
0500000US42017,42017,"Bucks County, Pennsylvania",21,"Mining, quarrying, and oil and gas extraction",2009,14,241,G,2240,G,10287,G
0500000US42017,42017,"Bucks County, Pennsylvania",22,Utilities,2009,20,552,H,13738,H,49355,H
0500000US42017,42017,"Bucks County, Pennsylvania",23,Construction,2009,2333,16523,G,207737,G,903289,G
0500000US42017,42017,"Bucks County, Pennsylvania",31-33,Manufacturing,2009,1088,27962,G,324677,G,1307783,G
0500000US42017,42017,"Bucks County, Pennsylvania",42,Wholesale trade,2009,1356,15691,G,235712,G,900816,G
0500000US42017,42017,"Bucks County, Pennsylvania",44-45,Retail trade,2009,2440,38911,G,239051,G,998996,G
0500000US42017,42017,"Bucks County, Pennsylvania",48-49,Transportation and warehousing,2009,459,5623,G,51107,G,206266,G
0500000US42017,42017,"Bucks County, Pennsylvania",51,Information,2009,283,7447,G,123643,G,444781,G
0500000US42017,42017,"Bucks County, Pennsylvania",52,Finance and insurance,2009,1204,7967,G,114619,G,438234,G
0500000US42017,42017,"Bucks County, Pennsylvania",53,Real estate and rental and leasing,2009,575,3381,G,31764,G,132158,G
0500000US42017,42017,"Bucks County, Pennsylvania",54,"Professional, scientific, and technical services",2009,2349,16867,G,259930,G,1128413,G
0500000US42017,42017,"Bucks County, Pennsylvania",55,Management of companies and enterprises,2009,129,6145,H,126116,H,449412,H
0500000US42017,42017,"Bucks County, Pennsylvania",56,Administrative and support and waste management and remediation services,2009,1188,19212,G,129847,G,574881,G
0500000US42017,42017,"Bucks County, Pennsylvania",61,Educational services,2009,217,5257,G,39504,G,163211,G
0500000US42017,42017,"Bucks County, Pennsylvania",62,Health care and social assistance,2009,1943,39855,G,363372,G,1553009,G
0500000US42017,42017,"Bucks County, Pennsylvania",71,"Arts, entertainment, and recreation",2009,256,4453,H,14571,G,72303,G
0500000US42017,42017,"Bucks County, Pennsylvania",72,Accommodation and food services,2009,1342,19703,G,64221,G,276162,G
0500000US42017,42017,"Bucks County, Pennsylvania",81,Other services (except public administration),2009,1714,12749,G,74511,G,307754,G
0500000US42017,42017,"Bucks County, Pennsylvania",99,Industries not classified,2009,19,23,H,55,H,288,G
0500000US42029,42029,"Chester County, Pennsylvania",00,Total for all sectors,2009,13860,231960,G,3376852,G,13634708,G
0500000US42029,42029,"Chester County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2009,42,412,G,3268,G,14332,G
0500000US42029,42029,"Chester County, Pennsylvania",21,"Mining, quarrying, and oil and gas extraction",2009,8,105,H,953,G,4451,G
0500000US42029,42029,"Chester County, Pennsylvania",22,Utilities,2009,17,g,D,D,D,D,D
0500000US42029,42029,"Chester County, Pennsylvania",23,Construction,2009,1404,9249,G,122130,G,538400,G
0500000US42029,42029,"Chester County, Pennsylvania",31-33,Manufacturing,2009,551,14997,G,211210,G,816913,G
0500000US42029,42029,"Chester County, Pennsylvania",42,Wholesale trade,2009,1000,16316,G,311542,G,1316215,G
0500000US42029,42029,"Chester County, Pennsylvania",44-45,Retail trade,2009,1483,27449,G,188720,G,818014,G
0500000US42029,42029,"Chester County, Pennsylvania",48-49,Transportation and warehousing,2009,241,7274,G,70541,G,290828,G
0500000US42029,42029,"Chester County, Pennsylvania",51,Information,2009,294,8674,G,207065,G,770533,G
0500000US42029,42029,"Chester County, Pennsylvania",52,Finance and insurance,2009,1034,23352,H,432617,H,2017359,H
0500000US42029,42029,"Chester County, Pennsylvania",53,Real estate and rental and leasing,2009,434,2406,G,29748,G,122846,G
0500000US42029,42029,"Chester County, Pennsylvania",54,"Professional, scientific, and technical services",2009,2254,23191,G,585472,G,2148826,G
0500000US42029,42029,"Chester County, Pennsylvania",55,Management of companies and enterprises,2009,134,14537,G,521989,G,1934820,G
0500000US42029,42029,"Chester County, Pennsylvania",56,Administrative and support and waste management and remediation services,2009,916,14424,G,124136,G,535585,G
0500000US42029,42029,"Chester County, Pennsylvania",61,Educational services,2009,213,5886,G,46763,G,191928,G
0500000US42029,42029,"Chester County, Pennsylvania",62,Health care and social assistance,2009,1394,31813,G,295097,G,1279376,G
0500000US42029,42029,"Chester County, Pennsylvania",71,"Arts, entertainment, and recreation",2009,220,4687,G,18635,G,96609,G
0500000US42029,42029,"Chester County, Pennsylvania",72,Accommodation and food services,2009,939,15272,G,55823,G,234455,G
0500000US42029,42029,"Chester County, Pennsylvania",81,Other services (except public administration),2009,1262,10421,G,72848,G,302004,G
0500000US42029,42029,"Chester County, Pennsylvania",99,Industries not classified,2009,20,25,H,187,H,1216,G
0500000US42045,42045,"Delaware County, Pennsylvania",00,Total for all sectors,2009,12870,206780,G,2685522,G,10108641,G
0500000US42045,42045,"Delaware County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2009,2,a,D,D,D,D,D
0500000US42045,42045,"Delaware County, Pennsylvania",21,"Mining, quarrying, and oil and gas extraction",2009,1,b,D,D,D,D,D
0500000US42045,42045,"Delaware County, Pennsylvania",22,Utilities,2009,14,759,G,20289,H,73524,H
0500000US42045,42045,"Delaware County, Pennsylvania",23,Construction,2009,1367,11006,G,138922,G,597643,G
0500000US42045,42045,"Delaware County, Pennsylvania",31-33,Manufacturing,2009,382,14193,H,294074,H,1100800,H
0500000US42045,42045,"Delaware County, Pennsylvania",42,Wholesale trade,2009,657,8054,G,150966,H,571703,G
0500000US42045,42045,"Delaware County, Pennsylvania",44-45,Retail trade,2009,1781,25362,G,148186,G,632116,G
0500000US42045,42045,"Delaware County, Pennsylvania",48-49,Transportation and warehousing,2009,293,8329,G,75369,G,296472,G
0500000US42045,42045,"Delaware County, Pennsylvania",51,Information,2009,252,j,D,D,D,D,D
0500000US42045,42045,"Delaware County, Pennsylvania",52,Finance and insurance,2009,916,13543,H,329644,G,1084084,H
0500000US42045,42045,"Delaware County, Pennsylvania",53,Real estate and rental and leasing,2009,403,4760,G,45420,G,193123,G
0500000US42045,42045,"Delaware County, Pennsylvania",54,"Professional, scientific, and technical services",2009,1575,11413,G,185077,G,737004,G
0500000US42045,42045,"Delaware County, Pennsylvania",55,Management of companies and enterprises,2009,87,4277,G,108748,G,398712,G
0500000US42045,42045,"Delaware County, Pennsylvania",56,Administrative and support and waste management and remediation services,2009,778,12984,G,110311,G,453442,G
0500000US42045,42045,"Delaware County, Pennsylvania",61,Educational services,2009,183,11835,G,110654,G,452187,G
0500000US42045,42045,"Delaware County, Pennsylvania",62,Health care and social assistance,2009,1580,39507,G,383687,G,1635879,G
0500000US42045,42045,"Delaware County, Pennsylvania",71,"Arts, entertainment, and recreation",2009,188,2943,G,14384,G,68626,G
0500000US42045,42045,"Delaware County, Pennsylvania",72,Accommodation and food services,2009,1026,16807,G,59884,G,245184,G
0500000US42045,42045,"Delaware County, Pennsylvania",81,Other services (except public administration),2009,1372,10654,G,70938,G,291427,G
0500000US42045,42045,"Delaware County, Pennsylvania",99,Industries not classified,2009,13,b,S,56,H,286,G
0500000US42091,42091,"Montgomery County, Pennsylvania",00,Total for all sectors,2009,25944,468429,G,6765517,G,25683418,G
0500000US42091,42091,"Montgomery County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2009,12,b,S,161,G,732,G
0500000US42091,42091,"Montgomery County, Pennsylvania",21,"Mining, quarrying, and oil and gas extraction",2009,21,c,S,2262,H,9496,H
0500000US42091,42091,"Montgomery County, Pennsylvania",22,Utilities,2009,25,h,D,D,D,D,D
0500000US42091,42091,"Montgomery County, Pennsylvania",23,Construction,2009,2260,22604,G,325649,G,1470000,G
0500000US42091,42091,"Montgomery County, Pennsylvania",31-33,Manufacturing,2009,1042,43662,G,688671,G,2623953,G
0500000US42091,42091,"Montgomery County, Pennsylvania",42,Wholesale trade,2009,1701,29396,G,636943,G,2289450,G
0500000US42091,42091,"Montgomery County, Pennsylvania",44-45,Retail trade,2009,3362,56420,G,341229,G,1435690,G
0500000US42091,42091,"Montgomery County, Pennsylvania",48-49,Transportation and warehousing,2009,371,10710,G,97004,G,399423,G
0500000US42091,42091,"Montgomery County, Pennsylvania",51,Information,2009,569,14562,H,270511,G,1019437,G
0500000US42091,42091,"Montgomery County, Pennsylvania",52,Finance and insurance,2009,2099,36187,G,1007556,G,3116748,G
0500000US42091,42091,"Montgomery County, Pennsylvania",53,Real estate and rental and leasing,2009,963,8036,G,101013,G,412127,G
0500000US42091,42091,"Montgomery County, Pennsylvania",54,"Professional, scientific, and technical services",2009,3722,49767,G,1142967,G,4281013,G
0500000US42091,42091,"Montgomery County, Pennsylvania",55,Management of companies and enterprises,2009,251,23535,H,699693,H,2505350,G
0500000US42091,42091,"Montgomery County, Pennsylvania",56,Administrative and support and waste management and remediation services,2009,1645,31643,G,305020,G,1281590,G
0500000US42091,42091,"Montgomery County, Pennsylvania",61,Educational services,2009,418,15760,G,120986,G,488353,G
0500000US42091,42091,"Montgomery County, Pennsylvania",62,Health care and social assistance,2009,2829,68507,G,673975,G,2959692,G
0500000US42091,42091,"Montgomery County, Pennsylvania",71,"Arts, entertainment, and recreation",2009,362,6290,G,26995,G,129844,G
0500000US42091,42091,"Montgomery County, Pennsylvania",72,Accommodation and food services,2009,1821,27446,G,104140,G,437253,G
0500000US42091,42091,"Montgomery County, Pennsylvania",81,Other services (except public administration),2009,2439,20772,G,129694,G,533314,G
0500000US42091,42091,"Montgomery County, Pennsylvania",99,Industries not classified,2009,32,57,H,521,G,2001,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",00,Total for all sectors,2009,26787,579921,G,7321088,G,28689972,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2009,6,a,S,S,S,288,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",21,"Mining, quarrying, and oil and gas extraction",2009,3,a,S,109,G,408,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",22,Utilities,2009,7,g,D,D,D,D,D
0500000US42101,42101,"Philadelphia County, Pennsylvania",23,Construction,2009,1156,10358,G,162094,G,689730,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",31-33,Manufacturing,2009,845,25615,G,298059,G,1255047,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",42,Wholesale trade,2009,1168,19158,G,295851,G,1191415,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",44-45,Retail trade,2009,4470,49168,G,283079,G,1186870,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",48-49,Transportation and warehousing,2009,425,22123,H,216875,H,853186,H
0500000US42101,42101,"Philadelphia County, Pennsylvania",51,Information,2009,502,16653,G,323055,G,1083695,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",52,Finance and insurance,2009,1529,37371,H,1020931,H,3173030,H
0500000US42101,42101,"Philadelphia County, Pennsylvania",53,Real estate and rental and leasing,2009,1018,9662,G,114672,G,447821,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",54,"Professional, scientific, and technical services",2009,2800,45780,G,918102,G,3849671,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",55,Management of companies and enterprises,2009,163,13354,G,465615,G,1463296,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",56,Administrative and support and waste management and remediation services,2009,998,23997,G,181642,G,730824,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",61,Educational services,2009,481,72687,G,856628,H,3594181,H
0500000US42101,42101,"Philadelphia County, Pennsylvania",62,Health care and social assistance,2009,3727,143233,G,1474122,G,6270641,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",71,"Arts, entertainment, and recreation",2009,346,9792,G,167493,H,789090,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",72,Accommodation and food services,2009,3845,52553,G,286330,H,1108914,H
0500000US42101,42101,"Philadelphia County, Pennsylvania",81,Other services (except public administration),2009,3275,26779,G,198664,G,832135,G
0500000US42101,42101,"Philadelphia County, Pennsylvania",99,Industries not classified,2009,23,b,S,116,H,682,G
