GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQ1T,PAYANT
Geographic identifier code,Id2,Geographic area name,2002 NAICS code,Meaning of 2002 NAICS code,Year,Number of establishments,Number of employees,"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2006,11048,185212,1877625,7793513
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2006,18,c,D,D
0500000US34005,34005,"Burlington County, New Jersey",21,Mining ,2006,5,b,D,D
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2006,15,737,15024,57994
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2006,1196,9878,111987,503533
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2006,418,19909,266311,1108409
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2006,686,14515,202635,830120
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2006,1584,27671,164513,687413
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2006,270,8898,89134,383646
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2006,162,3498,46601,180237
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2006,773,17719,263913,1028977
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2006,414,3410,42127,156692
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2006,1362,13290,178160,747073
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2006,80,4343,75256,312210
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2006,668,12233,98400,444449
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2006,138,2118,13475,52894
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2006,1081,23141,209471,876120
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2006,167,2069,9402,42894
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2006,870,13867,46045,191973
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2006,1096,7737,42864,179290
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2006,45,b,D,D
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2006,12698,183350,1738186,7302269
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2006,5,a,D,D
0500000US34007,34007,"Camden County, New Jersey",21,Mining ,2006,3,b,D,D
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2006,22,1014,22206,83618
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2006,1337,11041,123987,551389
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2006,496,16072,185945,764266
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2006,745,10848,130815,558663
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2006,1895,24724,142975,603258
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2006,278,7121,59283,243930
0500000US34007,34007,"Camden County, New Jersey",51,Information,2006,182,3965,42676,180559
0500000US34007,34007,"Camden County, New Jersey",52,Finance and insurance,2006,713,9318,151930,547169
0500000US34007,34007,"Camden County, New Jersey",53,Real estate and rental and leasing,2006,449,3316,31553,128773
0500000US34007,34007,"Camden County, New Jersey",54,"Professional, scientific, and technical services",2006,1637,14744,184904,800614
0500000US34007,34007,"Camden County, New Jersey",55,Management of companies and enterprises,2006,79,4450,95523,452397
0500000US34007,34007,"Camden County, New Jersey",56,Administrative and support and waste management and remediation services,2006,706,15896,109644,462217
0500000US34007,34007,"Camden County, New Jersey",61,Educational services,2006,160,3444,21711,86888
0500000US34007,34007,"Camden County, New Jersey",62,Health care and social assistance,2006,1490,32820,330621,1397954
0500000US34007,34007,"Camden County, New Jersey",71,"Arts, entertainment, and recreation",2006,165,2323,9898,46843
0500000US34007,34007,"Camden County, New Jersey",72,Accommodation and food services,2006,1005,12788,41879,175722
0500000US34007,34007,"Camden County, New Jersey",81,Other services (except public administration),2006,1301,9395,51725,213616
0500000US34007,34007,"Camden County, New Jersey",99,Industries not classified,2006,30,b,D,D
0500000US34015,34015,"Gloucester County, New Jersey",00,Total for all sectors,2006,6094,88605,751516,3119543
0500000US34015,34015,"Gloucester County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2006,4,10,37,157
0500000US34015,34015,"Gloucester County, New Jersey",21,Mining ,2006,6,b,D,D
0500000US34015,34015,"Gloucester County, New Jersey",22,Utilities,2006,6,c,D,D
0500000US34015,34015,"Gloucester County, New Jersey",23,Construction,2006,885,7516,84036,393274
0500000US34015,34015,"Gloucester County, New Jersey",31-33,Manufacturing,2006,263,10473,149735,564444
0500000US34015,34015,"Gloucester County, New Jersey",42,Wholesale trade,2006,360,8309,106893,415442
0500000US34015,34015,"Gloucester County, New Jersey",44-45,Retail trade,2006,995,17175,92959,389019
0500000US34015,34015,"Gloucester County, New Jersey",48-49,Transportation and warehousing,2006,207,3384,29863,124282
0500000US34015,34015,"Gloucester County, New Jersey",51,Information,2006,79,1115,11418,51402
0500000US34015,34015,"Gloucester County, New Jersey",52,Finance and insurance,2006,267,2545,24853,97511
0500000US34015,34015,"Gloucester County, New Jersey",53,Real estate and rental and leasing,2006,182,957,8930,36894
0500000US34015,34015,"Gloucester County, New Jersey",54,"Professional, scientific, and technical services",2006,526,4179,41391,179116
0500000US34015,34015,"Gloucester County, New Jersey",55,Management of companies and enterprises,2006,20,708,10993,39204
0500000US34015,34015,"Gloucester County, New Jersey",56,Administrative and support and waste management and remediation services,2006,356,6341,35696,161241
0500000US34015,34015,"Gloucester County, New Jersey",61,Educational services,2006,68,1024,5671,22820
0500000US34015,34015,"Gloucester County, New Jersey",62,Health care and social assistance,2006,611,11285,94861,418525
0500000US34015,34015,"Gloucester County, New Jersey",71,"Arts, entertainment, and recreation",2006,95,1038,3637,18061
0500000US34015,34015,"Gloucester County, New Jersey",72,Accommodation and food services,2006,455,7692,22885,94418
0500000US34015,34015,"Gloucester County, New Jersey",81,Other services (except public administration),2006,686,4619,22966,96983
0500000US34015,34015,"Gloucester County, New Jersey",99,Industries not classified,2006,23,18,38,326
0500000US34021,34021,"Mercer County, New Jersey",00,Total for all sectors,2006,10113,191350,2573146,9819177
0500000US34021,34021,"Mercer County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2006,3,a,D,D
0500000US34021,34021,"Mercer County, New Jersey",21,Mining ,2006,5,b,D,D
0500000US34021,34021,"Mercer County, New Jersey",22,Utilities,2006,13,919,28472,97595
0500000US34021,34021,"Mercer County, New Jersey",23,Construction,2006,779,5679,71477,325193
0500000US34021,34021,"Mercer County, New Jersey",31-33,Manufacturing,2006,293,7882,85111,367533
0500000US34021,34021,"Mercer County, New Jersey",42,Wholesale trade,2006,435,9246,160383,627585
0500000US34021,34021,"Mercer County, New Jersey",44-45,Retail trade,2006,1443,21711,125568,527589
0500000US34021,34021,"Mercer County, New Jersey",48-49,Transportation and warehousing,2006,175,5055,35382,143700
0500000US34021,34021,"Mercer County, New Jersey",51,Information,2006,200,6956,117380,446954
0500000US34021,34021,"Mercer County, New Jersey",52,Finance and insurance,2006,671,12967,326487,1047161
0500000US34021,34021,"Mercer County, New Jersey",53,Real estate and rental and leasing,2006,340,2148,20549,86151
0500000US34021,34021,"Mercer County, New Jersey",54,"Professional, scientific, and technical services",2006,1713,20848,375501,1564011
0500000US34021,34021,"Mercer County, New Jersey",55,Management of companies and enterprises,2006,81,16282,545870,1707597
0500000US34021,34021,"Mercer County, New Jersey",56,Administrative and support and waste management and remediation services,2006,541,9597,61898,271154
0500000US34021,34021,"Mercer County, New Jersey",61,Educational services,2006,195,22411,219035,908790
0500000US34021,34021,"Mercer County, New Jersey",62,Health care and social assistance,2006,1138,25688,269723,1145753
0500000US34021,34021,"Mercer County, New Jersey",71,"Arts, entertainment, and recreation",2006,151,g,D,D
0500000US34021,34021,"Mercer County, New Jersey",72,Accommodation and food services,2006,812,12136,45506,198230
0500000US34021,34021,"Mercer County, New Jersey",81,Other services (except public administration),2006,1085,9832,74444,306608
0500000US34021,34021,"Mercer County, New Jersey",99,Industries not classified,2006,40,b,D,D
0500000US42017,42017,"Bucks County, Pennsylvania",00,Total for all sectors,2006,19172,259736,2370965,9881980
0500000US42017,42017,"Bucks County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2006,15,b,D,D
0500000US42017,42017,"Bucks County, Pennsylvania",21,Mining ,2006,16,473,6056,25139
0500000US42017,42017,"Bucks County, Pennsylvania",22,Utilities,2006,16,385,10275,36723
0500000US42017,42017,"Bucks County, Pennsylvania",23,Construction,2006,2459,19079,220218,981027
0500000US42017,42017,"Bucks County, Pennsylvania",31-33,Manufacturing,2006,1101,29933,351935,1415470
0500000US42017,42017,"Bucks County, Pennsylvania",42,Wholesale trade,2006,1399,17206,248686,998504
0500000US42017,42017,"Bucks County, Pennsylvania",44-45,Retail trade,2006,2496,40840,242407,1026212
0500000US42017,42017,"Bucks County, Pennsylvania",48-49,Transportation and warehousing,2006,463,6058,54009,225281
0500000US42017,42017,"Bucks County, Pennsylvania",51,Information,2006,306,7944,99664,406681
0500000US42017,42017,"Bucks County, Pennsylvania",52,Finance and insurance,2006,1285,9823,137470,502017
0500000US42017,42017,"Bucks County, Pennsylvania",53,Real estate and rental and leasing,2006,612,4010,35576,156805
0500000US42017,42017,"Bucks County, Pennsylvania",54,"Professional, scientific, and technical services",2006,2369,17679,234934,1042771
0500000US42017,42017,"Bucks County, Pennsylvania",55,Management of companies and enterprises,2006,98,4235,93581,369266
0500000US42017,42017,"Bucks County, Pennsylvania",56,Administrative and support and waste management and remediation services,2006,1152,24009,137681,628096
0500000US42017,42017,"Bucks County, Pennsylvania",61,Educational services,2006,215,5303,33982,135554
0500000US42017,42017,"Bucks County, Pennsylvania",62,Health care and social assistance,2006,1893,35595,305785,1273209
0500000US42017,42017,"Bucks County, Pennsylvania",71,"Arts, entertainment, and recreation",2006,273,5155,21507,91378
0500000US42017,42017,"Bucks County, Pennsylvania",72,Accommodation and food services,2006,1266,19025,59314,250776
0500000US42017,42017,"Bucks County, Pennsylvania",81,Other services (except public administration),2006,1703,12917,77513,315049
0500000US42017,42017,"Bucks County, Pennsylvania",99,Industries not classified,2006,35,b,D,D
0500000US42029,42029,"Chester County, Pennsylvania",00,Total for all sectors,2006,13827,227846,3167596,12421118
0500000US42029,42029,"Chester County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2006,47,e,D,D
0500000US42029,42029,"Chester County, Pennsylvania",21,Mining ,2006,9,c,D,D
0500000US42029,42029,"Chester County, Pennsylvania",22,Utilities,2006,21,g,D,D
0500000US42029,42029,"Chester County, Pennsylvania",23,Construction,2006,1468,11821,139720,616983
0500000US42029,42029,"Chester County, Pennsylvania",31-33,Manufacturing,2006,576,15534,220351,886354
0500000US42029,42029,"Chester County, Pennsylvania",42,Wholesale trade,2006,987,11707,195963,798292
0500000US42029,42029,"Chester County, Pennsylvania",44-45,Retail trade,2006,1525,27723,247196,887961
0500000US42029,42029,"Chester County, Pennsylvania",48-49,Transportation and warehousing,2006,249,7167,62897,261761
0500000US42029,42029,"Chester County, Pennsylvania",51,Information,2006,299,8300,146687,568429
0500000US42029,42029,"Chester County, Pennsylvania",52,Finance and insurance,2006,1043,23478,485749,2018000
0500000US42029,42029,"Chester County, Pennsylvania",53,Real estate and rental and leasing,2006,464,3031,33624,139208
0500000US42029,42029,"Chester County, Pennsylvania",54,"Professional, scientific, and technical services",2006,2289,25643,551880,2137765
0500000US42029,42029,"Chester County, Pennsylvania",55,Management of companies and enterprises,2006,198,14073,464623,1632492
0500000US42029,42029,"Chester County, Pennsylvania",56,Administrative and support and waste management and remediation services,2006,868,13600,112601,480205
0500000US42029,42029,"Chester County, Pennsylvania",61,Educational services,2006,178,5440,38905,157509
0500000US42029,42029,"Chester County, Pennsylvania",62,Health care and social assistance,2006,1313,29667,249918,1054504
0500000US42029,42029,"Chester County, Pennsylvania",71,"Arts, entertainment, and recreation",2006,204,3216,13695,70224
0500000US42029,42029,"Chester County, Pennsylvania",72,Accommodation and food services,2006,858,14885,51232,222227
0500000US42029,42029,"Chester County, Pennsylvania",81,Other services (except public administration),2006,1208,10664,70993,294556
0500000US42029,42029,"Chester County, Pennsylvania",99,Industries not classified,2006,23,25,116,574
0500000US42045,42045,"Delaware County, Pennsylvania",00,Total for all sectors,2006,13344,221700,2614342,10205634
0500000US42045,42045,"Delaware County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2006,1,a,D,D
0500000US42045,42045,"Delaware County, Pennsylvania",21,Mining ,2006,2,b,D,D
0500000US42045,42045,"Delaware County, Pennsylvania",22,Utilities,2006,17,981,26074,88303
0500000US42045,42045,"Delaware County, Pennsylvania",23,Construction,2006,1449,13329,171700,737982
0500000US42045,42045,"Delaware County, Pennsylvania",31-33,Manufacturing,2006,410,14697,274644,1086677
0500000US42045,42045,"Delaware County, Pennsylvania",42,Wholesale trade,2006,688,7865,151351,620315
0500000US42045,42045,"Delaware County, Pennsylvania",44-45,Retail trade,2006,1904,27546,151464,641587
0500000US42045,42045,"Delaware County, Pennsylvania",48-49,Transportation and warehousing,2006,264,8214,70094,281191
0500000US42045,42045,"Delaware County, Pennsylvania",51,Information,2006,271,8541,352312,1023459
0500000US42045,42045,"Delaware County, Pennsylvania",52,Finance and insurance,2006,938,17374,342257,1220289
0500000US42045,42045,"Delaware County, Pennsylvania",53,Real estate and rental and leasing,2006,461,4305,43259,178073
0500000US42045,42045,"Delaware County, Pennsylvania",54,"Professional, scientific, and technical services",2006,1687,12231,181249,777838
0500000US42045,42045,"Delaware County, Pennsylvania",55,Management of companies and enterprises,2006,78,4208,130397,424760
0500000US42045,42045,"Delaware County, Pennsylvania",56,Administrative and support and waste management and remediation services,2006,771,14953,102297,450636
0500000US42045,42045,"Delaware County, Pennsylvania",61,Educational services,2006,177,11941,88487,360845
0500000US42045,42045,"Delaware County, Pennsylvania",62,Health care and social assistance,2006,1548,45406,397057,1750950
0500000US42045,42045,"Delaware County, Pennsylvania",71,"Arts, entertainment, and recreation",2006,184,3129,13860,66049
0500000US42045,42045,"Delaware County, Pennsylvania",72,Accommodation and food services,2006,1042,15671,49411,210424
0500000US42045,42045,"Delaware County, Pennsylvania",81,Other services (except public administration),2006,1427,11203,67090,280113
0500000US42045,42045,"Delaware County, Pennsylvania",99,Industries not classified,2006,25,a,D,D
0500000US42091,42091,"Montgomery County, Pennsylvania",00,Total for all sectors,2006,26493,496569,6656565,25214609
0500000US42091,42091,"Montgomery County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2006,12,20,146,686
0500000US42091,42091,"Montgomery County, Pennsylvania",21,Mining ,2006,16,244,3116,14077
0500000US42091,42091,"Montgomery County, Pennsylvania",22,Utilities,2006,22,1889,66708,199685
0500000US42091,42091,"Montgomery County, Pennsylvania",23,Construction,2006,2459,28576,389302,1694463
0500000US42091,42091,"Montgomery County, Pennsylvania",31-33,Manufacturing,2006,1152,56460,965557,3465196
0500000US42091,42091,"Montgomery County, Pennsylvania",42,Wholesale trade,2006,1782,29350,531324,2116770
0500000US42091,42091,"Montgomery County, Pennsylvania",44-45,Retail trade,2006,3480,58648,352169,1511695
0500000US42091,42091,"Montgomery County, Pennsylvania",48-49,Transportation and warehousing,2006,377,13669,104028,384478
0500000US42091,42091,"Montgomery County, Pennsylvania",51,Information,2006,616,13088,226953,909050
0500000US42091,42091,"Montgomery County, Pennsylvania",52,Finance and insurance,2006,2181,43493,1163352,3488160
0500000US42091,42091,"Montgomery County, Pennsylvania",53,Real estate and rental and leasing,2006,1058,8745,117416,492804
0500000US42091,42091,"Montgomery County, Pennsylvania",54,"Professional, scientific, and technical services",2006,3784,50699,982623,3822780
0500000US42091,42091,"Montgomery County, Pennsylvania",55,Management of companies and enterprises,2006,233,16519,470122,1683680
0500000US42091,42091,"Montgomery County, Pennsylvania",56,Administrative and support and waste management and remediation services,2006,1622,40177,338061,1443046
0500000US42091,42091,"Montgomery County, Pennsylvania",61,Educational services,2006,367,16485,118866,493623
0500000US42091,42091,"Montgomery County, Pennsylvania",62,Health care and social assistance,2006,2703,63353,574740,2444917
0500000US42091,42091,"Montgomery County, Pennsylvania",71,"Arts, entertainment, and recreation",2006,378,6515,23931,116372
0500000US42091,42091,"Montgomery County, Pennsylvania",72,Accommodation and food services,2006,1722,27826,98278,410912
0500000US42091,42091,"Montgomery County, Pennsylvania",81,Other services (except public administration),2006,2484,20767,129591,520946
0500000US42091,42091,"Montgomery County, Pennsylvania",99,Industries not classified,2006,45,46,282,1269
0500000US42101,42101,"Philadelphia County, Pennsylvania",00,Total for all sectors,2006,26567,579964,6729111,26334808
0500000US42101,42101,"Philadelphia County, Pennsylvania",11,"Agriculture, forestry, fishing and hunting",2006,4,a,D,D
0500000US42101,42101,"Philadelphia County, Pennsylvania",21,Mining ,2006,3,b,D,D
0500000US42101,42101,"Philadelphia County, Pennsylvania",22,Utilities,2006,5,g,D,D
0500000US42101,42101,"Philadelphia County, Pennsylvania",23,Construction,2006,1236,12573,188139,828692
0500000US42101,42101,"Philadelphia County, Pennsylvania",31-33,Manufacturing,2006,959,33802,354332,1503016
0500000US42101,42101,"Philadelphia County, Pennsylvania",42,Wholesale trade,2006,1193,21704,290439,1201842
0500000US42101,42101,"Philadelphia County, Pennsylvania",44-45,Retail trade,2006,4469,52663,277054,1152685
0500000US42101,42101,"Philadelphia County, Pennsylvania",48-49,Transportation and warehousing,2006,392,22309,186133,779347
0500000US42101,42101,"Philadelphia County, Pennsylvania",51,Information,2006,483,16402,287942,1030737
0500000US42101,42101,"Philadelphia County, Pennsylvania",52,Finance and insurance,2006,1600,48529,1195165,3641680
0500000US42101,42101,"Philadelphia County, Pennsylvania",53,Real estate and rental and leasing,2006,1026,i,D,D
0500000US42101,42101,"Philadelphia County, Pennsylvania",54,"Professional, scientific, and technical services",2006,2833,49001,867518,3710358
0500000US42101,42101,"Philadelphia County, Pennsylvania",55,Management of companies and enterprises,2006,195,12141,406894,1240496
0500000US42101,42101,"Philadelphia County, Pennsylvania",56,Administrative and support and waste management and remediation services,2006,982,24810,172736,729851
0500000US42101,42101,"Philadelphia County, Pennsylvania",61,Educational services,2006,432,67585,693203,2917258
0500000US42101,42101,"Philadelphia County, Pennsylvania",62,Health care and social assistance,2006,3550,123287,1138684,4740858
0500000US42101,42101,"Philadelphia County, Pennsylvania",71,"Arts, entertainment, and recreation",2006,355,9925,121805,598495
