GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2016,10440,182219,2282151,9495480
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2016,20,94,1214,5114
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2016,3,36,542,2593
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2016,25,967,28465,101732
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2016,959,6892,98114,453450
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2016,313,14104,252921,1036824
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2016,581,12248,197948,848375
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2016,1412,25043,168771,730703
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2016,289,7907,87196,375471
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2016,178,3520,82537,305282
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2016,625,19076,380049,1562681
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2016,404,4167,74420,276250
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2016,1280,12808,216178,918784
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2016,97,7917,160269,604300
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2016,666,12178,107858,470458
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2016,182,2499,17698,67151
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2016,1324,27533,297438,1247530
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2016,148,3491,11655,59003
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2016,889,14816,55214,241813
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2016,1034,6918,43629,187635
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2016,11,5,35,331
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2016,11417,178732,2038470,8755587
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2016,6,49,333,1487
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2016,3,22,131,499
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2016,23,1057,52555,143785
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2016,1029,8196,110104,532030
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2016,379,12134,157814,665999
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2016,595,9655,141862,603694
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2016,1708,24605,159289,671591
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2016,271,7068,76177,312973
0500000US34007,34007,"Camden County, New Jersey",51,Information,2016,162,3359,51842,208070
0500000US34007,34007,"Camden County, New Jersey",52,Finance and insurance,2016,506,4828,104843,396283
0500000US34007,34007,"Camden County, New Jersey",53,Real estate and rental and leasing,2016,409,2429,27694,125061
0500000US34007,34007,"Camden County, New Jersey",54,"Professional, scientific, and technical services",2016,1372,14919,281683,1198484
0500000US34007,34007,"Camden County, New Jersey",55,Management of companies and enterprises,2016,79,5955,125585,636194
0500000US34007,34007,"Camden County, New Jersey",56,Administrative and support and waste management and remediation services,2016,689,11907,97976,441481
0500000US34007,34007,"Camden County, New Jersey",61,Educational services,2016,172,3894,30900,128041
0500000US34007,34007,"Camden County, New Jersey",62,Health care and social assistance,2016,1556,41541,491567,2123540
0500000US34007,34007,"Camden County, New Jersey",71,"Arts, entertainment, and recreation",2016,154,2396,8876,54601
0500000US34007,34007,"Camden County, New Jersey",72,Accommodation and food services,2016,1038,15803,62964,273015
0500000US34007,34007,"Camden County, New Jersey",81,Other services (except public administration),2016,1251,8894,56179,238242
0500000US34007,34007,"Camden County, New Jersey",99,Industries not classified,2016,15,21,96,517
0500000US34015,34015,"Gloucester County, New Jersey",00,Total for all sectors,2016,5958,93340,898216,3884959
0500000US34015,34015,"Gloucester County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2016,5,11,56,305
0500000US34015,34015,"Gloucester County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2016,3,20,231,1372
0500000US34015,34015,"Gloucester County, New Jersey",22,Utilities,2016,5,148,4050,15642
0500000US34015,34015,"Gloucester County, New Jersey",23,Construction,2016,705,7209,105791,491857
0500000US34015,34015,"Gloucester County, New Jersey",31-33,Manufacturing,2016,230,8037,125726,505772
0500000US34015,34015,"Gloucester County, New Jersey",42,Wholesale trade,2016,335,8402,128745,536024
0500000US34015,34015,"Gloucester County, New Jersey",44-45,Retail trade,2016,905,17466,107207,472075
0500000US34015,34015,"Gloucester County, New Jersey",48-49,Transportation and warehousing,2016,208,4308,45533,192746
0500000US34015,34015,"Gloucester County, New Jersey",51,Information,2016,96,1294,17735,77133
0500000US34015,34015,"Gloucester County, New Jersey",52,Finance and insurance,2016,252,1799,22008,91860
0500000US34015,34015,"Gloucester County, New Jersey",53,Real estate and rental and leasing,2016,166,1318,17744,77415
0500000US34015,34015,"Gloucester County, New Jersey",54,"Professional, scientific, and technical services",2016,519,3718,50357,220443
0500000US34015,34015,"Gloucester County, New Jersey",55,Management of companies and enterprises,2016,32,642,12593,56502
0500000US34015,34015,"Gloucester County, New Jersey",56,Administrative and support and waste management and remediation services,2016,394,7867,49441,224498
0500000US34015,34015,"Gloucester County, New Jersey",61,Educational services,2016,74,1061,6476,27543
0500000US34015,34015,"Gloucester County, New Jersey",62,Health care and social assistance,2016,749,15080,142156,617840
0500000US34015,34015,"Gloucester County, New Jersey",71,"Arts, entertainment, and recreation",2016,95,1447,4736,24990
0500000US34015,34015,"Gloucester County, New Jersey",72,Accommodation and food services,2016,502,9013,32224,140111
0500000US34015,34015,"Gloucester County, New Jersey",81,Other services (except public administration),2016,676,4493,25376,110746
0500000US34015,34015,"Gloucester County, New Jersey",99,Industries not classified,2016,7,7,31,85
0500000US34021,34021,"Mercer County, New Jersey",00,Total for all sectors,2016,9675,190694,3452280,12289759
0500000US34021,34021,"Mercer County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2016,4,57,424,2012
0500000US34021,34021,"Mercer County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2016,1,a,D,D
0500000US34021,34021,"Mercer County, New Jersey",22,Utilities,2016,17,1284,120721,265297
0500000US34021,34021,"Mercer County, New Jersey",23,Construction,2016,648,4574,73358,332549
0500000US34021,34021,"Mercer County, New Jersey",31-33,Manufacturing,2016,237,6182,93778,376668
0500000US34021,34021,"Mercer County, New Jersey",42,Wholesale trade,2016,426,10937,540424,1466685
0500000US34021,34021,"Mercer County, New Jersey",44-45,Retail trade,2016,1257,23562,155507,708858
0500000US34021,34021,"Mercer County, New Jersey",48-49,Transportation and warehousing,2016,181,3490,36473,151497
0500000US34021,34021,"Mercer County, New Jersey",51,Information,2016,199,5630,155634,557707
0500000US34021,34021,"Mercer County, New Jersey",52,Finance and insurance,2016,561,14882,430498,1428517
0500000US34021,34021,"Mercer County, New Jersey",53,Real estate and rental and leasing,2016,337,2066,23073,100527
0500000US34021,34021,"Mercer County, New Jersey",54,"Professional, scientific, and technical services",2016,1600,21617,669471,2317547
0500000US34021,34021,"Mercer County, New Jersey",55,Management of companies and enterprises,2016,69,3756,266236,709087
