GEO.id,GEO.id2,GEO.display-label,NAICS.id,NAICS.display-label,YEAR.id,ESTAB,EMP,PAYQTR1,PAYANN
Geographic identifier code,Id2,Geographic area name,2012 NAICS code,Meaning of 2012 NAICS code,Year,Number of establishments,Paid employees for pay period including March 12 (number),"First-quarter payroll ($1,000)","Annual payroll ($1,000)"
0500000US34005,34005,"Burlington County, New Jersey",00,Total for all sectors,2012,10452,176567,2226290,8919645
0500000US34005,34005,"Burlington County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2012,20,105,806,3851
0500000US34005,34005,"Burlington County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2012,5,b,477,1998
0500000US34005,34005,"Burlington County, New Jersey",22,Utilities,2012,27,f,D,D
0500000US34005,34005,"Burlington County, New Jersey",23,Construction,2012,985,7102,96311,410697
0500000US34005,34005,"Burlington County, New Jersey",31-33,Manufacturing,2012,343,16032,272182,1100633
0500000US34005,34005,"Burlington County, New Jersey",42,Wholesale trade,2012,601,11460,182118,749630
0500000US34005,34005,"Burlington County, New Jersey",44-45,Retail trade,2012,1423,23620,162517,661505
0500000US34005,34005,"Burlington County, New Jersey",48-49,Transportation and warehousing,2012,282,7511,85237,358704
0500000US34005,34005,"Burlington County, New Jersey",51,Information,2012,161,3943,86425,328796
0500000US34005,34005,"Burlington County, New Jersey",52,Finance and insurance,2012,628,15119,295537,1128390
0500000US34005,34005,"Burlington County, New Jersey",53,Real estate and rental and leasing,2012,359,3407,63089,210007
0500000US34005,34005,"Burlington County, New Jersey",54,"Professional, scientific, and technical services",2012,1321,17751,338479,1346732
0500000US34005,34005,"Burlington County, New Jersey",55,Management of companies and enterprises,2012,97,5935,117765,462084
0500000US34005,34005,"Burlington County, New Jersey",56,Administrative and support and waste management and remediation services,2012,714,12989,138856,548607
0500000US34005,34005,"Burlington County, New Jersey",61,Educational services,2012,171,2433,17070,65870
0500000US34005,34005,"Burlington County, New Jersey",62,Health care and social assistance,2012,1221,25408,244582,1032468
0500000US34005,34005,"Burlington County, New Jersey",71,"Arts, entertainment, and recreation",2012,147,2184,7723,39776
0500000US34005,34005,"Burlington County, New Jersey",72,Accommodation and food services,2012,902,13941,50678,211501
0500000US34005,34005,"Burlington County, New Jersey",81,Other services (except public administration),2012,1034,6684,41346,169860
0500000US34005,34005,"Burlington County, New Jersey",99,Industries not classified,2012,11,a,34,164
0500000US34007,34007,"Camden County, New Jersey",00,Total for all sectors,2012,11476,169275,1783989,7481484
0500000US34007,34007,"Camden County, New Jersey",11,"Agriculture, forestry, fishing and hunting",2012,4,57,371,1563
0500000US34007,34007,"Camden County, New Jersey",21,"Mining, quarrying, and oil and gas extraction",2012,2,a,D,D
0500000US34007,34007,"Camden County, New Jersey",22,Utilities,2012,31,1237,42282,120124
0500000US34007,34007,"Camden County, New Jersey",23,Construction,2012,965,6908,88390,382963
0500000US34007,34007,"Camden County, New Jersey",31-33,Manufacturing,2012,388,11176,145959,604833
0500000US34007,34007,"Camden County, New Jersey",42,Wholesale trade,2012,665,9263,133781,543044
0500000US34007,34007,"Camden County, New Jersey",44-45,Retail trade,2012,1731,23712,148301,624889
0500000US34007,34007,"Camden County, New Jersey",48-49,Transportation and warehousing,2012,301,7228,64116,271823
0500000US34007,34007,"Camden County, New Jersey",51,Information,2012,157,3093,41771,163012
