GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",40151,2588,795,395,2561,891,5242,1201,6634,1197,4025,856,4020,1033,2661,791,3956,1363,8218,1287,2039,767
0500000US34007,34007,"Camden County, New Jersey",60231,3464,2862,1186,4923,1189,6314,1195,6359,1390,6161,1058,5522,1101,3223,1014,4512,1104,16376,2296,3979,975
0500000US34015,34015,"Gloucester County, New Jersey",22470,1865,372,316,1880,876,2861,865,2193,800,3093,780,1749,869,1509,639,1602,613,5932,1338,1279,637
0500000US34021,34021,"Mercer County, New Jersey",47498,2624,2065,789,4626,1083,3801,975,5072,1210,5555,1318,3629,1149,2518,1009,5187,1287,12697,1897,2348,818
0500000US42017,42017,"Bucks County, Pennsylvania",54952,3074,1401,619,3786,942,6070,1163,6840,1226,8188,1524,4076,929,3290,852,3688,955,14502,1929,3111,900
0500000US42029,42029,"Chester County, Pennsylvania",48509,2829,1651,698,3897,996,7202,1286,6470,1155,4767,1173,3435,771,3056,1044,3687,956,11386,1901,2958,797
0500000US42045,42045,"Delaware County, Pennsylvania",67126,3081,2628,834,5415,1147,8657,1237,7464,1337,6690,1690,7181,1599,4629,1081,5864,1389,14092,1849,4506,1215
0500000US42091,42091,"Montgomery County, Pennsylvania",90120,3649,2830,728,8126,1297,11978,1523,11830,1741,10042,1647,7486,1597,5519,1104,6443,1283,21516,2247,4350,864
0500000US42101,42101,"Philadelphia County, Pennsylvania",277707,5673,8054,1498,19985,2284,31850,2936,29350,3033,27435,2706,18916,2289,14392,1723,22552,2461,77579,4530,27594,2886
