GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than 10.0 percent,Margin of Error; Less than 10.0 percent,Estimate; 10.0 to 14.9 percent,Margin of Error; 10.0 to 14.9 percent,Estimate; 15.0 to 19.9 percent,Margin of Error; 15.0 to 19.9 percent,Estimate; 20.0 to 24.9 percent,Margin of Error; 20.0 to 24.9 percent,Estimate; 25.0 to 29.9 percent,Margin of Error; 25.0 to 29.9 percent,Estimate; 30.0 to 34.9 percent,Margin of Error; 30.0 to 34.9 percent,Estimate; 35.0 to 39.9 percent,Margin of Error; 35.0 to 39.9 percent,Estimate; 40.0 to 49.9 percent,Margin of Error; 40.0 to 49.9 percent,Estimate; 50.0 percent or more,Margin of Error; 50.0 percent or more,Estimate; Not computed,Margin of Error; Not computed
0500000US34005,34005,"Burlington County, New Jersey",37194,2767,482,292,2793,812,4448,1201,5493,1142,3548,1066,4165,1215,2318,948,3639,1143,8016,1453,2292,777
0500000US34007,34007,"Camden County, New Jersey",59582,3117,2062,940,3834,1045,7803,1612,6383,1141,6453,1432,6519,1347,4495,1185,5286,1247,13822,1863,2925,981
0500000US34015,34015,"Gloucester County, New Jersey",19679,1974,470,377,1655,783,3368,971,2189,703,1508,677,1760,667,1076,433,1533,646,4626,1026,1494,666
0500000US34021,34021,"Mercer County, New Jersey",38480,2483,1147,550,2874,928,4244,990,3734,1018,5009,1361,4093,1247,2368,894,3638,1094,9376,1742,1997,719
0500000US42017,42017,"Bucks County, Pennsylvania",47759,3405,1426,676,3583,922,6371,1294,6469,1464,5590,1126,4982,1472,1974,650,3668,824,11516,1817,2180,787
0500000US42029,42029,"Chester County, Pennsylvania",39852,2633,1307,628,4343,1031,6376,1463,6285,1193,5453,1479,2335,797,1894,788,2975,920,6840,1220,2044,640
0500000US42045,42045,"Delaware County, Pennsylvania",57239,2922,1760,728,4492,867,6471,1400,7330,1336,6280,1207,3470,856,3394,1037,4023,934,16226,2004,3793,1091
0500000US42091,42091,"Montgomery County, Pennsylvania",72209,3270,2598,725,6261,1384,9035,1520,8861,1426,9027,1706,6292,1236,4065,946,7004,1415,14988,1964,4078,876
0500000US42101,42101,"Philadelphia County, Pennsylvania",239363,6884,9275,2018,15374,2295,25373,2515,26373,3376,25901,2617,18262,2292,13107,2358,19988,2718,68330,4566,17380,2614
