GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",44017,2703,1074,505,3223,960,4546,1057,5939,1232,4458,1198,4480,1088,3142,1023,4159,979,10558,1638,2438,728
0500000US34007,34007,"Camden County, New Jersey",61128,3164,2565,735,4440,1319,6173,1428,7863,1737,5310,1125,7143,1611,3124,975,4748,1247,15696,1798,4066,936
0500000US34015,34015,"Gloucester County, New Jersey",22622,2118,878,598,1078,535,1887,773,2317,807,2373,793,1679,716,1557,658,3105,1073,6472,1249,1276,503
0500000US34021,34021,"Mercer County, New Jersey",47481,2275,1250,638,4811,1014,4708,1092,4619,1069,6643,1616,3909,1107,3415,924,3964,1165,10790,1487,3372,901
0500000US42017,42017,"Bucks County, Pennsylvania",57855,3042,2796,1102,4395,1048,6468,1139,6706,1450,8001,1403,6258,1148,3098,787,4604,1219,13449,2008,2080,533
0500000US42029,42029,"Chester County, Pennsylvania",45797,2970,2224,872,3856,1016,6072,1404,6269,1306,4991,1029,3835,1017,2487,745,4277,1076,10060,1778,1726,645
0500000US42045,42045,"Delaware County, Pennsylvania",60565,3347,2460,758,4955,1052,7984,1698,6597,998,5351,883,5167,1331,3979,1203,5905,1256,14319,1771,3848,1129
0500000US42091,42091,"Montgomery County, Pennsylvania",85480,3510,3378,732,8081,1350,9862,1400,10670,1366,9092,1489,6010,1225,5167,1070,6883,1425,22068,2286,4269,969
0500000US42101,42101,"Philadelphia County, Pennsylvania",275397,5931,9670,1834,19265,2718,27509,2728,27932,2471,26364,3149,21562,2182,16519,2118,21059,2463,83927,4427,21590,2359
