GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",41236,2492,1860,737,3484,1012,5280,1164,5710,1121,4936,1186,3150,884,3085,908,3838,976,8138,1383,1755,583
0500000US34007,34007,"Camden County, New Jersey",64753,3403,1761,853,3163,903,8153,1226,9023,1556,6267,1263,5983,1644,2945,930,5074,1405,19043,2779,3341,1109
0500000US34015,34015,"Gloucester County, New Jersey",20047,2015,261,224,799,477,2482,899,2286,696,1680,708,2541,725,1614,708,2152,823,5045,1365,1187,549
0500000US34021,34021,"Mercer County, New Jersey",47016,2758,2083,702,4423,1289,5123,1311,5181,1290,4292,1050,4411,1255,2954,901,2922,996,12092,1769,3535,996
0500000US42017,42017,"Bucks County, Pennsylvania",54408,2914,2684,910,4917,1196,5561,1095,6010,1399,5462,1365,4925,1352,2995,879,4837,1030,14610,2160,2407,658
0500000US42029,42029,"Chester County, Pennsylvania",46594,2701,1833,547,4540,967,6029,1347,7632,1525,4701,1108,3241,932,3474,1206,3581,833,9291,1610,2272,808
0500000US42045,42045,"Delaware County, Pennsylvania",62312,2840,2994,638,5065,1175,8302,1408,7571,1386,6332,1545,4386,1069,3218,809,4718,1014,15784,1857,3942,981
0500000US42091,42091,"Montgomery County, Pennsylvania",89165,3467,2957,912,9160,1377,11433,1525,12687,1746,9905,1368,7605,1334,5729,1293,6690,1294,19629,1992,3370,841
0500000US42101,42101,"Philadelphia County, Pennsylvania",309279,6790,10746,1692,19198,2365,31002,2700,25606,2491,27885,3375,22301,2372,13287,2479,18764,2839,77969,5515,62521,4388
