GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",37389,2635,729,388,3031,897,3523,829,4445,1299,3723,1025,2780,810,2787,999,4207,1093,10232,1758,1932,622
0500000US34007,34007,"Camden County, New Jersey",59907,3100,1531,572,5095,1356,5117,1218,6495,1500,6967,1467,4077,1054,4386,1127,5004,1082,18162,2003,3073,730
0500000US34015,34015,"Gloucester County, New Jersey",21298,2293,514,459,1640,864,2976,1212,1811,620,2845,1015,1357,670,1401,568,2548,869,5111,1151,1095,427
0500000US34021,34021,"Mercer County, New Jersey",44892,2960,1595,725,4202,1208,4232,1090,4579,1188,6214,1486,4364,1076,2132,692,4002,1140,11716,1538,1856,663
0500000US42017,42017,"Bucks County, Pennsylvania",54630,2786,1003,492,3614,933,5452,1183,7580,1444,6041,1391,5596,1364,3416,993,4780,1390,14295,2097,2853,715
0500000US42029,42029,"Chester County, Pennsylvania",49300,2796,1511,664,4036,1029,5713,1254,7874,1535,5764,1217,3599,995,3275,1049,4451,1111,10952,1702,2125,491
0500000US42045,42045,"Delaware County, Pennsylvania",60506,2738,1716,557,3923,874,6069,1172,6412,1116,5761,1058,4991,1023,4517,1378,6555,1267,18173,1909,2389,627
0500000US42091,42091,"Montgomery County, Pennsylvania",84051,3524,2745,855,7566,1160,10686,1562,10956,1781,8330,1556,6805,1185,4385,1046,8619,1602,18842,1886,5117,998
0500000US42101,42101,"Philadelphia County, Pennsylvania",265126,7665,6762,1800,14813,2129,22195,2645,27797,2736,30134,3166,17157,2026,15040,2487,20277,2402,88678,4818,22273,2755
