GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Less than 10.0 percent,Margin of Error; Less than 10.0 percent,Estimate; 10.0 to 14.9 percent,Margin of Error; 10.0 to 14.9 percent,Estimate; 15.0 to 19.9 percent,Margin of Error; 15.0 to 19.9 percent,Estimate; 20.0 to 24.9 percent,Margin of Error; 20.0 to 24.9 percent,Estimate; 25.0 to 29.9 percent,Margin of Error; 25.0 to 29.9 percent,Estimate; 30.0 to 34.9 percent,Margin of Error; 30.0 to 34.9 percent,Estimate; 35.0 to 39.9 percent,Margin of Error; 35.0 to 39.9 percent,Estimate; 40.0 to 49.9 percent,Margin of Error; 40.0 to 49.9 percent,Estimate; 50.0 percent or more,Margin of Error; 50.0 percent or more,Estimate; Not computed,Margin of Error; Not computed
0500000US34005,34005,"Burlington County, New Jersey",37315,3057,1151,513,2591,849,5713,1475,3908,1016,4028,1079,3449,1172,1983,848,2867,1063,9404,1868,2221,619
0500000US34007,34007,"Camden County, New Jersey",58863,3064,1815,744,3296,1042,7462,1468,8189,1726,6770,1410,4474,1018,4469,1184,6263,1492,12648,1758,3477,1133
0500000US34015,34015,"Gloucester County, New Jersey",19501,1733,196,195,538,330,1534,573,3516,1282,2003,685,2238,712,1334,746,1482,584,5630,1267,1030,494
0500000US34021,34021,"Mercer County, New Jersey",42485,2548,1191,581,4286,1144,4742,1173,4830,1265,5331,1417,3449,909,2522,1062,2982,941,11334,1700,1818,754
0500000US42017,42017,"Bucks County, Pennsylvania",45903,2849,1415,653,2253,601,4952,1324,7188,1438,6031,1147,3246,850,3118,1044,3845,899,10987,1536,2868,704
0500000US42029,42029,"Chester County, Pennsylvania",41389,2800,1443,493,3081,917,5150,1154,5967,1372,5348,1292,3625,947,2521,896,2884,862,8295,1241,3075,981
0500000US42045,42045,"Delaware County, Pennsylvania",55542,2764,1693,739,4487,1032,7120,1257,4210,950,5930,1240,5423,1229,3147,802,5532,1173,14899,1627,3101,786
0500000US42091,42091,"Montgomery County, Pennsylvania",76309,3604,1625,590,6578,1128,11422,1902,10535,1660,8530,1617,6639,1435,4276,856,6765,1461,15587,1933,4352,1050
0500000US42101,42101,"Philadelphia County, Pennsylvania",258459,7971,8281,1795,17286,2805,27563,3324,27017,2834,25696,3589,20173,2640,12917,2112,20264,2672,76523,5607,22739,2514
