GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",38468,2270,1148,552,2543,749,3792,912,6545,1310,4026,1085,2625,626,2472,812,3987,886,8900,1501,2430,749
0500000US34007,34007,"Camden County, New Jersey",59056,2744,2254,848,3175,894,5779,1267,5449,1299,5993,1108,4769,1072,3623,941,6521,1517,18874,2405,2619,723
0500000US34015,34015,"Gloucester County, New Jersey",19535,1563,232,193,1230,590,1288,494,3047,793,1538,466,1943,656,1508,603,1381,472,5831,1292,1537,550
0500000US34021,34021,"Mercer County, New Jersey",45980,2915,1357,669,3403,1227,4285,1028,5090,1149,4695,1259,3867,997,3559,1176,5763,1376,11230,1962,2731,743
0500000US42017,42017,"Bucks County, Pennsylvania",51521,2601,1206,632,3598,1015,6662,1359,6893,1283,6688,1293,4899,1131,2881,879,3827,874,12602,1782,2265,578
0500000US42029,42029,"Chester County, Pennsylvania",44081,2436,2621,930,3126,791,6263,1198,5152,1066,3878,790,3206,811,2719,915,3435,914,10397,1749,3284,861
0500000US42045,42045,"Delaware County, Pennsylvania",64019,2832,2064,606,5649,1090,6224,1130,6859,1246,5991,1174,4270,913,3559,878,6948,1307,18728,1992,3727,966
0500000US42091,42091,"Montgomery County, Pennsylvania",87045,3550,2883,786,7522,1406,12010,1637,11536,1480,10142,1379,5999,1116,3691,804,6941,1283,21401,1999,4920,1177
0500000US42101,42101,"Philadelphia County, Pennsylvania",277323,6610,8336,1535,16455,1916,25719,2720,29180,2998,29151,2619,22205,2334,15180,2071,24245,2593,82276,4781,24576,2516
