GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
0500000US34005,34005,"Burlington County, New Jersey",40601,2732,917,454,3863,1126,5678,1076,4350,1162,3206,870,3940,917,2735,931,4279,986,9639,1401,1994,715
0500000US34007,34007,"Camden County, New Jersey",62155,3253,1382,600,3997,1115,6958,1492,7052,1284,7373,1435,6445,1507,3036,1040,4869,938,17571,2379,3472,918
0500000US34015,34015,"Gloucester County, New Jersey",22891,1928,676,339,1625,691,2499,917,2451,681,1941,807,1656,696,1834,666,1016,447,8013,1479,1180,516
0500000US34021,34021,"Mercer County, New Jersey",47959,2793,1609,661,3766,1262,4329,1280,5629,1318,5191,1218,5191,1388,2644,822,4541,1069,12674,1706,2385,811
0500000US42017,42017,"Bucks County, Pennsylvania",58609,2844,2628,829,4456,1169,5598,1098,6689,1267,6230,1220,5676,1160,3733,1056,4144,1013,16120,2094,3335,931
0500000US42029,42029,"Chester County, Pennsylvania",44817,3016,1389,591,4274,1016,5788,1246,5419,1083,4810,1163,2798,835,3213,861,3953,1075,11217,1597,1956,669
0500000US42045,42045,"Delaware County, Pennsylvania",61112,2770,2303,578,4284,827,6014,1115,6864,1099,5883,1170,5993,1214,3609,738,5514,891,16389,2074,4259,869
0500000US42091,42091,"Montgomery County, Pennsylvania",88348,2912,2889,769,7736,1498,10727,1513,9765,1400,10395,1480,8897,1586,4968,1014,8841,1524,18930,2156,5200,1005
0500000US42101,42101,"Philadelphia County, Pennsylvania",277301,7122,8472,1617,17856,2247,26086,2738,25274,2265,30584,2580,20990,2650,18817,2115,23936,2598,82570,5026,22716,2522
