GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",27897,1878,31486,1201,24813,1570
0500000US34003,34003,"Bergen County, New Jersey",45901,1439,53138,3670,37201,1877
0500000US34005,34005,"Burlington County, New Jersey",41371,1086,49637,2589,35628,1586
0500000US34007,34007,"Camden County, New Jersey",32856,2079,40902,1349,27373,1669
0500000US34009,34009,"Cape May County, New Jersey",30256,2606,35126,4441,26310,2329
0500000US34011,34011,"Cumberland County, New Jersey",25153,2545,25862,2097,23579,2969
0500000US34013,34013,"Essex County, New Jersey",32402,887,38993,2915,29727,1671
0500000US34015,34015,"Gloucester County, New Jersey",38686,3141,48631,3391,30973,1423
0500000US34017,34017,"Hudson County, New Jersey",35308,1260,38136,4061,30975,1289
0500000US34019,34019,"Hunterdon County, New Jersey",51660,3191,61200,4847,41793,5130
0500000US34021,34021,"Mercer County, New Jersey",35102,2125,37742,4198,30754,1850
0500000US34023,34023,"Middlesex County, New Jersey",41249,690,51155,810,32084,979
0500000US34025,34025,"Monmouth County, New Jersey",41951,990,53178,4262,31811,911
0500000US34027,34027,"Morris County, New Jersey",51144,865,61244,1759,41019,1944
0500000US34029,34029,"Ocean County, New Jersey",32202,1215,42127,1903,25799,1215
0500000US34031,34031,"Passaic County, New Jersey",32052,737,37164,1938,27878,1952
0500000US34033,34033,"Salem County, New Jersey",37282,6220,41603,3455,30314,3971
0500000US34035,34035,"Somerset County, New Jersey",50074,2659,60563,2578,39681,3186
0500000US34037,34037,"Sussex County, New Jersey",41905,1947,55084,4716,31388,1758
0500000US34039,34039,"Union County, New Jersey",36224,945,42121,2579,29758,1730
0500000US34041,34041,"Warren County, New Jersey",38013,3834,49982,4397,31276,3100
0500000US42001,42001,"Adams County, Pennsylvania",28231,2255,38186,3906,21333,2419
0500000US42003,42003,"Allegheny County, Pennsylvania",32045,375,40361,792,26987,628
0500000US42005,42005,"Armstrong County, Pennsylvania",29054,3707,36436,4076,21723,1424
0500000US42007,42007,"Beaver County, Pennsylvania",30715,970,35559,3632,26570,1375
0500000US42011,42011,"Berks County, Pennsylvania",31144,719,38326,1795,24882,1394
0500000US42013,42013,"Blair County, Pennsylvania",26701,1378,31848,2392,21519,1588
0500000US42017,42017,"Bucks County, Pennsylvania",40488,686,47008,1601,31275,930
0500000US42019,42019,"Butler County, Pennsylvania",32249,1540,41899,2978,25128,2389
0500000US42021,42021,"Cambria County, Pennsylvania",26341,1464,32323,2644,21171,1283
0500000US42025,42025,"Carbon County, Pennsylvania",25418,2029,33703,7441,20495,2235
0500000US42027,42027,"Centre County, Pennsylvania",22037,1265,26172,2169,16089,1966
0500000US42029,42029,"Chester County, Pennsylvania",40879,930,50775,1173,32057,1314
0500000US42033,42033,"Clearfield County, Pennsylvania",23026,2222,30155,2791,18382,1819
0500000US42037,42037,"Columbia County, Pennsylvania",27695,2621,36484,2283,21415,1427
0500000US42039,42039,"Crawford County, Pennsylvania",25409,1650,31383,1244,20863,1666
0500000US42041,42041,"Cumberland County, Pennsylvania",31332,1045,40259,2466,24570,2174
0500000US42043,42043,"Dauphin County, Pennsylvania",31721,801,38426,4033,27781,2196
0500000US42045,42045,"Delaware County, Pennsylvania",36340,1089,41814,1246,31308,931
0500000US42049,42049,"Erie County, Pennsylvania",25722,778,30664,1341,21605,879
0500000US42051,42051,"Fayette County, Pennsylvania",26464,1133,32190,1785,21158,1301
0500000US42055,42055,"Franklin County, Pennsylvania",32586,2652,39917,2305,25535,2528
0500000US42063,42063,"Indiana County, Pennsylvania",23696,2494,31229,1933,16868,2950
0500000US42069,42069,"Lackawanna County, Pennsylvania",27101,1088,31398,789,22308,1440
0500000US42071,42071,"Lancaster County, Pennsylvania",30422,664,39375,1946,21719,744
0500000US42073,42073,"Lawrence County, Pennsylvania",28643,2865,37122,3552,21304,1966
0500000US42075,42075,"Lebanon County, Pennsylvania",30991,949,36092,2377,25751,1601
0500000US42077,42077,"Lehigh County, Pennsylvania",31251,836,37169,2284,25543,1514
0500000US42079,42079,"Luzerne County, Pennsylvania",28323,1361,32319,1652,24817,1363
0500000US42081,42081,"Lycoming County, Pennsylvania",25566,1484,31708,1358,20779,886
0500000US42085,42085,"Mercer County, Pennsylvania",24685,1688,31153,1840,20023,1958
0500000US42089,42089,"Monroe County, Pennsylvania",28439,2417,32840,4165,22961,2456
0500000US42091,42091,"Montgomery County, Pennsylvania",41216,565,50586,890,33370,1805
0500000US42095,42095,"Northampton County, Pennsylvania",31902,1076,39758,3563,27080,2069
0500000US42097,42097,"Northumberland County, Pennsylvania",27233,1319,32092,1453,21453,1529
0500000US42101,42101,"Philadelphia County, Pennsylvania",29998,1135,31619,695,26780,752
0500000US42107,42107,"Schuylkill County, Pennsylvania",30045,1803,35124,2301,23404,1783
0500000US42111,42111,"Somerset County, Pennsylvania",26159,1512,32253,2270,21314,1041
0500000US42125,42125,"Washington County, Pennsylvania",31306,978,39599,2903,25039,1541
0500000US42129,42129,"Westmoreland County, Pennsylvania",31620,907,40363,1017,23794,1757
0500000US42133,42133,"York County, Pennsylvania",31384,725,39500,2058,25224,1113
