GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
0500000US34001,34001,"Atlantic County, New Jersey",26663,919,30173,2390,24721,1885
0500000US34003,34003,"Bergen County, New Jersey",44350,2594,51779,799,37004,1503
0500000US34005,34005,"Burlington County, New Jersey",41615,771,49021,2919,35284,1723
0500000US34007,34007,"Camden County, New Jersey",32314,1376,38916,2004,28332,1486
0500000US34009,34009,"Cape May County, New Jersey",29297,3241,35175,7233,23621,2785
0500000US34011,34011,"Cumberland County, New Jersey",26814,1685,31430,2967,23508,2431
0500000US34013,34013,"Essex County, New Jersey",32961,1401,36879,1370,30623,993
0500000US34015,34015,"Gloucester County, New Jersey",39496,2570,46649,1583,30400,2637
0500000US34017,34017,"Hudson County, New Jersey",35677,1002,40066,2483,30882,1262
0500000US34019,34019,"Hunterdon County, New Jersey",49085,3149,61136,7339,36819,6185
0500000US34021,34021,"Mercer County, New Jersey",34666,2309,40009,2763,31020,1255
0500000US34023,34023,"Middlesex County, New Jersey",40270,812,47119,1433,32242,1260
0500000US34025,34025,"Monmouth County, New Jersey",42266,1512,52607,1934,31900,1354
0500000US34027,34027,"Morris County, New Jersey",48157,2521,60090,2392,36967,1606
0500000US34029,34029,"Ocean County, New Jersey",32153,994,41115,1074,25446,1310
0500000US34031,34031,"Passaic County, New Jersey",30444,907,34967,3324,26301,1306
0500000US34033,34033,"Salem County, New Jersey",35888,4496,45144,3377,25504,4425
0500000US34035,34035,"Somerset County, New Jersey",49789,2278,57077,3459,41938,1617
0500000US34037,34037,"Sussex County, New Jersey",40273,1591,51721,2825,31778,1692
0500000US34039,34039,"Union County, New Jersey",35214,1750,40016,1668,31020,1045
0500000US34041,34041,"Warren County, New Jersey",37484,3262,48437,4407,27561,3667
0500000US42001,42001,"Adams County, Pennsylvania",26941,1117,32547,3598,23868,2640
0500000US42003,42003,"Allegheny County, Pennsylvania",30106,627,34717,1428,25005,915
0500000US42005,42005,"Armstrong County, Pennsylvania",26726,1388,35286,4132,20701,1327
0500000US42007,42007,"Beaver County, Pennsylvania",27943,1462,34844,2898,22646,1983
0500000US42011,42011,"Berks County, Pennsylvania",28868,1378,36207,1020,23360,1709
0500000US42013,42013,"Blair County, Pennsylvania",25082,1533,30383,2016,20660,995
0500000US42017,42017,"Bucks County, Pennsylvania",36604,824,45611,1181,28382,1994
0500000US42019,42019,"Butler County, Pennsylvania",30639,1173,39005,3237,21746,1405
0500000US42021,42021,"Cambria County, Pennsylvania",24550,1448,31551,1527,19486,1976
0500000US42025,42025,"Carbon County, Pennsylvania",24650,2324,35478,6548,19618,3353
0500000US42027,42027,"Centre County, Pennsylvania",19008,1607,20359,1438,17838,2183
0500000US42029,42029,"Chester County, Pennsylvania",40844,737,50470,1473,33463,2046
0500000US42033,42033,"Clearfield County, Pennsylvania",23249,1802,27384,2771,20073,2151
0500000US42037,42037,"Columbia County, Pennsylvania",27078,1773,34598,3227,21348,2594
0500000US42039,42039,"Crawford County, Pennsylvania",22054,995,27652,3096,17792,2207
0500000US42041,42041,"Cumberland County, Pennsylvania",31353,1207,37110,1802,25082,2832
0500000US42043,42043,"Dauphin County, Pennsylvania",31325,1147,39213,2827,25610,1933
0500000US42045,42045,"Delaware County, Pennsylvania",32216,602,40820,905,27458,1274
0500000US42049,42049,"Erie County, Pennsylvania",24097,1597,28846,2321,20579,1332
0500000US42051,42051,"Fayette County, Pennsylvania",22339,1638,27163,4345,18092,2755
0500000US42055,42055,"Franklin County, Pennsylvania",28506,2465,33095,3571,23571,2656
0500000US42063,42063,"Indiana County, Pennsylvania",21159,1968,26057,2523,16942,2040
0500000US42069,42069,"Lackawanna County, Pennsylvania",26508,974,31949,1709,21723,978
0500000US42071,42071,"Lancaster County, Pennsylvania",27866,889,35569,1142,20947,797
0500000US42073,42073,"Lawrence County, Pennsylvania",25160,2202,31006,1728,19128,2898
0500000US42075,42075,"Lebanon County, Pennsylvania",28902,1873,36098,1311,24006,2380
0500000US42077,42077,"Lehigh County, Pennsylvania",28370,2745,34816,2805,23399,2359
0500000US42079,42079,"Luzerne County, Pennsylvania",26440,873,31958,1126,21663,825
0500000US42081,42081,"Lycoming County, Pennsylvania",23268,1889,27404,2159,19821,2414
0500000US42085,42085,"Mercer County, Pennsylvania",23655,2137,30971,2028,17979,1958
0500000US42089,42089,"Monroe County, Pennsylvania",27453,3988,39460,4829,20395,1506
0500000US42091,42091,"Montgomery County, Pennsylvania",41154,700,50523,948,33353,2051
0500000US42095,42095,"Northampton County, Pennsylvania",31447,879,40275,1740,25544,1692
0500000US42097,42097,"Northumberland County, Pennsylvania",23712,2490,29876,2179,20123,2348
0500000US42101,42101,"Philadelphia County, Pennsylvania",26720,523,29659,1388,24707,1186
0500000US42107,42107,"Schuylkill County, Pennsylvania",26523,1270,31877,1480,21464,845
0500000US42111,42111,"Somerset County, Pennsylvania",22651,2763,30101,2704,19553,2109
0500000US42125,42125,"Washington County, Pennsylvania",28218,1943,38407,2318,19917,1588
0500000US42129,42129,"Westmoreland County, Pennsylvania",29030,1963,35758,1220,23835,1628
0500000US42133,42133,"York County, Pennsylvania",31270,753,39277,2252,23838,1435
