GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",11340,983,30805,2004,52187,2350,80410,3750,174966,9895,299357,29081
0500000US34003,34003,"Bergen County, New Jersey",17337,1073,47708,1548,82444,1970,133584,3198,301733,11860,550896,38420
0500000US34005,34005,"Burlington County, New Jersey",21889,1297,51712,1685,77536,1951,112585,3071,219566,8266,354140,29721
0500000US34007,34007,"Camden County, New Jersey",11071,1062,32698,1882,58887,2217,93315,2815,190508,11231,322940,39071
0500000US34009,34009,"Cape May County, New Jersey",13852,1844,36179,3046,60310,3833,93292,5148,179747,13704,301701,40149
0500000US34011,34011,"Cumberland County, New Jersey",9423,1262,25474,2898,45243,3573,75337,5219,141971,11145,221664,34210
0500000US34013,34013,"Essex County, New Jersey",10176,599,28883,1094,53384,1835,93035,3143,246841,11115,467297,33032
0500000US34015,34015,"Gloucester County, New Jersey",17604,1632,43827,2340,71816,2969,108602,4027,195202,9855,298869,28643
0500000US34017,34017,"Hudson County, New Jersey",10803,673,30024,1525,56520,2217,94519,2928,218726,10087,380605,28171
0500000US34019,34019,"Hunterdon County, New Jersey",26078,3033,65590,5575,109363,7934,164547,10000,358388,47480,623182,143268
0500000US34021,34021,"Mercer County, New Jersey",14033,1272,41293,2439,70945,3004,112846,4683,257556,14686,445169,43085
0500000US34023,34023,"Middlesex County, New Jersey",16864,992,45670,1899,76743,2155,114889,2647,217506,7422,338979,19667
0500000US34025,34025,"Monmouth County, New Jersey",18788,1222,49334,2051,84687,2838,130589,4135,277516,11508,485210,33492
0500000US34027,34027,"Morris County, New Jersey",25294,1795,63962,2601,99887,2605,149176,4135,347688,19038,634970,50781
0500000US34029,34029,"Ocean County, New Jersey",14727,924,35821,1600,60314,2180,94312,2851,186341,9676,309253,31935
0500000US34031,34031,"Passaic County, New Jersey",11409,979,32225,1794,59085,2773,98593,3548,210487,12310,357008,34890
0500000US34033,34033,"Salem County, New Jersey",12526,2485,35229,3609,61940,5141,94710,6246,164931,14780,252647,39952
0500000US34035,34035,"Somerset County, New Jersey",24103,2335,61334,3464,97728,4149,151633,6624,340388,20837,603998,62747
0500000US34037,34037,"Sussex County, New Jersey",21594,2293,53827,4253,87296,4556,124715,6690,239968,19481,385458,58801
0500000US34039,34039,"Union County, New Jersey",13607,1082,37222,2012,64851,2479,108354,3641,264749,14078,489302,36834
0500000US34041,34041,"Warren County, New Jersey",17792,2652,42983,3023,66897,4885,103708,5606,208368,17118,337074,43985
0500000US42001,42001,"Adams County, Pennsylvania",18207,1507,38589,2564,59440,2694,84635,4257,164129,13732,271707,42736
0500000US42003,42003,"Allegheny County, Pennsylvania",11210,506,29883,769,51834,991,83031,1303,185852,5620,333199,17627
0500000US42005,42005,"Armstrong County, Pennsylvania",11745,1200,25831,2056,43304,3012,68103,4388,133375,11017,211176,32016
0500000US42007,42007,"Beaver County, Pennsylvania",12035,1213,29681,1988,50062,2657,79223,3567,149511,11313,242883,36548
0500000US42011,42011,"Berks County, Pennsylvania",12726,1008,32906,1184,56250,1721,86615,2223,169129,8800,282289,30448
0500000US42013,42013,"Blair County, Pennsylvania",10955,1447,26251,2014,42982,3199,69622,3626,135114,9238,218667,25110
0500000US42017,42017,"Bucks County, Pennsylvania",19117,1105,45090,1506,73929,2398,112462,2559,241822,11431,424319,34314
0500000US42019,42019,"Butler County, Pennsylvania",13738,1395,35137,2319,59263,2596,92565,4335,193915,13972,325670,39165
0500000US42021,42021,"Cambria County, Pennsylvania",9465,1149,24325,2017,41797,2702,66908,3169,123621,9169,191437,28025
0500000US42025,42025,"Carbon County, Pennsylvania",12302,2231,28563,2749,44686,3456,68766,4216,130445,13925,214949,46400
0500000US42027,42027,"Centre County, Pennsylvania",10986,1907,31043,2489,52778,3065,81975,4646,168346,12950,259628,31886
0500000US42029,42029,"Chester County, Pennsylvania",20567,1371,50902,1991,84356,2783,130226,3361,276214,10595,472547,32714
0500000US42033,42033,"Clearfield County, Pennsylvania",9493,1860,24199,2037,39416,2812,60308,2733,119084,11745,203980,41118
0500000US42037,42037,"Columbia County, Pennsylvania",9124,1605,25529,3189,46043,3469,73429,4878,155397,18045,268485,63098
0500000US42039,42039,"Crawford County, Pennsylvania",12721,901,26721,1959,44407,2329,64920,2742,128209,11427,216387,38606
0500000US42041,42041,"Cumberland County, Pennsylvania",15644,1454,37735,1885,59995,2212,91907,3584,180386,11265,294405,34812
0500000US42043,42043,"Dauphin County, Pennsylvania",13327,1275,34222,1595,54079,2028,81943,3311,172466,12970,296674,40705
0500000US42045,42045,"Delaware County, Pennsylvania",14107,1010,37494,1558,64735,2273,102728,3090,233726,13289,429969,42679
0500000US42049,42049,"Erie County, Pennsylvania",10553,918,26444,1459,44198,1765,68821,2617,146392,11717,255199,40101
0500000US42051,42051,"Fayette County, Pennsylvania",8688,998,21429,1616,38437,2589,61975,3025,119309,6825,186223,19814
0500000US42055,42055,"Franklin County, Pennsylvania",14691,1693,35525,2548,55406,2985,82127,3662,148303,13144,241673,44117
0500000US42063,42063,"Indiana County, Pennsylvania",9828,1700,26177,2655,44997,2867,68462,3690,141095,12563,233587,37238
0500000US42069,42069,"Lackawanna County, Pennsylvania",10447,884,26113,1868,44843,2208,68831,2960,146563,11872,250903,38822
0500000US42071,42071,"Lancaster County, Pennsylvania",15394,981,36187,1341,56763,1709,82836,2294,165227,7510,277923,24691
0500000US42073,42073,"Lawrence County, Pennsylvania",10992,1635,26106,1942,43542,2878,67980,4503,133931,14181,230088,52509
0500000US42075,42075,"Lebanon County, Pennsylvania",15463,1741,35903,2168,55753,2577,80209,4520,155433,14805,256103,42969
0500000US42077,42077,"Lehigh County, Pennsylvania",12237,1099,32868,1675,54470,1943,83248,2979,177295,9047,301145,25831
0500000US42079,42079,"Luzerne County, Pennsylvania",10544,641,25781,1242,45695,1774,70860,1936,143700,9742,239742,30981
0500000US42081,42081,"Lycoming County, Pennsylvania",11761,1241,28169,1995,47450,2508,70897,3207,143663,15959,253603,55573
0500000US42085,42085,"Mercer County, Pennsylvania",11954,1282,28118,1758,44352,2559,67333,3328,131728,7746,205843,21784
0500000US42089,42089,"Monroe County, Pennsylvania",15976,1831,34827,3131,55017,3379,84455,7148,159202,11032,230042,27644
0500000US42091,42091,"Montgomery County, Pennsylvania",17904,855,46111,1521,77220,2068,119495,2940,274367,10140,505227,29875
0500000US42095,42095,"Northampton County, Pennsylvania",14369,1328,35604,2163,60256,2761,92247,3387,177726,9301,282024,26005
0500000US42097,42097,"Northumberland County, Pennsylvania",10963,1367,25985,2144,41294,2645,63504,3670,119457,8786,190079,26223
0500000US42101,42101,"Philadelphia County, Pennsylvania",6507,355,20067,647,36993,956,61368,1448,148139,5227,269546,17594
0500000US42107,42107,"Schuylkill County, Pennsylvania",11135,1159,26331,1737,42008,2517,67788,3255,128388,8116,203100,23570
0500000US42111,42111,"Somerset County, Pennsylvania",12417,1535,28004,1857,44306,2695,68206,4199,126497,13405,199829,42912
0500000US42125,42125,"Washington County, Pennsylvania",12496,1166,33051,1776,54995,2282,82381,2559,171291,13553,287713,45934
0500000US42129,42129,"Westmoreland County, Pennsylvania",12237,828,30745,1172,51409,1749,80213,2553,164939,10581,280424,34970
0500000US42133,42133,"York County, Pennsylvania",15022,882,35487,1265,56977,1945,84022,2525,166428,11475,275419,39338
