GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07
Id,Id2,Geography,Estimate; Quintile Means: - Lowest Quintile,Margin of Error; Quintile Means: - Lowest Quintile,Estimate; Quintile Means: - Second Quintile,Margin of Error; Quintile Means: - Second Quintile,Estimate; Quintile Means: - Third Quintile,Margin of Error; Quintile Means: - Third Quintile,Estimate; Quintile Means: - Fourth Quintile,Margin of Error; Quintile Means: - Fourth Quintile,Estimate; Quintile Means: - Highest Quintile,Margin of Error; Quintile Means: - Highest Quintile,Estimate; Top 5 Percent,Margin of Error; Top 5 Percent
0500000US34001,34001,"Atlantic County, New Jersey",12324,1056,30537,2049,51786,3026,81107,4091,158938,8052,244903,20577
0500000US34003,34003,"Bergen County, New Jersey",16374,1163,47316,1814,82965,2199,128193,3149,289500,13049,531648,41187
0500000US34005,34005,"Burlington County, New Jersey",19159,1198,46573,1672,74470,2113,110077,3211,228823,11041,395755,35741
0500000US34007,34007,"Camden County, New Jersey",11908,823,33627,1454,59477,1868,93052,2354,195578,9774,339131,31241
0500000US34009,34009,"Cape May County, New Jersey",15271,1807,34962,3381,56907,3242,85953,4628,175614,10280,279947,25443
0500000US34011,34011,"Cumberland County, New Jersey",9325,1528,26222,2764,46657,3188,76018,4770,150085,12839,236728,40225
0500000US34013,34013,"Essex County, New Jersey",9441,546,27741,909,51193,1562,89844,2396,234653,8550,431939,26814
0500000US34015,34015,"Gloucester County, New Jersey",17622,1641,46641,2337,73693,2772,109625,3279,193519,8787,292012,26923
0500000US34017,34017,"Hudson County, New Jersey",10889,762,31563,1505,58731,2110,96511,2526,209437,7962,353803,22410
0500000US34019,34019,"Hunterdon County, New Jersey",25452,3106,65718,5108,105940,6745,153462,7798,338066,39607,633764,113280
0500000US34021,34021,"Mercer County, New Jersey",14109,1210,40098,1878,69439,3173,111959,3528,262691,19905,482330,66877
0500000US34023,34023,"Middlesex County, New Jersey",17302,1027,46231,1686,77306,1853,114997,2566,220673,6038,345083,18637
0500000US34025,34025,"Monmouth County, New Jersey",17696,1195,48429,2020,82194,2569,127019,3595,264893,11627,450265,36738
0500000US34027,34027,"Morris County, New Jersey",24171,1673,60023,2538,94997,3010,142413,4550,312368,16197,558241,47303
0500000US34029,34029,"Ocean County, New Jersey",14743,836,35542,1380,59187,1947,91869,2309,178571,5242,276985,14672
0500000US34031,34031,"Passaic County, New Jersey",11280,873,32577,1838,59306,2561,96144,3399,196766,9832,320956,28806
0500000US34033,34033,"Salem County, New Jersey",11874,2123,35896,4270,60330,4715,91239,7162,156608,9931,224522,26612
0500000US34035,34035,"Somerset County, New Jersey",23440,1735,58675,3201,95267,3716,143209,5875,312274,21543,568840,69892
0500000US34037,34037,"Sussex County, New Jersey",21669,2311,54096,3351,86020,4260,116983,5668,206584,13939,325412,38379
